property_id,category_desc,area_ha
3724005,Forestry,26.056
3724008,Sheep,0.101
3724022,Dairy,73.812
3724022,Forestry,31.631
3724022,Sheep,0.2
3724042,Forestry,0.382
3724045,Sheep,0.29
3724059,Beef and Sheep,0.036
3724063,Beef and Sheep,0.083
3724069,Beef and Sheep,0.797
3724069,Dairy,13.664
3724069,Sheep,0.235
3724077,Beef and Sheep,8.107
3724077,Sheep,4.626
3724104,Forestry,3.323
3724126,Sheep,0.021
3724153,Forestry,0.029
3724153,Sheep,5.309
3724184,Forestry,0.293
3724184,Sheep,0.218
3724197,Beef and Sheep,1.968
3724197,Forestry,10.84
3724197,Sheep,0.605
3724232,Sheep,0.067
3724245,Beef and Sheep,10.69
3724245,Sheep,2.046
3724265,Dairy,3.725
3724265,Forestry,0.081
3724274,Sheep,0.001
3724323,Beef and Sheep,0.079
3724323,Dairy,27.908
3724323,Sheep,0.655
3724335,Dairy,6.382
3724335,Forestry,0.574
3724337,Forestry,0.012
3724362,Sheep,3.082
3724438,Beef and Sheep,1.304
3724438,Dairy,0.05
3724447,Forestry,0.081
3724454,Beef and Sheep,0.008
3724454,Dairy,2.475
3724465,Beef and Sheep,0.022
3724465,Forestry,15.391
3724465,Sheep,0.045
3724469,Forestry,8.507
3724496,Beef and Sheep,0
3724496,Dairy,3.825
3724498,Beef and Sheep,0.041
3724498,Dairy,51.628
3724498,Sheep,0.029
3724500,Dairy,0.002
3724500,Forestry,0.001
3724520,Beef and Sheep,0.369
3724520,Forestry,2.223
3724520,Sheep,82.87
3724521,Dairy,0.76
3724524,Beef and Sheep,0.147
3724524,Forestry,0.286
3724530,Sheep,0.034
3724554,Beef and Sheep,0.091
3724554,Dairy,2.209
3724558,Beef and Sheep,27.798
3724558,Dairy,0.013
3724558,Forestry,0.695
3724558,Sheep,9.914
3724594,Forestry,171.688
3724608,Sheep,0.012
3724650,Sheep,15.7
3724653,Sheep,0.29
3724678,Forestry,0.723
3724678,Sheep,0.003
3724732,Beef and Sheep,1.404
3724772,Sheep,0.014
3724791,Sheep,0.073
3724799,Sheep,0.259
3724805,Sheep,0.095
3724842,Forestry,0.613
3724862,Sheep,0.013
3724866,Sheep,0.127
3724870,Forestry,25.544
3724870,Sheep,0.014
3724871,Beef and Sheep,0.163
3724871,Sheep,0.137
3724877,Sheep,35.265
3724884,Dairy,0.193
3724884,Forestry,42.901
3724906,Beef and Sheep,0.1
3724949,Beef and Sheep,0.367
3724953,Beef and Sheep,0.011
3724953,Dairy,0.995
3724953,Forestry,4.312
3724954,Beef and Sheep,0.169
3724969,Beef and Sheep,0.454
3724969,Dairy,0.005
3724969,Forestry,2.639
3725003,Sheep,0.099
3725015,Sheep,0.101
3725134,Sheep,0.077
3725143,Forestry,0.002
3725148,Sheep,14.223
3725159,Sheep,0.008
3725238,Sheep,0.101
3725296,Sheep,0.101
3725320,Forestry,97.831
3725353,Beef and Sheep,0.021
3725353,Dairy,26.063
3725354,Dairy,1.389
3725415,Sheep,0.161
3725458,Beef and Sheep,7.967
3725458,Dairy,0.003
3725458,Sheep,8.127
3725483,Forestry,0.081
3725534,Sheep,7.809
3725584,Sheep,11.607
3725586,Beef and Sheep,0.101
3725600,Forestry,0.266
3725605,Dairy,1.533
3725605,Forestry,135.332
3725605,Sheep,0.028
3725610,Forestry,7.678
3725616,Forestry,0.108
3725616,Sheep,13.402
3725619,Beef and Sheep,0.003
3725619,Dairy,3.97
3725619,Forestry,0.159
3725620,Forestry,3.974
3725620,Sheep,2.022
3725623,Beef and Sheep,0.005
3725623,Dairy,22.057
3725623,Forestry,0.08
3725624,Beef and Sheep,22.182
3725624,Dairy,0.013
3725624,Forestry,0.05
3725625,Forestry,9.377
3725626,Beef and Sheep,4.082
3725629,Beef and Sheep,0.02
3725629,Dairy,37.164
3725629,Forestry,0.545
3725630,Beef and Sheep,0.192
3725632,Forestry,70.808
3725633,Beef and Sheep,0.102
3725633,Dairy,21.72
3725633,Forestry,0.014
3725633,Sheep,0.278
3725635,Forestry,0.357
3725636,Dairy,0.937
3725637,Dairy,1.634
3725672,Sheep,0.058
3725676,Forestry,2.818
3725687,Sheep,0.043
3725696,Dairy,7.173
3725696,Forestry,0.061
3725697,Dairy,0.089
3725703,Beef and Sheep,0.036
3725703,Forestry,0.6
3725703,Sheep,0.316
3725704,Beef and Sheep,0.001
3725704,Dairy,0.047
3725757,Sheep,0.059
3725758,Sheep,0.031
3725761,Forestry,0.072
3725761,Sheep,0.281
3725763,Beef and Sheep,0.244
3725774,Sheep,1.635
3725832,Sheep,0.03
3725834,Sheep,3.702
3725836,Beef and Sheep,0.171
3725871,Beef and Sheep,0.094
3725871,Dairy,0.009
3725961,Beef and Sheep,0.429
3725969,Dairy,1.078
3725969,Forestry,0.419
3726001,Beef and Sheep,0.004
3726001,Dairy,16.058
3726002,Beef and Sheep,0.102
3726002,Dairy,26.359
3726002,Forestry,0.803
3726002,Sheep,0.026
3726020,Forestry,0.04
3726028,Sheep,0.039
3726066,Forestry,0.364
3726115,Sheep,0.077
3726123,Beef and Sheep,0.054
3726133,Beef and Sheep,0.063
3726134,Beef and Sheep,0.247
3726153,Sheep,0.089
3726155,Forestry,16.744
3726187,Forestry,65.89
3726199,Beef and Sheep,0.137
3726230,Forestry,10.272
3726283,Sheep,0.242
3726310,Sheep,1.213
3726323,Beef and Sheep,0.266
3726323,Dairy,0.003
3726337,Beef and Sheep,2.73
3726337,Dairy,0.075
3726341,Beef and Sheep,18.326
3726341,Dairy,0.103
3726396,Forestry,17.262
3726396,Sheep,0.793
3726436,Dairy,0.093
3726457,Sheep,0.215
3726508,Beef and Sheep,0.018
3726508,Dairy,0.032
3726508,Forestry,53.796
3726531,Dairy,5.435
3726541,Sheep,0.154
3726542,Beef and Sheep,0.003
3726542,Dairy,49.352
3726542,Forestry,29.378
3726542,Sheep,0.058
3726563,Sheep,0.003
3726574,Beef and Sheep,0.042
3726588,Sheep,0.063
3726591,Sheep,386.804
3726617,Forestry,1.836
3726620,Forestry,23.279
3726622,Sheep,0.094
3726629,Sheep,0.239
3726660,Sheep,0.002
3726686,Beef and Sheep,0.626
3726691,Forestry,0.584
3726691,Sheep,0.001
3726695,Beef and Sheep,0.063
3726703,Forestry,1.755
3726705,Sheep,0.002
3726717,Beef and Sheep,6.859
3726721,Forestry,135.125
3726722,Forestry,0.016
3726730,Sheep,0.183
3726744,Forestry,3.17
3726746,Forestry,39.814
3726747,Forestry,1.675
3726747,Sheep,18.283
3726751,Forestry,0.603
3726759,Dairy,1.999
3726759,Forestry,12.183
3726759,Sheep,0.057
3726760,Dairy,0.004
3726769,Forestry,0.108
3726789,Dairy,16.219
3726792,Beef and Sheep,1.21
3726792,Dairy,1.06
3726792,Forestry,1.374
3726792,Sheep,0.645
3726799,Beef and Sheep,6.871
3726799,Dairy,0.162
3726802,Dairy,0.104
3726803,Dairy,0.098
3726807,Dairy,0.099
3726825,Beef and Sheep,1.528
3726825,Forestry,0.232
3726834,Beef and Sheep,0.181
3726834,Forestry,1.504
3726834,Sheep,1.703
3726848,Beef and Sheep,1.348
3726848,Forestry,39.301
3726848,Sheep,0.003
3726867,Sheep,0.032
3726868,Sheep,0.038
3726875,Beef and Sheep,0.001
3726875,Dairy,15.252
3726875,Forestry,0.04
3726878,Beef and Sheep,0.195
3726881,Forestry,0
3726884,Beef and Sheep,0.053
3726884,Forestry,11.257
3726903,Beef and Sheep,2.954
3726903,Forestry,6.239
3726903,Sheep,4.941
3726918,Forestry,0.011
3726921,Beef and Sheep,0.009
3726921,Forestry,21.889
3726922,Beef and Sheep,0.547
3726922,Forestry,1.239
3726934,Beef and Sheep,0.011
3726953,Forestry,0.04
3726954,Forestry,0.445
3726959,Forestry,0.315
3726967,Beef and Sheep,0.288
3726974,Beef and Sheep,0.062
3726991,Forestry,0.005
3726999,Beef and Sheep,0.103
3727007,Forestry,46.191
3727007,Sheep,0.027
3727009,Forestry,0.041
3727019,Beef and Sheep,2.993
3727021,Sheep,0.006
3727023,Forestry,0.156
3727027,Beef and Sheep,1.66
3727039,Sheep,1.059
3727046,Forestry,13.153
3727046,Sheep,0.225
3727052,Sheep,0.072
3727063,Forestry,0.076
3727070,Sheep,0.244
3727072,Forestry,1.722
3727072,Sheep,0.171
3727086,Forestry,0.18
3727090,Forestry,3.14
3727092,Forestry,3.309
3727093,Sheep,1.611
3727097,Forestry,1.434
3727103,Forestry,0.55
3727107,Forestry,58.191
3727112,Forestry,2.527
3727121,Sheep,0.014
3727122,Beef and Sheep,0.792
3727149,Beef and Sheep,3.663
3727149,Forestry,2.351
3727149,Sheep,8.515
3727151,Beef and Sheep,12.105
3727151,Sheep,7.492
3727157,Forestry,1.809
3727161,Forestry,0.124
3727174,Beef and Sheep,15.759
3727174,Sheep,8.046
3727210,Forestry,1.241
3727237,Forestry,4.892
3727241,Forestry,2.372
3727252,Sheep,0.118
3727259,Forestry,0.089
3727260,Forestry,2.267
3727261,Forestry,0.147
3727275,Forestry,33.505
3727275,Sheep,0.439
3727288,Sheep,0.134
3727289,Forestry,0.031
3727292,Beef and Sheep,0.156
3727302,Beef and Sheep,0.883
3727302,Sheep,1.786
3727305,Sheep,0.002
3727313,Forestry,40.44
3727356,Forestry,3.532
3727356,Sheep,35.297
3727357,Sheep,0.002
3727374,Forestry,0.01
3727376,Forestry,24.806
3727402,Forestry,19.577
3727404,Beef and Sheep,0.084
3727409,Beef and Sheep,0.787
3727411,Beef and Sheep,0.3
3727412,Forestry,0.071
3727417,Beef and Sheep,0.001
3727418,Beef and Sheep,0.304
3727418,Forestry,0
3727418,Sheep,0.187
3727482,Forestry,0.06
3727515,Beef and Sheep,0.192
3727515,Forestry,16.19
3727515,Sheep,0.398
3727517,Sheep,0.156
3727520,Sheep,0.004
3727577,Beef and Sheep,0
3727591,Beef and Sheep,0.625
3727599,Beef and Sheep,1.88
3727621,Dairy,0.179
3727621,Forestry,38.831
3727657,Sheep,0.215
3727674,Forestry,88.331
3727676,Forestry,0.01
3727677,Beef and Sheep,0.053
3727677,Sheep,0.686
3727678,Beef and Sheep,3.566
3727678,Forestry,0.713
3727680,Forestry,0.024
3727680,Sheep,3.916
3727683,Beef and Sheep,2.743
3727683,Cropping,0.102
3727740,Beef and Sheep,2.172
3727807,Beef and Sheep,17.08
3727842,Sheep,0.939
3727851,Forestry,171.639
3727852,Forestry,3.078
3727861,Beef and Sheep,21.241
3727891,Beef and Sheep,1.062
3727896,Beef and Sheep,1.195
3727901,Sheep,9.293
3727902,Sheep,7.865
3727904,Sheep,59.151
3727905,Sheep,36.72
3727908,Sheep,0.909
3727913,Beef and Sheep,11.589
3727913,Forestry,0.318
3727913,Sheep,7.2
3727914,Sheep,0.038
3727933,Beef and Sheep,0.135
3727933,Dairy,18.322
3727934,Dairy,0.039
3727934,Forestry,1.342
3727935,Dairy,0.285
3727935,Forestry,50.069
3727938,Dairy,0.564
3727938,Forestry,8.946
3728001,Forestry,0.183
3728029,Beef and Sheep,0
3728029,Dairy,2.645
3728030,Dairy,1.876
3728031,Beef and Sheep,1.466
3728031,Dairy,0.029
3728031,Forestry,0.22
3728117,Sheep,0.009
3728118,Forestry,0.014
3728119,Forestry,115.228
3728120,Forestry,11.148
3728120,Sheep,4.595
3728122,Sheep,0.229
3728183,Beef and Sheep,0.081
3728196,Beef and Sheep,0.096
3728196,Dairy,2.611
3728197,Beef and Sheep,0.44
3728223,Beef and Sheep,0.577
3728303,Beef and Sheep,2.443
3728303,Sheep,0.425
3728306,Forestry,0.177
3728306,Sheep,0.036
3728327,Beef and Sheep,16.794
3728348,Beef and Sheep,0.264
3728348,Forestry,27.313
3728361,Sheep,0.035
3728485,Beef and Sheep,3.303
3728582,Sheep,0
3728593,Sheep,3.935
3728594,Dairy,0
3728640,Dairy,0.007
3728652,Beef and Sheep,0.743
3728652,Forestry,3.995
3728652,Sheep,4.023
3728661,Dairy,1.848
3728679,Sheep,0
3728691,Beef and Sheep,0.755
3728691,Forestry,0.46
3728691,Sheep,48.378
3728703,Sheep,0.27
3728706,Forestry,0.118
3728711,Beef and Sheep,0.959
3728712,Beef and Sheep,0.009
3728713,Sheep,1.26
3728719,Beef and Sheep,0.014
3728726,Dairy,0.011
3728727,Dairy,13.298
3728727,Forestry,0.434
3728763,Sheep,0.004
3728816,Beef and Sheep,0.337
3728839,Dairy,13.917
3728839,Forestry,1.108
3728874,Beef and Sheep,1.003
3728874,Dairy,0.139
3728876,Beef and Sheep,0.127
3728876,Dairy,35.685
3728876,Forestry,2.188
3728880,Beef and Sheep,14.624
3728886,Dairy,2.021
3728890,Sheep,0.104
3728891,Dairy,18.343
3728891,Forestry,0.734
3728964,Beef and Sheep,0.101
3728968,Sheep,0.513
3728996,Sheep,0.887
3728999,Beef and Sheep,0.178
3729017,Forestry,25.857
3729018,Sheep,0.112
3729022,Sheep,0.088
3729023,Forestry,18.375
3729034,Beef and Sheep,8.093
3729034,Forestry,13.679
3729041,Beef and Sheep,0.344
3729066,Forestry,57.958
3729076,Forestry,0.159
3729088,Beef and Sheep,0.207
3729109,Sheep,28.879
3729114,Forestry,9.259
3729115,Dairy,2.619
3729116,Beef and Sheep,0.005
3729117,Beef and Sheep,0.004
3729117,Dairy,4.055
3729119,Forestry,3.769
3729119,Sheep,0.147
3729141,Forestry,21.642
3729141,Sheep,0.063
3729175,Beef and Sheep,0.656
3729175,Dairy,0.691
3729175,Forestry,4.28
3729178,Forestry,45.625
3729220,Dairy,50.208
3729220,Forestry,27.262
3729222,Sheep,0.041
3729264,Sheep,0.064
3729275,Dairy,15.618
3729275,Forestry,2.327
3729293,Dairy,11.781
3729293,Forestry,15.993
3729298,Forestry,0.002
3729322,Beef and Sheep,0.001
3729327,Sheep,0.125
3729334,Sheep,0.089
3729375,Dairy,2.286
3729375,Forestry,2.053
3729384,Forestry,22.741
3729396,Beef and Sheep,0.284
3729396,Sheep,0.145
3729411,Sheep,134.944
3729414,Beef and Sheep,0.012
3729416,Sheep,0.006
3729419,Beef and Sheep,11.187
3729419,Forestry,55.466
3729419,Sheep,0.027
3729422,Beef and Sheep,6.425
3729481,Beef and Sheep,0.213
3729481,Dairy,20.58
3729481,Forestry,0.056
3729481,Sheep,0.007
3729539,Beef and Sheep,0.202
3729540,Sheep,0.184
3729546,Forestry,10.416
3729550,Forestry,0.003
3729550,Sheep,0.064
3729564,Forestry,3.105
3729582,Forestry,37.043
3729582,Sheep,0.425
3729657,Dairy,0.08
3729663,Beef and Sheep,0.166
3729667,Forestry,0.129
3729682,Beef and Sheep,0.002
3729682,Dairy,0.14
3729682,Forestry,53.254
3729711,Beef and Sheep,1.457
3729711,Dairy,0.08
3729712,Dairy,14.192
3729714,Beef and Sheep,0.825
3729714,Sheep,0.519
3729738,Forestry,0.134
3729739,Forestry,3.04
3729741,Forestry,4.512
3729741,Sheep,3.228
3729751,Forestry,0.085
3729756,Beef and Sheep,0.338
3729759,Sheep,0.039
3729761,Forestry,0.064
3729762,Forestry,0.004
3729770,Sheep,0.157
3729780,Forestry,0.853
3729781,Forestry,0.876
3729791,Forestry,0.838
3729813,Beef and Sheep,6.748
3729813,Forestry,3.579
3729813,Sheep,12.278
3729836,Sheep,0.642
3729847,Dairy,0.105
3729847,Forestry,0.824
3729850,Sheep,0.009
3729864,Sheep,0.022
3729909,Sheep,0.16
3729916,Sheep,0.015
3729922,Beef and Sheep,3.152
3729927,Forestry,2.624
3729930,Forestry,15.672
3729938,Beef and Sheep,0.087
3729938,Dairy,8.822
3729947,Beef and Sheep,0.264
3729947,Forestry,0.174
3729947,Sheep,0.924
3729967,Beef and Sheep,1.026
3729994,Forestry,0.017
3729996,Forestry,0
3730006,Beef and Sheep,0.334
3730008,Dairy,0.087
3730008,Forestry,18.274
3730033,Forestry,0.277
3730059,Forestry,0.03
3730101,Sheep,0.774
3730130,Beef and Sheep,0.132
3730160,Dairy,0.149
3730172,Sheep,0.041
3730193,Cropping,0.133
3730193,Dairy,5.662
3730209,Dairy,0.212
3730209,Forestry,114.235
3730211,Dairy,1.704
3730211,Forestry,1.096
3730212,Dairy,8.249
3730212,Forestry,0.019
3730216,Dairy,1.454
3730245,Beef and Sheep,29.234
3730248,Beef and Sheep,0.357
3730248,Sheep,0.363
3730253,Beef and Sheep,0.098
3730274,Sheep,0.052
3730306,Sheep,24.475
3730327,Sheep,94.231
3730338,Forestry,7.611
3730341,Sheep,0.273
3730371,Sheep,0.397
3730381,Beef and Sheep,0.075
3730381,Forestry,0.088
3730381,Sheep,6.827
3730404,Forestry,85.91
3730404,Sheep,8.44
3730477,Sheep,0
3730487,Beef and Sheep,0.52
3730487,Forestry,0.003
3730487,Sheep,0.186
3730494,Forestry,17.193
3730495,Beef and Sheep,0.433
3730496,Beef and Sheep,0.18
3730497,Beef and Sheep,4.493
3730497,Forestry,0.367
3730509,Sheep,1.188
3730522,Forestry,7.632
3730522,Sheep,1.005
3730524,Beef and Sheep,7.13
3730524,Forestry,0.24
3730524,Sheep,4.661
3730528,Forestry,1.921
3730538,Beef and Sheep,4.572
3730538,Forestry,1.69
3730538,Sheep,0.006
3730594,Beef and Sheep,3.8
3730612,Forestry,22.033
3730646,Dairy,0.063
3730646,Forestry,0.852
3730649,Sheep,0.033
3730689,Dairy,0.128
3730689,Sheep,0.924
3730694,Sheep,0.847
3730713,Sheep,0.007
3730743,Beef and Sheep,0.291
3730744,Sheep,0.04
3730752,Beef and Sheep,0.793
3730752,Sheep,0.021
3730770,Forestry,3.287
3730792,Dairy,0.006
3730792,Forestry,0.688
3730829,Beef and Sheep,0.178
3730829,Dairy,17.043
3730830,Beef and Sheep,0.251
3730830,Dairy,7.331
3730932,Forestry,0.028
3730972,Forestry,6.618
3730972,Sheep,2.891
3730981,Beef and Sheep,3.285
3730997,Dairy,0.12
3731054,Sheep,0.013
3731055,Beef and Sheep,0.234
3731124,Beef and Sheep,0.198
3731124,Dairy,0.014
3731129,Forestry,0.226
3731170,Beef and Sheep,0.001
3731236,Beef and Sheep,0.153
3731236,Dairy,59.357
3731236,Forestry,36.265
3731236,Sheep,0.008
3731252,Dairy,0.1
3731278,Forestry,0.573
3731278,Sheep,1.38
3731322,Beef and Sheep,0.379
3731323,Beef and Sheep,0.008
3731332,Beef and Sheep,0.096
3731332,Dairy,35.572
3731332,Forestry,0.051
3731335,Sheep,0.113
3731360,Beef and Sheep,0.584
3731487,Beef and Sheep,7.205
3731487,Sheep,2.828
3731504,Sheep,0
3731517,Sheep,0.015
3731542,Beef and Sheep,0.037
3731543,Beef and Sheep,0.018
3731566,Forestry,82.817
3731590,Sheep,0.042
3731604,Dairy,15.138
3731604,Forestry,0.026
3731673,Dairy,31.783
3731673,Forestry,1.525
3731673,Sheep,0.011
3731678,Beef and Sheep,0.212
3731684,Beef and Sheep,0.078
3731684,Dairy,34.413
3731684,Forestry,1.505
3731684,Sheep,0.063
3731714,Dairy,1.137
3731714,Forestry,0.832
3731743,Beef and Sheep,0.211
3731743,Forestry,0.468
3731743,Sheep,2.866
3731746,Beef and Sheep,0.003
3731783,Forestry,5.064
3731783,Sheep,0.393
3731788,Beef and Sheep,0.047
3731820,Sheep,0.001
3731846,Beef and Sheep,4.342
3731846,Forestry,3.742
3731846,Sheep,12.453
3731889,Forestry,0.118
3731890,Forestry,0.429
3731892,Dairy,0.962
3731892,Forestry,0.001
3731898,Sheep,0.056
3731942,Beef and Sheep,13.994
3731942,Forestry,3.218
3731942,Sheep,0.85
3731943,Sheep,0.018
3731953,Forestry,5.054
3731963,Sheep,0.039
3731979,Sheep,0.114
3731998,Sheep,0.068
3732009,Sheep,0.103
3732047,Sheep,0.113
3732089,Beef and Sheep,0.039
3732089,Dairy,23.531
3732089,Forestry,0
3732095,Beef and Sheep,18.568
3732095,Sheep,8.356
3732125,Dairy,8.126
3732126,Beef and Sheep,1.171
3732126,Dairy,0.106
3732126,Forestry,52.703
3732126,Sheep,4.785
3732129,Forestry,6.479
3732133,Dairy,0.097
3732135,Forestry,1.677
3732135,Sheep,0.019
3732139,Sheep,0.001
3732152,Forestry,161.541
3732152,Sheep,151.281
3732168,Beef and Sheep,19.649
3732172,Beef and Sheep,0.211
3732179,Dairy,0.036
3732184,Beef and Sheep,0.025
3732184,Forestry,24.239
3732184,Sheep,0.183
3732186,Beef and Sheep,0.073
3732199,Beef and Sheep,7.345
3732199,Cropping,3.495
3732200,Forestry,2.043
3732201,Beef and Sheep,0.109
3732201,Dairy,5.362
3732232,Beef and Sheep,0.991
3732232,Dairy,0.042
3732232,Forestry,4.826
3732232,Sheep,0.052
3732240,Forestry,17.607
3732243,Beef and Sheep,0.115
3732250,Forestry,0.007
3732265,Beef and Sheep,0.07
3732265,Forestry,12.948
3732266,Forestry,6.359
3732271,Forestry,0.03
3732278,Forestry,141.456
3732282,Sheep,0.236
3732289,Forestry,60.975
3732292,Beef and Sheep,1.304
3732292,Sheep,0.216
3732303,Beef and Sheep,17.594
3732303,Sheep,1.111
3732312,Sheep,53.749
3732329,Forestry,69.572
3732343,Forestry,131.216
3732421,Sheep,0.006
3732430,Beef and Sheep,0.032
3732441,Beef and Sheep,0.24
3732441,Sheep,0.027
3732445,Forestry,23.032
3732445,Sheep,6.084
3732461,Sheep,0.1
3732476,Sheep,2.031
3732481,Forestry,0.061
3732481,Sheep,1.011
3732482,Beef and Sheep,15.403
3732482,Dairy,0.002
3732482,Forestry,0.867
3732482,Sheep,2.283
3732483,Beef and Sheep,3.473
3732483,Forestry,4.475
3732483,Sheep,3.14
3732488,Sheep,0.076
3732489,Dairy,2.607
3732489,Forestry,0.23
3732495,Beef and Sheep,0.101
3732498,Forestry,0.046
3732526,Forestry,0.15
3732526,Sheep,0.917
3732547,Forestry,29.77
3732564,Beef and Sheep,0.015
3732564,Dairy,0.055
3732576,Sheep,0.081
3732579,Sheep,0.682
3732584,Dairy,13.394
3732584,Forestry,1.261
3732600,Forestry,0.081
3732600,Sheep,0.095
3732611,Sheep,0.097
3732612,Sheep,0.105
3732653,Beef and Sheep,2.864
3732653,Forestry,0.026
3732666,Beef and Sheep,18.765
3732666,Forestry,7.419
3732666,Sheep,6.857
3732679,Beef and Sheep,0.889
3732679,Dairy,0.003
3732679,Sheep,10.422
3732680,Beef and Sheep,1.317
3732680,Sheep,0.7
3732689,Sheep,0.232
3732699,Beef and Sheep,0.014
3732699,Dairy,12.213
3732699,Forestry,0.653
3732701,Sheep,0.005
3732710,Sheep,2.081
3732729,Beef and Sheep,0.891
3732743,Beef and Sheep,34.859
3732743,Sheep,0.02
3732762,Beef and Sheep,0.208
3732784,Beef and Sheep,0.84
3732784,Forestry,1.035
3732784,Sheep,0.674
3732839,Sheep,0.003
3732843,Forestry,9.893
3732843,Sheep,6.981
3732848,Beef and Sheep,0.004
3732919,Sheep,0.003
3732926,Forestry,0.006
3732926,Sheep,0.945
3732948,Forestry,0.112
3732952,Beef and Sheep,14.429
3732952,Forestry,1.043
3732952,Sheep,3.422
3732964,Sheep,0.016
3732968,Beef and Sheep,0.157
3732992,Sheep,0.097
3733065,Beef and Sheep,2.507
3733065,Forestry,0.269
3733109,Beef and Sheep,0.318
3733299,Forestry,73.564
3733299,Sheep,16.724
3733323,Sheep,0.01
3733367,Forestry,49.899
3733383,Beef and Sheep,32.868
3733383,Sheep,7.245
3733428,Beef and Sheep,0.012
3733428,Dairy,7.611
3733428,Forestry,0.015
3733446,Beef and Sheep,1.049
3733446,Forestry,0.551
3733454,Forestry,1.092
3733499,Sheep,0.001
3733582,Beef and Sheep,2.942
3733582,Sheep,61.72
3733596,Beef and Sheep,0.626
3733630,Sheep,0.054
3733646,Forestry,1.049
3733694,Forestry,7.95
3733694,Sheep,0
3733697,Beef and Sheep,0.515
3733751,Beef and Sheep,0.08
3733751,Dairy,0.891
3733751,Forestry,0.394
3733754,Sheep,0.141
3733782,Beef and Sheep,0.076
3733782,Sheep,0.161
3733832,Sheep,0.162
3733835,Beef and Sheep,0.006
3733861,Beef and Sheep,0.007
3733863,Beef and Sheep,0.149
3733880,Sheep,0.02
3733905,Sheep,0.047
3733912,Sheep,0.014
3733977,Beef and Sheep,0.304
3733992,Forestry,2.325
3733992,Sheep,6.339
3733994,Sheep,0.025
3734014,Forestry,0.06
3734020,Forestry,0.179
3734020,Sheep,0.236
3734028,Beef and Sheep,0.395
3734028,Dairy,0.014
3734038,Beef and Sheep,0.641
3734044,Beef and Sheep,2.289
3734044,Forestry,0.083
3734190,Sheep,0.06
3734235,Beef and Sheep,1.44
3734235,Forestry,0.01
3734236,Dairy,0.054
3734237,Beef and Sheep,0.195
3734237,Dairy,0.029
3734270,Beef and Sheep,0.187
3734273,Beef and Sheep,36.845
3734273,Dairy,0.064
3734273,Sheep,5.888
3734301,Forestry,10.049
3734302,Beef and Sheep,0.292
3734303,Forestry,13.486
3734304,Dairy,5.285
3734306,Beef and Sheep,0.202
3734307,Sheep,0.064
3734312,Beef and Sheep,1.42
3734314,Forestry,1.899
3734315,Beef and Sheep,0.033
3734316,Forestry,26.322
3734317,Beef and Sheep,0.054
3734317,Cropping,0.013
3734318,Forestry,71.489
3734318,Sheep,12.625
3734319,Beef and Sheep,0.004
3734319,Dairy,24.621
3734319,Forestry,0.973
3734319,Sheep,0.334
3734324,Beef and Sheep,5.732
3734324,Forestry,48.628
3734324,Sheep,1.486
3734326,Dairy,6.308
3734326,Forestry,9.463
3734335,Beef and Sheep,0.073
3734335,Dairy,0.008
3734335,Forestry,8.175
3734335,Sheep,0.166
3734348,Beef and Sheep,0.036
3734348,Dairy,1.177
3734357,Beef and Sheep,0.101
3734358,Dairy,4.179
3734381,Beef and Sheep,0
3734381,Dairy,3.225
3734405,Sheep,0.101
3734451,Beef and Sheep,0.134
3734452,Beef and Sheep,0.026
3734452,Dairy,9.924
3734464,Beef and Sheep,0.231
3734464,Forestry,14.87
3734464,Sheep,1.45
3734503,Sheep,0.365
3734522,Sheep,0.043
3734528,Beef and Sheep,0.001
3734528,Forestry,6.26
3734528,Sheep,2.343
3734644,Sheep,0.002
3734680,Forestry,0.176
3734807,Sheep,0.088
3734831,Beef and Sheep,0.08
3734831,Dairy,56.997
3734831,Forestry,41.207
3734832,Sheep,0.028
3734847,Forestry,0.793
3734847,Sheep,13.656
3734857,Forestry,0.362
3734888,Sheep,0.024
3734895,Forestry,0.405
3734916,Forestry,0.099
3734929,Sheep,0.078
3734956,Sheep,24.307
3734987,Dairy,15.566
3735011,Sheep,0.06
3735039,Beef and Sheep,0.008
3735039,Dairy,16.016
3735039,Sheep,0.015
3735044,Beef and Sheep,0.162
3735044,Dairy,0.076
3735052,Beef and Sheep,14.147
3735052,Dairy,0
3735052,Forestry,0.007
3735055,Beef and Sheep,0.015
3735055,Dairy,13.595
3735055,Forestry,0.124
3735058,Dairy,0.559
3735059,Beef and Sheep,0.011
3735068,Sheep,0.082
3735128,Sheep,0.078
3735136,Forestry,16.165
3735190,Beef and Sheep,0.915
3735190,Dairy,0.086
3735207,Sheep,0.025
3735273,Forestry,13.125
3735277,Sheep,0.055
3735281,Beef and Sheep,0.25
3735306,Sheep,0.002
3735333,Forestry,1.884
3735336,Forestry,0.784
3735336,Sheep,2.938
3735395,Dairy,2.544
3735395,Forestry,0.361
3735404,Dairy,0.091
3735405,Beef and Sheep,0.081
3735417,Dairy,0.105
3735419,Sheep,14.469
3735429,Dairy,0.103
3735431,Dairy,8.04
3735457,Beef and Sheep,0.01
3735457,Dairy,6.498
3735468,Sheep,1.72
3735478,Forestry,16.053
3735479,Sheep,0.153
3735484,Sheep,0.459
3735488,Beef and Sheep,0.234
3735489,Sheep,14.046
3735493,Beef and Sheep,34.953
3735496,Forestry,0.115
3735506,Beef and Sheep,0.492
3735506,Forestry,35.892
3735523,Forestry,0.04
3735525,Sheep,0.03
