property_id,category_desc,area_ha
3712440,Beef and Sheep,2.049
3712440,Dairy,0.016
3712440,Forestry,3.004
3712440,Sheep,31.661
3712445,Sheep,4.538
3712449,Beef and Sheep,4.841
3712449,Dairy,0.041
3712449,Forestry,0.046
3712450,Beef and Sheep,0.15
3712450,Dairy,9.587
3712450,Forestry,0.497
3712457,Forestry,2.841
3712461,Beef and Sheep,6.148
3712461,Dairy,0.11
3712461,Sheep,0.291
3712462,Beef and Sheep,0.947
3712462,Sheep,0.157
3712474,Forestry,0.986
3712483,Forestry,4.248
3712503,Beef and Sheep,0.216
3712526,Beef and Sheep,13.946
3712526,Sheep,2.808
3712543,Sheep,0
3712551,Dairy,0.104
3712568,Forestry,1.333
3712575,Forestry,0.079
3712584,Sheep,192.277
3712588,Sheep,0.004
3712589,Sheep,0.016
3712592,Forestry,0.168
3712596,Sheep,16.328
3712597,Forestry,1.893
3712599,Forestry,0.098
3712601,Forestry,63.922
3712611,Beef and Sheep,0.057
3712613,Forestry,1.424
3712614,Forestry,1.758
3712615,Sheep,0.014
3712617,Dairy,20.645
3712617,Forestry,0.095
3712622,Sheep,0.267
3712653,Forestry,0.002
3712653,Sheep,3.36
3712657,Sheep,17.367
3712660,Beef and Sheep,0.013
3712669,Forestry,9.785
3712678,Beef and Sheep,0.098
3712678,Dairy,0.198
3712678,Forestry,4.454
3712679,Dairy,0.697
3712679,Forestry,6.092
3712682,Forestry,0.313
3712712,Sheep,0.01
3712713,Sheep,0.002
3712745,Dairy,0.028
3712758,Beef and Sheep,19.412
3712758,Sheep,23.916
3712765,Beef and Sheep,0.078
3712774,Forestry,0.293
3712774,Sheep,0.094
3712784,Beef and Sheep,7.973
3712784,Forestry,0.807
3712784,Sheep,3.528
3712789,Sheep,0.007
3712790,Sheep,0.173
3712791,Beef and Sheep,0.073
3712791,Dairy,14.055
3712791,Forestry,0.003
3712825,Forestry,2.126
3712825,Sheep,5.223
3712836,Sheep,0.17
3712878,Forestry,0.011
3712893,Beef and Sheep,54.444
3712893,Forestry,52.592
3712893,Sheep,24.263
3712894,Beef and Sheep,0.608
3712912,Sheep,0.216
3712945,Beef and Sheep,0.309
3712956,Forestry,5.342
3712956,Sheep,0
3712966,Sheep,0.614
3712967,Forestry,1.688
3713012,Beef and Sheep,0.413
3713042,Forestry,2.776
3713064,Dairy,2.922
3713065,Cropping,0.368
3713065,Dairy,7.903
3713069,Dairy,0.357
3713069,Forestry,85.636
3713070,Dairy,0.341
3713070,Forestry,19.56
3713094,Dairy,0.939
3713102,Sheep,39.362
3713104,Beef and Sheep,0.206
3713106,Dairy,15.022
3713106,Forestry,2.822
3713115,Sheep,0.008
3713123,Beef and Sheep,0.748
3713123,Forestry,3.313
3713124,Beef and Sheep,0.079
3713124,Dairy,0.279
3713124,Sheep,0.033
3713160,Sheep,0.057
3713162,Forestry,0.432
3713188,Sheep,0.033
3713222,Beef and Sheep,0.05
3713222,Dairy,25.383
3713222,Sheep,0.005
3713248,Beef and Sheep,0.096
3713276,Beef and Sheep,1.878
3713284,Beef and Sheep,14.512
3713286,Forestry,7.437
3713290,Beef and Sheep,0.624
3713291,Sheep,0.101
3713307,Beef and Sheep,0.035
3713318,Sheep,9.293
3713324,Beef and Sheep,1.043
3713324,Forestry,20.463
3713338,Beef and Sheep,0.436
3713361,Sheep,0.013
3713384,Dairy,21.865
3713384,Forestry,7.906
3713394,Beef and Sheep,0.128
3713425,Beef and Sheep,0.254
3713425,Forestry,0.013
3713462,Forestry,45.897
3713462,Sheep,0.867
3713465,Forestry,0.025
3713466,Forestry,0.083
3713467,Forestry,0.008
3713505,Forestry,0.061
3713506,Dairy,17.782
3713506,Forestry,8.142
3713519,Beef and Sheep,0.003
3713519,Dairy,19.173
3713519,Forestry,33.808
3713525,Beef and Sheep,0.164
3713590,Sheep,0.218
3713625,Forestry,3.485
3713671,Beef and Sheep,0.37
3713671,Dairy,3.765
3713705,Forestry,26.178
3713783,Forestry,23.689
3713790,Beef and Sheep,0.79
3713790,Forestry,0.5
3713790,Sheep,10.466
3713812,Dairy,0.885
3713812,Forestry,27.934
3713812,Sheep,0.406
3713859,Sheep,0.186
3713887,Beef and Sheep,0.099
3713887,Dairy,0
3714015,Dairy,18.761
3714015,Sheep,0.144
3714070,Sheep,0.093
3714077,Beef and Sheep,1.231
3714077,Dairy,0.334
3714158,Beef and Sheep,0.647
3714160,Beef and Sheep,6.719
3714160,Forestry,9.476
3714226,Beef and Sheep,0.002
3714226,Dairy,1.264
3714226,Sheep,2.305
3714229,Dairy,4.643
3714233,Forestry,176.233
3714238,Dairy,0.144
3714248,Sheep,0.123
3714266,Sheep,0.002
3714267,Beef and Sheep,10.11
3714267,Sheep,13.857
3714304,Beef and Sheep,92.103
3714304,Sheep,36.937
3714337,Beef and Sheep,0.18
3714475,Beef and Sheep,0.271
3714503,Forestry,0.225
3714566,Dairy,0.747
3714566,Forestry,23.888
3714566,Sheep,3.014
3714634,Beef and Sheep,1.729
3714634,Forestry,12.714
3714701,Forestry,43.905
3714709,Dairy,0.037
3714709,Forestry,2.905
3714724,Dairy,4.317
3714739,Dairy,5.401
3714773,Sheep,0.002
3714776,Sheep,0.156
3714781,Dairy,0.404
3714806,Sheep,0
3714810,Beef and Sheep,0.003
3714815,Beef and Sheep,0.64
3714818,Beef and Sheep,7.457
3714818,Forestry,32.629
3714831,Dairy,14.472
3714842,Sheep,0.034
3714844,Beef and Sheep,0.079
3714846,Sheep,0.001
3714896,Sheep,0.088
3714909,Forestry,0.41
3714951,Forestry,0.407
3714952,Sheep,0.078
3714954,Cropping,0.197
3714954,Forestry,0
3714968,Beef and Sheep,1.447
3714968,Dairy,0.005
3714970,Forestry,1.765
3714971,Forestry,0.159
3714972,Beef and Sheep,4.481
3714972,Cropping,0.294
3714973,Sheep,0.02
3714999,Sheep,0.021
3715017,Dairy,30.826
3715017,Forestry,5.953
3715022,Forestry,0.093
3715025,Forestry,65.549
3715036,Sheep,0.003
3715052,Beef and Sheep,0.042
3715052,Dairy,36.212
3715055,Forestry,16.643
3715069,Beef and Sheep,4.326
3715069,Dairy,0.029
3715072,Beef and Sheep,0.368
3715072,Dairy,41.414
3715072,Forestry,7.851
3715077,Beef and Sheep,3.731
3715077,Forestry,8.734
3715091,Beef and Sheep,4.202
3715091,Dairy,0.021
3715091,Forestry,0.002
3715091,Sheep,0.342
3715123,Dairy,0.101
3715129,Sheep,0.275
3715130,Sheep,0.95
3715148,Beef and Sheep,3.567
3715148,Dairy,0.106
3715148,Forestry,2.986
3715148,Sheep,1.136
3715159,Forestry,38.659
3715170,Sheep,2.018
3715183,Sheep,4.61
3715197,Forestry,69.818
3715199,Forestry,0.99
3715203,Forestry,14.849
3715209,Forestry,11.98
3715222,Beef and Sheep,1.664
3715222,Forestry,0.678
3715222,Sheep,0.175
3715227,Beef and Sheep,0
3715227,Dairy,1.858
3715232,Beef and Sheep,0.078
3715244,Sheep,0.051
3715249,Beef and Sheep,0.376
3715254,Sheep,0.101
3715288,Beef and Sheep,0.019
3715288,Dairy,9.873
3715288,Forestry,0.562
3715288,Sheep,0.003
3715299,Dairy,0
3715299,Forestry,92.948
3715299,Sheep,0.621
3715305,Forestry,1.407
3715332,Sheep,0.074
3715340,Forestry,0.721
3715343,Beef and Sheep,0.009
3715343,Sheep,0.038
3715353,Forestry,0.378
3715360,Forestry,64.316
3715364,Beef and Sheep,0.202
3715405,Sheep,0.096
3715435,Beef and Sheep,22.314
3715435,Sheep,10.262
3715438,Sheep,0.099
3715457,Sheep,4.702
3715474,Forestry,12.893
3715487,Forestry,0.03
3715491,Beef and Sheep,31.213
3715491,Forestry,2.715
3715491,Sheep,0.333
3715495,Sheep,0.085
3715496,Sheep,0.084
3715500,Beef and Sheep,8.787
3715500,Forestry,4.609
3715500,Sheep,238.128
3715502,Forestry,0.389
3715515,Beef and Sheep,1.352
3715517,Sheep,0.014
3715525,Beef and Sheep,0
3715525,Dairy,33.34
3715525,Forestry,1.642
3715543,Forestry,0.296
3715549,Beef and Sheep,0.382
3715550,Beef and Sheep,0
3715550,Dairy,2.338
3715551,Forestry,0.071
3715553,Forestry,0.333
3715554,Sheep,0.255
3715557,Sheep,0.002
3715563,Beef and Sheep,0.093
3715563,Dairy,0.324
3715563,Forestry,14.592
3715564,Sheep,1.59
3715571,Sheep,0.108
3715579,Dairy,4.312
3715599,Dairy,13.181
3715599,Forestry,0.381
3715618,Dairy,0.477
3715624,Beef and Sheep,0.206
3715625,Forestry,0.027
3715642,Beef and Sheep,0.251
3715642,Dairy,48.888
3715647,Beef and Sheep,0.061
3715652,Beef and Sheep,0.347
3715663,Sheep,0.009
3715665,Sheep,0.141
3715672,Sheep,0.02
3715681,Forestry,0.163
3715692,Sheep,0.024
3715699,Sheep,0.106
3715702,Forestry,0.554
3715702,Sheep,0.053
3715729,Sheep,0.02
3715758,Beef and Sheep,0.107
3715771,Sheep,0.033
3715773,Sheep,0.101
3715786,Sheep,0.108
3715788,Forestry,72.027
3715796,Sheep,0.047
3715818,Beef and Sheep,1.43
3715823,Beef and Sheep,0.279
3715830,Forestry,3.324
3715834,Forestry,15.122
3715860,Beef and Sheep,0.109
3715872,Sheep,0.085
3715916,Sheep,0.516
3715947,Beef and Sheep,0.066
3715947,Dairy,20.595
3715957,Beef and Sheep,22.577
3715963,Beef and Sheep,0.067
3715963,Dairy,0
3715967,Beef and Sheep,13.07
3715967,Sheep,0.083
3715969,Sheep,0.006
3716072,Beef and Sheep,10.102
3716072,Sheep,40.05
3716079,Forestry,2.775
3716084,Dairy,7.888
3716085,Sheep,2.999
3716116,Sheep,0.022
3716145,Forestry,1.429
3716156,Forestry,12.679
3716157,Beef and Sheep,0.027
3716157,Sheep,1.593
3716322,Forestry,3.448
3716323,Sheep,0.098
3716370,Sheep,0.005
3716373,Forestry,14.607
3716378,Beef and Sheep,17.504
3716378,Forestry,8.183
3716378,Sheep,2.475
3716411,Dairy,0.318
3716416,Beef and Sheep,0.363
3716441,Beef and Sheep,0.467
3716441,Forestry,8.87
3716441,Sheep,21.397
3716442,Dairy,3.084
3716442,Forestry,1.529
3716452,Forestry,0.227
3716452,Sheep,0.266
3716492,Beef and Sheep,0.081
3716508,Beef and Sheep,0.886
3716514,Dairy,0.471
3716522,Sheep,0.024
3716523,Forestry,4.383
3716537,Forestry,0.085
3716537,Sheep,0.251
3716715,Sheep,0.1
3716783,Beef and Sheep,0.011
3716783,Dairy,1.96
3716816,Forestry,3.994
3716816,Sheep,22.916
3716846,Sheep,0.101
3716847,Forestry,0.746
3716862,Beef and Sheep,2.675
3716871,Beef and Sheep,8.057
3716871,Forestry,2.757
3716871,Sheep,27.289
3716874,Beef and Sheep,1.02
3716889,Sheep,0.101
3716891,Sheep,0.624
3716907,Sheep,0.012
3716909,Sheep,0.045
3716989,Sheep,1.038
3717088,Forestry,0
3717121,Beef and Sheep,0.103
3717123,Sheep,1.453
3717133,Forestry,26.571
3717148,Beef and Sheep,4.19
3717153,Dairy,37.828
3717153,Forestry,0.035
3717153,Sheep,0.575
3717157,Sheep,24.432
3717213,Beef and Sheep,2.448
3717213,Forestry,0.537
3717214,Dairy,0.244
3717214,Forestry,0.04
3717263,Beef and Sheep,0.642
3717263,Forestry,0.326
3717263,Sheep,2.207
3717293,Dairy,13.903
3717293,Forestry,1.76
3717332,Sheep,10.861
3717391,Sheep,0.012
3717396,Dairy,31.629
3717396,Forestry,2.897
3717417,Dairy,0.411
3717417,Forestry,2.439
3717440,Sheep,0.13
3717464,Sheep,0.117
3717485,Beef and Sheep,6.597
3717485,Forestry,0.085
3717485,Sheep,12.319
3717499,Forestry,0.34
3717520,Beef and Sheep,0
3717520,Dairy,4.45
3717532,Forestry,16.72
3717546,Forestry,0.008
3717564,Beef and Sheep,13.93
3717564,Forestry,9.997
3717564,Sheep,7.026
3717593,Beef and Sheep,0.217
3717593,Sheep,0.283
3717618,Beef and Sheep,0.111
3717623,Beef and Sheep,1.243
3717623,Sheep,2.518
3717632,Sheep,0.029
3717640,Beef and Sheep,0.173
3717643,Beef and Sheep,4.732
3717643,Forestry,0.464
3717643,Sheep,2.004
3717649,Beef and Sheep,0.233
3717649,Forestry,3.814
3717649,Sheep,0.521
3717650,Dairy,0.471
3717650,Forestry,14.982
3717651,Beef and Sheep,0.248
3717670,Forestry,32.424
3717670,Sheep,0.558
3717677,Beef and Sheep,4.731
3717693,Sheep,0.001
3717720,Sheep,0.012
3717791,Forestry,0.022
3717815,Forestry,0.003
3717818,Sheep,0.159
3717819,Dairy,1.292
3717819,Forestry,0.016
3717820,Beef and Sheep,1.302
3717823,Beef and Sheep,0.945
3717823,Dairy,0.147
3717823,Forestry,10.868
3717823,Sheep,11.403
3717832,Dairy,22.998
3717832,Forestry,0.178
3717837,Beef and Sheep,0.264
3717859,Beef and Sheep,0.001
3717859,Sheep,0.382
3717869,Dairy,21.812
3717869,Forestry,3.758
3717874,Sheep,0.005
3717943,Sheep,0.102
3717950,Sheep,0.205
3717951,Forestry,3.89
3717956,Dairy,29.472
3717956,Forestry,15.063
3717957,Beef and Sheep,33.567
3717957,Forestry,16.491
3717958,Beef and Sheep,0.689
3717958,Dairy,0.021
3717979,Sheep,0.3
3717998,Dairy,0.111
3718019,Dairy,0.659
3718019,Forestry,2.827
3718049,Sheep,0.014
3718067,Sheep,0.075
3718072,Beef and Sheep,58.753
3718072,Forestry,1.423
3718072,Sheep,2.543
3718073,Forestry,7.313
3718077,Beef and Sheep,0.492
3718081,Forestry,0.347
3718092,Beef and Sheep,12.856
3718160,Sheep,0.038
3718164,Sheep,0.027
3718165,Beef and Sheep,0.968
3718175,Forestry,9.036
3718178,Sheep,0.433
3718179,Forestry,39.103
3718209,Dairy,16.011
3718213,Cropping,0.01
3718213,Dairy,41.923
3718213,Forestry,0.344
3718221,Forestry,50.499
3718224,Sheep,0.034
3718226,Beef and Sheep,10.76
3718226,Sheep,14.391
3718235,Sheep,0.244
3718238,Cropping,2.274
3718238,Dairy,0.031
3718238,Forestry,118.443
3718249,Cropping,2.475
3718249,Forestry,7.53
3718255,Beef and Sheep,0.793
3718255,Dairy,0.014
3718255,Sheep,0.009
3718261,Beef and Sheep,4.756
3718261,Dairy,2.938
3718262,Dairy,2.685
3718264,Beef and Sheep,0.168
3718264,Dairy,13.116
3718269,Dairy,0.1
3718281,Sheep,0.022
3718289,Sheep,1.186
3718292,Sheep,4.208
3718321,Sheep,0.008
3718334,Sheep,0.039
3718351,Beef and Sheep,0.114
3718357,Sheep,0.004
3718364,Beef and Sheep,4.901
3718364,Forestry,0.73
3718366,Forestry,16.694
3718379,Sheep,0.023
3718391,Sheep,0.334
3718392,Beef and Sheep,0.444
3718393,Beef and Sheep,0.227
3718395,Beef and Sheep,0.057
3718399,Beef and Sheep,0.841
3718405,Beef and Sheep,0.12
3718410,Beef and Sheep,0.013
3718421,Sheep,0.075
3718429,Beef and Sheep,0.246
3718430,Sheep,1.421
3718436,Forestry,0.17
3718457,Forestry,0.506
3718461,Beef and Sheep,0.741
3718472,Beef and Sheep,41.893
3718472,Sheep,1.42
3718473,Beef and Sheep,0.346
3718484,Forestry,23.83
3718484,Sheep,0.346
3718494,Forestry,0.179
3718498,Forestry,0.535
3718500,Forestry,1.337
3718503,Dairy,0.138
3718519,Forestry,0.121
3718543,Beef and Sheep,0.07
3718553,Forestry,18.604
3718553,Sheep,32.195
3718569,Beef and Sheep,13.864
3718569,Forestry,0.076
3718569,Sheep,21.885
3718607,Dairy,7.699
3718607,Forestry,0.304
3718607,Sheep,1.159
3718618,Beef and Sheep,1.533
3718618,Dairy,0.079
3718634,Beef and Sheep,11.143
3718634,Forestry,13.39
3718634,Sheep,3.973
3718642,Sheep,5.587
3718645,Beef and Sheep,0.032
3718658,Forestry,0.164
3718670,Sheep,0.002
3718674,Forestry,0.117
3718680,Forestry,0.065
3718699,Sheep,0.112
3718710,Beef and Sheep,1.094
3718714,Forestry,6.021
3718760,Sheep,0.072
3718775,Beef and Sheep,0.201
3718776,Forestry,12.123
3718789,Beef and Sheep,0.022
3718789,Dairy,29.669
3718804,Forestry,1.529
3718814,Sheep,0.019
3718837,Forestry,57.728
3718853,Sheep,0.206
3718858,Sheep,0.063
3718875,Sheep,0.169
3718876,Sheep,0.096
3718915,Sheep,0.014
3718920,Dairy,0.099
3718925,Beef and Sheep,0.023
3718928,Sheep,0.036
3718929,Beef and Sheep,1.481
3718929,Forestry,0
3718929,Sheep,1.964
3718938,Beef and Sheep,0.04
3718956,Forestry,78.574
3718956,Sheep,0.389
3718977,Beef and Sheep,0.155
3718979,Forestry,22.082
3719023,Sheep,0.048
3719064,Forestry,0.689
3719065,Forestry,0.249
3719066,Forestry,30.457
3719067,Beef and Sheep,0.053
3719072,Beef and Sheep,0.804
3719072,Dairy,0.022
3719072,Forestry,0.801
3719072,Sheep,0.043
3719073,Beef and Sheep,1.474
3719076,Dairy,0.085
3719076,Forestry,21.372
3719076,Sheep,0.002
3719077,Forestry,0.094
3719133,Sheep,0.254
3719175,Forestry,0.117
3719175,Sheep,42.272
3719236,Forestry,2.602
3719236,Sheep,3.513
3719249,Beef and Sheep,4.727
3719249,Forestry,3.894
3719249,Sheep,20.932
3719258,Beef and Sheep,0.404
3719258,Forestry,33.706
3719258,Sheep,0.249
3719284,Beef and Sheep,0.018
3719288,Beef and Sheep,2.035
3719290,Forestry,0.578
3719297,Beef and Sheep,9.112
3719297,Sheep,9.004
3719298,Beef and Sheep,0.726
3719307,Forestry,4.976
3719315,Forestry,0.235
3719316,Forestry,25.57
3719317,Beef and Sheep,0.001
3719330,Beef and Sheep,0.551
3719330,Sheep,0.779
3719333,Forestry,44.118
3719333,Sheep,0.969
3719340,Dairy,0.289
3719353,Forestry,0.012
3719353,Sheep,0.124
3719366,Forestry,0.904
3719378,Sheep,0.027
3719416,Beef and Sheep,0.955
3719424,Dairy,19.08
3719452,Forestry,0.264
3719494,Forestry,3.491
3719549,Beef and Sheep,0.025
3719549,Dairy,2.298
3719629,Forestry,0.188
3719629,Sheep,0.118
3719632,Beef and Sheep,0.036
3719651,Beef and Sheep,2.551
3719651,Forestry,0.045
3719653,Forestry,176.432
3719669,Beef and Sheep,0.114
3719669,Dairy,6.978
3719670,Beef and Sheep,2.238
3719670,Dairy,0.064
3719686,Beef and Sheep,8.036
3719686,Sheep,11.399
3719692,Beef and Sheep,0.085
3719702,Forestry,0.274
3719705,Beef and Sheep,0.247
3719705,Dairy,36.224
3719705,Forestry,4.373
3719803,Beef and Sheep,1.754
3719849,Beef and Sheep,0.225
3719895,Sheep,0.063
3719919,Beef and Sheep,0.098
3719919,Dairy,31.814
3719984,Beef and Sheep,0.068
3719984,Dairy,32.824
3719984,Forestry,19.289
3719993,Sheep,0.877
3720004,Sheep,0.001
3720007,Dairy,0.047
3720007,Forestry,21.154
3720012,Beef and Sheep,0.037
3720012,Forestry,70.768
3720012,Sheep,0.803
3720013,Forestry,0.01
3720013,Sheep,0.089
3720024,Beef and Sheep,5.952
3720024,Sheep,11.218
3720042,Forestry,2.618
3720043,Beef and Sheep,18.743
3720048,Forestry,0.116
3720049,Forestry,0.292
3720049,Sheep,70.042
3720051,Sheep,122.54
3720052,Sheep,8.752
3720059,Beef and Sheep,4.234
3720059,Dairy,0.106
3720066,Beef and Sheep,1.2
3720089,Dairy,6.949
3720092,Beef and Sheep,0
3720092,Forestry,29.687
3720117,Beef and Sheep,0.048
3720117,Dairy,8.16
3720138,Sheep,0.082
3720155,Beef and Sheep,0.414
3720155,Sheep,0.001
3720165,Sheep,0.106
3720173,Sheep,1.375
3720174,Forestry,0.001
3720182,Dairy,7.631
3720203,Beef and Sheep,0.003
3720203,Dairy,0.867
3720205,Dairy,0.636
3720222,Sheep,0.083
3720253,Beef and Sheep,35.424
3720253,Forestry,4.691
3720253,Sheep,8.584
3720304,Sheep,0.022
3720341,Sheep,0.089
3720343,Sheep,0.121
3720344,Sheep,0.141
3720360,Beef and Sheep,0.737
3720360,Dairy,0.023
3720386,Beef and Sheep,0.101
3720443,Beef and Sheep,0.219
3720486,Forestry,0.04
3720579,Beef and Sheep,0.009
3720579,Dairy,7.298
3720583,Dairy,20.601
3720583,Forestry,7.864
3720583,Sheep,0.083
3720601,Beef and Sheep,0.196
3720632,Sheep,0.145
3720637,Sheep,0.028
3720672,Sheep,0.004
3720704,Forestry,71.182
3720704,Sheep,304.907
3720710,Beef and Sheep,0.03
3720710,Forestry,19.165
3720710,Sheep,0.213
3720717,Forestry,0.902
3720749,Sheep,0.086
3720783,Sheep,0.378
3720785,Beef and Sheep,0.013
3720787,Sheep,0.026
3720791,Sheep,0.085
3720796,Forestry,0.007
3720796,Sheep,2.55
3720798,Forestry,0.051
3720803,Beef and Sheep,0.058
3720803,Sheep,0.028
3720827,Sheep,0.1
3720828,Sheep,0.029
3720839,Forestry,2.438
3720858,Forestry,19.721
3720862,Beef and Sheep,0.663
3720864,Dairy,1.08
3720886,Dairy,0.146
3720886,Sheep,0.003
3720901,Dairy,19.898
3720902,Beef and Sheep,18.368
3720902,Dairy,0.091
3720902,Sheep,13.681
3720911,Forestry,3.178
3720911,Sheep,0.024
3720920,Sheep,0.012
3720937,Sheep,0.067
3720966,Beef and Sheep,0.003
3720967,Sheep,0.045
3720983,Beef and Sheep,0.214
3720983,Forestry,143.101
3720983,Sheep,1.079
3720992,Beef and Sheep,3.688
3720999,Forestry,0.058
3720999,Sheep,0.119
3721014,Forestry,0.068
3721025,Dairy,0.116
3721026,Sheep,3.022
3721033,Cropping,0.617
3721033,Dairy,0.172
3721034,Beef and Sheep,2.839
3721034,Dairy,12.678
3721041,Sheep,14.765
3721052,Forestry,3.115
3721076,Forestry,0.003
3721079,Beef and Sheep,0.895
3721082,Forestry,0.169
3721082,Sheep,0.229
3721093,Sheep,0.017
3721094,Dairy,0.934
3721094,Forestry,16.21
3721095,Forestry,1.302
3721100,Beef and Sheep,0.071
3721109,Sheep,0.085
3721137,Dairy,0.278
3721137,Forestry,181.395
3721148,Forestry,0.074
3721152,Sheep,0
3721226,Beef and Sheep,26.568
3721228,Forestry,0.088
3721228,Sheep,0.411
3721240,Beef and Sheep,14.964
3721240,Forestry,0.063
3721304,Beef and Sheep,1.623
3721304,Dairy,0.046
3721304,Forestry,0.256
3721304,Sheep,1.94
3721340,Beef and Sheep,0.603
3721341,Beef and Sheep,0.937
3721341,Dairy,45.335
3721341,Forestry,22.408
3721342,Beef and Sheep,1.874
3721342,Forestry,0.015
3721352,Sheep,0.101
3721353,Sheep,0.101
3721360,Beef and Sheep,0.25
3721382,Beef and Sheep,0.121
3721382,Sheep,0.008
3721397,Forestry,0
3721402,Forestry,0.132
3721402,Sheep,9.962
3721423,Sheep,0.109
3721463,Forestry,0.758
3721464,Forestry,1.403
3721465,Beef and Sheep,25.002
3721465,Sheep,5.177
3721473,Beef and Sheep,0.003
3721496,Beef and Sheep,0.147
3721506,Beef and Sheep,0.029
3721510,Sheep,0.531
3721526,Cropping,6.864
3721526,Dairy,11.574
3721534,Sheep,0.073
3721546,Beef and Sheep,0.1
3721577,Beef and Sheep,2.924
3721577,Forestry,10.117
3721594,Beef and Sheep,0.17
3721707,Sheep,0.042
3721726,Beef and Sheep,0.006
3721726,Dairy,1.604
3721726,Forestry,0.733
3721730,Beef and Sheep,0.014
3721730,Dairy,16.38
3721731,Forestry,35.627
3721731,Sheep,0.916
3721733,Sheep,0.556
3721735,Beef and Sheep,0.29
3721746,Beef and Sheep,0.023
3721746,Forestry,20.932
3721755,Beef and Sheep,0.307
3721803,Forestry,123.895
3721803,Sheep,6.923
3721815,Dairy,26.508
3721815,Forestry,25.855
3721839,Sheep,0.004
3721840,Sheep,0.017
3721842,Beef and Sheep,1.131
3721842,Forestry,9.724
3721932,Sheep,0.024
3721935,Sheep,0.005
3722022,Beef and Sheep,0
3722022,Dairy,30.513
3722022,Forestry,0.075
3722044,Forestry,195.911
3722047,Beef and Sheep,0.132
3722047,Sheep,0.016
3722187,Dairy,50.127
3722187,Forestry,53.446
3722187,Sheep,0.013
3722235,Forestry,0.03
3722265,Forestry,0.045
3722267,Forestry,0.127
3722267,Sheep,3.499
3722270,Dairy,0.506
3722270,Forestry,1.728
3722316,Forestry,0.573
3722325,Dairy,4.128
3722350,Beef and Sheep,0.206
3722350,Dairy,0
3722375,Dairy,0.102
3722386,Sheep,0.001
3722418,Beef and Sheep,0.026
3722482,Forestry,3.972
3722482,Sheep,0.016
3722487,Beef and Sheep,0.876
3722487,Forestry,14.616
3722505,Dairy,0.099
3722516,Cropping,0.097
3722516,Dairy,0.551
3722541,Sheep,0.051
3722613,Beef and Sheep,0.247
3722613,Dairy,64.889
3722613,Forestry,12.661
3722613,Sheep,0.109
3722651,Cropping,8.806
3722651,Dairy,5.315
3722651,Forestry,9.733
3722656,Dairy,13.202
3722656,Forestry,1.468
3722666,Sheep,20.945
3722698,Sheep,0.065
3722720,Beef and Sheep,1.094
3722772,Beef and Sheep,0.346
3722772,Dairy,16.907
3722801,Beef and Sheep,0.204
3722801,Dairy,0
3722804,Beef and Sheep,0
3722804,Dairy,5.98
3722804,Sheep,1.755
3722814,Sheep,0.115
3722908,Sheep,0.597
3722941,Dairy,4.178
3722941,Forestry,0.24
3722963,Beef and Sheep,0.055
3722963,Dairy,10.546
3722963,Forestry,0.106
3723035,Sheep,0.079
3723050,Beef and Sheep,0.033
3723076,Beef and Sheep,0.058
3723109,Beef and Sheep,5.269
3723109,Cropping,2.418
3723131,Forestry,20.076
3723131,Sheep,0.615
3723161,Sheep,0.406
3723173,Sheep,0.089
3723176,Beef and Sheep,0.093
3723176,Dairy,4.677
3723176,Forestry,0.005
3723188,Sheep,0.063
3723191,Sheep,0.121
3723219,Sheep,0.006
3723248,Sheep,0.029
3723250,Beef and Sheep,0.02
3723250,Sheep,0.214
3723260,Sheep,0.017
3723266,Sheep,0.007
3723269,Sheep,0.118
3723285,Sheep,0.002
3723287,Sheep,0.013
3723341,Forestry,0.263
3723350,Dairy,0.098
3723378,Dairy,0.048
3723378,Forestry,55.032
3723378,Sheep,0.952
3723384,Sheep,46.632
3723390,Sheep,0.154
3723416,Sheep,0.008
3723418,Dairy,6.126
3723436,Beef and Sheep,0.001
3723436,Dairy,4.311
3723446,Beef and Sheep,19.614
3723446,Forestry,6.636
3723446,Sheep,17.571
3723463,Beef and Sheep,0.113
3723463,Dairy,30.193
3723476,Beef and Sheep,0.088
3723478,Beef and Sheep,3.366
3723489,Sheep,0.003
3723523,Beef and Sheep,0.399
3723523,Dairy,0.005
3723546,Forestry,0.003
3723570,Forestry,5.413
3723571,Forestry,0.205
3723572,Forestry,1.195
3723573,Sheep,0
3723578,Beef and Sheep,0.013
3723578,Forestry,89.083
3723631,Forestry,61.87
3723631,Sheep,0.327
3723632,Forestry,0.213
3723632,Sheep,0.834
3723647,Forestry,16.84
3723655,Beef and Sheep,10.575
3723655,Forestry,55.737
3723663,Forestry,59.773
3723663,Sheep,0.719
3723675,Beef and Sheep,0.611
3723675,Forestry,69.179
3723675,Sheep,10.661
3723692,Beef and Sheep,8.556
3723692,Dairy,0.03
3723771,Sheep,1.661
3723778,Dairy,1.379
3723778,Forestry,0.624
3723782,Beef and Sheep,0.434
3723793,Beef and Sheep,9.852
3723793,Sheep,20.986
3723806,Forestry,20.963
3723871,Dairy,0.401
3723898,Beef and Sheep,0.002
3723898,Dairy,1.706
3723921,Beef and Sheep,0.107
3723921,Dairy,9.752
3723921,Forestry,6.175
3723952,Beef and Sheep,0.003
3723952,Dairy,32.135
3723952,Forestry,1.099
3723955,Forestry,0.337
3723955,Sheep,3.989
3723961,Forestry,5.693
3723961,Sheep,1.079
3723972,Sheep,0.044
3723979,Sheep,0.183
3723992,Forestry,33.075
