"gate_source","gate_target","produce"
1185,74,"Forestry"
1187,74,"Forestry"
1185,84,"Forestry"
1187,84,"Forestry"
1187,66,"Sheepmeat"
1185,75,"Forestry"
1187,75,"Forestry"
1185,80,"Forestry"
1187,80,"Forestry"
1185,77,"Forestry"
1187,77,"Forestry"
1185,69,"Forestry"
1187,69,"Forestry"
1187,79,"Sheepmeat"
1187,65,"Sheepmeat"
1187,82,"Beef"
1187,66,"Beef"
1187,65,"Beef"
1185,70,"Veges"
1185,67,"Veges"
1185,76,"Veges"
1185,68,"Veges"
