"gate_source","gate_target","produce"
13164,77,"Forestry"
8449,71,"Fruit"
14552,71,"Fruit"
13170,71,"Fruit"
8449,78,"Fruit"
14552,78,"Fruit"
13170,78,"Fruit"
13412,79,"Sheepmeat"
13164,79,"Sheepmeat"
14338,79,"Sheepmeat"
