"gate_source","gate_target","produce"
16786,74,"Forestry"
16786,84,"Forestry"
16786,66,"Sheepmeat"
16785,66,"Sheepmeat"
16786,75,"Forestry"
16786,80,"Forestry"
16786,77,"Forestry"
16786,69,"Forestry"
16786,79,"Sheepmeat"
16785,79,"Sheepmeat"
16786,65,"Sheepmeat"
16785,65,"Sheepmeat"
16786,82,"Beef"
16786,66,"Beef"
16786,65,"Beef"
