"gate_source","gate_target","produce"
7330,74,"Forestry"
7324,74,"Forestry"
7330,84,"Forestry"
7324,84,"Forestry"
7323,66,"Sheepmeat"
7324,66,"Sheepmeat"
7330,66,"Sheepmeat"
7330,75,"Forestry"
7324,75,"Forestry"
7330,80,"Forestry"
7324,80,"Forestry"
7330,77,"Forestry"
7324,77,"Forestry"
7330,69,"Forestry"
7324,69,"Forestry"
7323,79,"Sheepmeat"
7324,79,"Sheepmeat"
7330,79,"Sheepmeat"
7323,65,"Sheepmeat"
7324,65,"Sheepmeat"
7330,65,"Sheepmeat"
7330,82,"Beef"
7330,66,"Beef"
7330,65,"Beef"
