"gate_source","gate_target","produce"
7332,74,"Forestry"
7332,84,"Forestry"
7332,66,"Sheepmeat"
7333,66,"Sheepmeat"
7334,66,"Sheepmeat"
7332,75,"Forestry"
7332,80,"Forestry"
7332,77,"Forestry"
7332,69,"Forestry"
7332,79,"Sheepmeat"
7333,79,"Sheepmeat"
7334,79,"Sheepmeat"
7332,65,"Sheepmeat"
7333,65,"Sheepmeat"
7334,65,"Sheepmeat"
7332,82,"Beef"
7333,82,"Beef"
7334,82,"Beef"
7332,66,"Beef"
7333,66,"Beef"
7334,66,"Beef"
7332,65,"Beef"
7333,65,"Beef"
7334,65,"Beef"
