"gate_source","gate_target","produce"
1711,74,"Forestry"
1712,74,"Forestry"
3311,74,"Forestry"
3312,74,"Forestry"
1701,74,"Forestry"
1702,74,"Forestry"
1713,74,"Forestry"
1711,84,"Forestry"
1712,84,"Forestry"
3311,84,"Forestry"
3312,84,"Forestry"
1701,84,"Forestry"
1702,84,"Forestry"
1713,84,"Forestry"
3311,66,"Sheepmeat"
3312,66,"Sheepmeat"
3313,66,"Sheepmeat"
1701,66,"Sheepmeat"
1702,66,"Sheepmeat"
1704,66,"Sheepmeat"
1708,66,"Sheepmeat"
1709,66,"Sheepmeat"
1710,66,"Sheepmeat"
1713,66,"Sheepmeat"
1706,66,"Sheepmeat"
1847,66,"Sheepmeat"
1711,75,"Forestry"
1712,75,"Forestry"
3311,75,"Forestry"
3312,75,"Forestry"
1701,75,"Forestry"
1702,75,"Forestry"
1713,75,"Forestry"
1711,80,"Forestry"
1712,80,"Forestry"
3311,80,"Forestry"
3312,80,"Forestry"
1701,80,"Forestry"
1702,80,"Forestry"
1713,80,"Forestry"
1711,77,"Forestry"
1712,77,"Forestry"
3311,77,"Forestry"
3312,77,"Forestry"
1701,77,"Forestry"
1702,77,"Forestry"
1713,77,"Forestry"
1711,69,"Forestry"
1712,69,"Forestry"
3311,69,"Forestry"
3312,69,"Forestry"
1701,69,"Forestry"
1702,69,"Forestry"
1713,69,"Forestry"
3311,79,"Sheepmeat"
3312,79,"Sheepmeat"
3313,79,"Sheepmeat"
1701,79,"Sheepmeat"
1702,79,"Sheepmeat"
1704,79,"Sheepmeat"
1708,79,"Sheepmeat"
1709,79,"Sheepmeat"
1710,79,"Sheepmeat"
1713,79,"Sheepmeat"
1706,79,"Sheepmeat"
1847,79,"Sheepmeat"
3311,65,"Sheepmeat"
3312,65,"Sheepmeat"
3313,65,"Sheepmeat"
1701,65,"Sheepmeat"
1702,65,"Sheepmeat"
1704,65,"Sheepmeat"
1708,65,"Sheepmeat"
1709,65,"Sheepmeat"
1710,65,"Sheepmeat"
1713,65,"Sheepmeat"
1706,65,"Sheepmeat"
1847,65,"Sheepmeat"
