"gate_source","gate_target","produce"
4414,74,"Forestry"
4414,84,"Forestry"
4655,66,"Sheepmeat"
4414,66,"Sheepmeat"
4664,66,"Sheepmeat"
4663,66,"Sheepmeat"
4414,75,"Forestry"
4414,80,"Forestry"
4414,77,"Forestry"
4414,69,"Forestry"
4655,79,"Sheepmeat"
4414,79,"Sheepmeat"
4664,79,"Sheepmeat"
4663,79,"Sheepmeat"
4655,65,"Sheepmeat"
4414,65,"Sheepmeat"
4664,65,"Sheepmeat"
4663,65,"Sheepmeat"
4663,82,"Beef"
4663,66,"Beef"
4663,65,"Beef"
