"gate_source","gate_target","produce"
12944,74,"Forestry"
12944,84,"Forestry"
12944,66,"Sheepmeat"
12936,66,"Sheepmeat"
12957,66,"Sheepmeat"
12944,75,"Forestry"
12944,80,"Forestry"
12944,77,"Forestry"
12944,69,"Forestry"
12944,79,"Sheepmeat"
12936,79,"Sheepmeat"
12957,79,"Sheepmeat"
12944,65,"Sheepmeat"
12936,65,"Sheepmeat"
12957,65,"Sheepmeat"
12944,82,"Beef"
12936,82,"Beef"
12957,82,"Beef"
12944,66,"Beef"
12936,66,"Beef"
12957,66,"Beef"
12944,65,"Beef"
12936,65,"Beef"
12957,65,"Beef"
