"gate_source","gate_target","produce"
2826,66,"Sheepmeat"
2828,66,"Sheepmeat"
2826,69,"Forestry"
2826,79,"Sheepmeat"
2828,79,"Sheepmeat"
2826,65,"Sheepmeat"
2828,65,"Sheepmeat"
2826,82,"Beef"
2828,82,"Beef"
2826,66,"Beef"
2828,66,"Beef"
2825,65,"Beef"
2826,65,"Beef"
2828,65,"Beef"
2826,82,"Sheepmeat"
2828,82,"Sheepmeat"
2826,66,"Sheepmeat"
2828,66,"Sheepmeat"
2825,65,"Sheepmeat"
2826,65,"Sheepmeat"
2828,65,"Sheepmeat"
