"edge_id","trip_group_id","produce","flow_value"
1034,17,"Fruit",276757
918,23,"Veges",1117692
1948,4,"Beef",52731
824,13,"Forestry",1675
2198,2,"Beef",18273
2828,9,"Sheepmeat",21433854
3023,21,"Fruit",203202
2164,15,"Forestry",1351
2765,4,"Beef",32635060
1041,12,"Forestry",438021
2774,6,"Beef",275924
3002,29,"Sheepmeat",248474468
1976,8,"Sheepmeat",958032
1816,29,"Sheepmeat",131100
1422,27,"Sheepmeat",233518
2958,14,"Forestry",69530
1989,12,"Forestry",74379
2403,3,"Beef",53196
1889,3,"Beef",247572
2314,29,"Sheepmeat",391425
77,1,"Dairy",9843461
997,25,"Veges",11354717
1941,4,"Beef",11096
2358,28,"Sheepmeat",1448
1757,13,"Forestry",1276
825,14,"Forestry",13860
2308,23,"Veges",129959
1905,27,"Sheepmeat",51147
2865,9,"Sheepmeat",84737483
2803,29,"Sheepmeat",47689796
2577,15,"Forestry",183887
2092,14,"Forestry",7986
2852,1,"Dairy",4810716
195,27,"Sheepmeat",1076
2649,23,"Veges",26257752
912,26,"Veges",7381
1120,8,"Sheepmeat",3572
2952,9,"Sheepmeat",686218
1581,7,"Beef",25193
1441,16,"Forestry",14916468
3060,5,"Beef",275924
2999,9,"Sheepmeat",194779
760,11,"Forestry",4683
2335,8,"Sheepmeat",256499
2647,14,"Forestry",5805
840,19,"Fruit",54969
1967,4,"Beef",1594373
1775,12,"Forestry",63231
1037,17,"Fruit",134678
980,1,"Dairy",845322
1010,29,"Sheepmeat",890081
1818,10,"Sheepmeat",157135
1544,29,"Sheepmeat",5743316
1118,11,"Forestry",65138
1933,8,"Sheepmeat",54847
2429,23,"Veges",369570
1208,19,"Fruit",694593
2412,27,"Sheepmeat",2750173
1205,28,"Sheepmeat",7297422
5,2,"Beef",5259654
1132,25,"Veges",1201
1578,5,"Beef",8405
1207,8,"Sheepmeat",5614299
1454,4,"Beef",12612
2904,29,"Sheepmeat",56917823
1438,8,"Sheepmeat",9638070
1880,28,"Sheepmeat",5149067
1093,29,"Sheepmeat",406809
484,29,"Sheepmeat",1168
1823,16,"Forestry",2020266
2106,28,"Sheepmeat",3285466
1969,28,"Sheepmeat",253320
2911,29,"Sheepmeat",1575
930,18,"Fruit",2120029
3164,5,"Beef",275924
