"edge_id","trip_group_id","produce","flow_value"
2,1,"Dairy",83784
2,2,"Beef",2392
2,3,"Beef",2392
2,4,"Beef",7170
2,5,"Beef",2392
2,6,"Beef",2392
2,7,"Beef",7170
2,8,"Sheepmeat",1851
2,9,"Sheepmeat",1720
2,10,"Sheepmeat",1720
2,11,"Forestry",369
2,12,"Forestry",369
2,13,"Forestry",36
2,14,"Forestry",36
2,15,"Forestry",744
2,16,"Forestry",7736
2,17,"Fruit",79101
2,18,"Fruit",79101
2,19,"Fruit",173809
2,20,"Fruit",10205
2,21,"Fruit",20404
2,22,"Fruit",5100
2,23,"Veges",94459
2,24,"Veges",91311
2,25,"Veges",91311
2,26,"Veges",37786
3,1,"Dairy",454582905
3,2,"Beef",12978858
3,3,"Beef",12978858
3,4,"Beef",38904290
3,5,"Beef",12978858
3,6,"Beef",12978858
3,7,"Beef",38904290
3,8,"Sheepmeat",10040858
3,9,"Sheepmeat",9330572
3,10,"Sheepmeat",9330572
3,11,"Forestry",2001714
3,12,"Forestry",2001714
3,13,"Forestry",193714
3,14,"Forestry",193714
3,15,"Forestry",4035715
3,16,"Forestry",41971433
3,17,"Fruit",429174045
3,18,"Fruit",429174045
3,19,"Fruit",943033527
3,20,"Fruit",53598445
3,21,"Fruit",107165637
3,22,"Fruit",27668860
3,23,"Veges",496105953
3,24,"Veges",495424337
3,25,"Veges",495424337
3,26,"Veges",205014307
5,1,"Dairy",501055494
5,2,"Beef",14305704
5,3,"Beef",14305704
5,4,"Beef",42881525
5,5,"Beef",14305704
5,6,"Beef",14305704
5,7,"Beef",42881525
5,8,"Sheepmeat",11067348
5,9,"Sheepmeat",10284449
5,10,"Sheepmeat",10284449
5,11,"Forestry",2206352
5,12,"Forestry",2206352
5,13,"Forestry",213518
5,14,"Forestry",213518
5,15,"Forestry",4448291
5,16,"Forestry",46262226
5,17,"Fruit",473049054
5,18,"Fruit",473049054
5,19,"Fruit",1039441046
5,20,"Fruit",59258991
5,21,"Fruit",118483428
5,22,"Fruit",30497483
5,23,"Veges",548499837
5,24,"Veges",546072198
5,25,"Veges",546072198
5,26,"Veges",225973181
6,1,"Dairy",26346226
6,2,"Beef",752215
6,3,"Beef",752215
6,4,"Beef",2254773
6,5,"Beef",752215
6,6,"Beef",752215
6,7,"Beef",2254773
6,8,"Sheepmeat",581937
6,9,"Sheepmeat",540771
6,10,"Sheepmeat",540771
6,11,"Forestry",116013
6,12,"Forestry",116013
6,13,"Forestry",11227
6,14,"Forestry",11227
6,15,"Forestry",233898
6,16,"Forestry",2432535
6,17,"Fruit",24873607
6,18,"Fruit",24873607
6,19,"Fruit",54655321
6,20,"Fruit",3209075
6,21,"Fruit",6416279
6,22,"Fruit",1603602
6,23,"Veges",29703125
6,24,"Veges",28713270
6,25,"Veges",28713270
6,26,"Veges",11881998
8,1,"Dairy",691424367
8,2,"Beef",443514
8,3,"Beef",443514
8,4,"Beef",1329440
8,5,"Beef",443514
8,6,"Beef",443514
8,7,"Beef",1329440
8,8,"Sheepmeat",485291
8,9,"Sheepmeat",318845
8,10,"Sheepmeat",318845
8,11,"Forestry",96746
8,12,"Forestry",96746
8,13,"Forestry",6620
8,14,"Forestry",333854
8,15,"Forestry",137909
8,16,"Forestry",62838671
8,17,"Fruit",729426420
8,18,"Fruit",729426420
8,19,"Fruit",1602784646
8,22,"Fruit",945502
8,24,"Veges",741738011
8,25,"Veges",842025759
8,26,"Veges",306942742
10,1,"Dairy",4101616
10,2,"Beef",117106
10,3,"Beef",117106
10,4,"Beef",351026
10,5,"Beef",117106
10,6,"Beef",117106
10,7,"Beef",351026
10,8,"Sheepmeat",90597
10,9,"Sheepmeat",84188
10,10,"Sheepmeat",84188
10,11,"Forestry",18061
10,12,"Forestry",18061
10,13,"Forestry",1748
10,14,"Forestry",1748
10,15,"Forestry",36413
10,16,"Forestry",378700
10,17,"Fruit",3872357
10,18,"Fruit",3872357
10,19,"Fruit",8508814
10,20,"Fruit",499593
10,21,"Fruit",998895
10,22,"Fruit",249651
10,23,"Veges",4624222
10,24,"Veges",4470120
10,25,"Veges",4470120
10,26,"Veges",1849805
12,1,"Dairy",64241486
12,2,"Beef",1834167
12,3,"Beef",1834167
12,4,"Beef",5497940
12,5,"Beef",1834167
12,6,"Beef",1834167
12,7,"Beef",5497940
12,8,"Sheepmeat",1418970
12,9,"Sheepmeat",1318593
12,10,"Sheepmeat",1318593
12,11,"Forestry",282882
12,12,"Forestry",282882
12,13,"Forestry",27376
12,14,"Forestry",27376
12,15,"Forestry",570326
12,16,"Forestry",5931387
12,17,"Fruit",60650716
12,18,"Fruit",60650716
12,19,"Fruit",133269146
12,20,"Fruit",7824869
12,21,"Fruit",15645174
12,22,"Fruit",3910153
12,23,"Veges",72426801
12,24,"Veges",70013182
12,25,"Veges",70013182
12,26,"Veges",28972545
14,1,"Dairy",3660861
14,2,"Beef",104522
14,3,"Beef",104522
14,4,"Beef",313305
14,5,"Beef",104522
14,6,"Beef",104522
14,7,"Beef",313305
14,8,"Sheepmeat",80861
14,9,"Sheepmeat",75141
14,10,"Sheepmeat",75141
14,11,"Forestry",16120
14,12,"Forestry",16120
14,13,"Forestry",1560
14,14,"Forestry",1560
14,15,"Forestry",32501
14,16,"Forestry",338006
14,17,"Fruit",3456238
14,18,"Fruit",3456238
14,19,"Fruit",7594466
14,20,"Fruit",445907
14,21,"Fruit",891555
14,22,"Fruit",222824
14,23,"Veges",4127309
14,24,"Veges",3989766
14,25,"Veges",3989766
14,26,"Veges",1651027
19,1,"Dairy",52016
19,2,"Beef",1485
19,3,"Beef",1485
19,4,"Beef",4452
19,5,"Beef",1485
19,6,"Beef",1485
19,7,"Beef",4452
19,8,"Sheepmeat",1149
19,9,"Sheepmeat",1068
19,10,"Sheepmeat",1068
19,11,"Forestry",229
19,12,"Forestry",229
19,13,"Forestry",22
19,14,"Forestry",22
19,15,"Forestry",462
19,16,"Forestry",4803
19,17,"Fruit",49108
19,18,"Fruit",49108
19,19,"Fruit",107907
19,20,"Fruit",6336
19,21,"Fruit",12668
19,22,"Fruit",3166
19,23,"Veges",58643
19,24,"Veges",56689
19,25,"Veges",56689
19,26,"Veges",23459
20,1,"Dairy",771074
20,2,"Beef",22015
20,3,"Beef",22015
20,4,"Beef",65990
20,5,"Beef",22015
20,6,"Beef",22015
20,7,"Beef",65990
20,8,"Sheepmeat",17032
20,9,"Sheepmeat",15827
20,10,"Sheepmeat",15827
20,11,"Forestry",3395
20,12,"Forestry",3395
20,13,"Forestry",329
20,14,"Forestry",329
20,15,"Forestry",6845
20,16,"Forestry",71193
20,17,"Fruit",727975
20,18,"Fruit",727975
20,19,"Fruit",1599596
20,20,"Fruit",93920
20,21,"Fruit",187785
20,22,"Fruit",46933
20,23,"Veges",869321
20,24,"Veges",840351
20,25,"Veges",840351
20,26,"Veges",347750
21,1,"Dairy",113271
21,2,"Beef",3234
21,3,"Beef",3234
21,4,"Beef",9694
21,5,"Beef",3234
21,6,"Beef",3234
21,7,"Beef",9694
21,8,"Sheepmeat",2502
21,9,"Sheepmeat",2325
21,10,"Sheepmeat",2325
21,11,"Forestry",499
21,12,"Forestry",499
21,13,"Forestry",48
21,14,"Forestry",48
21,15,"Forestry",1006
21,16,"Forestry",10458
21,17,"Fruit",106940
21,18,"Fruit",106940
21,19,"Fruit",234982
21,20,"Fruit",13797
21,21,"Fruit",27586
21,22,"Fruit",6894
21,23,"Veges",127704
21,24,"Veges",123448
21,25,"Veges",123448
21,26,"Veges",51085
25,1,"Dairy",19012754
25,2,"Beef",542836
25,3,"Beef",542836
25,4,"Beef",1627157
25,5,"Beef",542836
25,6,"Beef",542836
25,7,"Beef",1627157
25,8,"Sheepmeat",419955
25,9,"Sheepmeat",390248
25,10,"Sheepmeat",390248
25,11,"Forestry",83721
25,12,"Forestry",83721
25,13,"Forestry",8102
25,14,"Forestry",8102
25,15,"Forestry",168792
25,16,"Forestry",1755439
25,17,"Fruit",17950038
25,18,"Fruit",17950038
25,19,"Fruit",39442011
25,20,"Fruit",2315829
25,21,"Fruit",4630308
25,22,"Fruit",1157239
25,23,"Veges",21435259
25,24,"Veges",20720931
25,25,"Veges",20720931
25,26,"Veges",8574644
26,1,"Dairy",9658180
26,2,"Beef",275752
26,3,"Beef",275752
26,4,"Beef",826570
26,5,"Beef",275752
26,6,"Beef",275752
26,7,"Beef",826570
26,8,"Sheepmeat",213331
26,9,"Sheepmeat",198240
26,10,"Sheepmeat",198240
26,11,"Forestry",42529
26,12,"Forestry",42529
26,13,"Forestry",4116
26,14,"Forestry",4116
26,15,"Forestry",85744
26,16,"Forestry",891735
26,17,"Fruit",9118337
26,18,"Fruit",9118337
26,19,"Fruit",20035922
26,20,"Fruit",1176405
26,21,"Fruit",2352124
26,22,"Fruit",587859
26,23,"Veges",10888775
26,24,"Veges",10525907
26,25,"Veges",10525907
26,26,"Veges",4355784
27,1,"Dairy",166472775
27,2,"Beef",4752987
27,3,"Beef",4752987
27,4,"Beef",14247137
27,5,"Beef",4752987
27,6,"Beef",4752987
27,7,"Beef",14247137
27,8,"Sheepmeat",3677062
27,9,"Sheepmeat",3416948
27,10,"Sheepmeat",3416948
27,11,"Forestry",733048
27,12,"Forestry",733048
27,13,"Forestry",70940
27,14,"Forestry",70940
27,15,"Forestry",1477919
27,16,"Forestry",15370356
27,17,"Fruit",157167798
27,18,"Fruit",157167798
27,19,"Fruit",345348245
27,20,"Fruit",20277046
27,21,"Fruit",40542269
27,22,"Fruit",10132611
27,23,"Veges",187683866
27,24,"Veges",181429313
27,25,"Veges",181429313
27,26,"Veges",75078276
30,1,"Dairy",113150
30,2,"Beef",3231
30,3,"Beef",3231
30,4,"Beef",9684
30,5,"Beef",3231
30,6,"Beef",3231
30,7,"Beef",9684
30,8,"Sheepmeat",2499
30,9,"Sheepmeat",2322
30,10,"Sheepmeat",2322
30,11,"Forestry",498
30,12,"Forestry",498
30,13,"Forestry",48
30,14,"Forestry",48
30,15,"Forestry",1005
30,16,"Forestry",10447
30,17,"Fruit",106825
30,18,"Fruit",106825
30,19,"Fruit",234730
30,20,"Fruit",13782
30,21,"Fruit",27556
30,22,"Fruit",6887
30,23,"Veges",127567
30,24,"Veges",123316
30,25,"Veges",123316
30,26,"Veges",51030
31,1,"Dairy",113150
31,2,"Beef",3231
31,3,"Beef",3231
31,4,"Beef",9684
31,5,"Beef",3231
31,6,"Beef",3231
31,7,"Beef",9684
31,8,"Sheepmeat",2499
31,9,"Sheepmeat",2322
31,10,"Sheepmeat",2322
31,11,"Forestry",498
31,12,"Forestry",498
31,13,"Forestry",48
31,14,"Forestry",48
31,15,"Forestry",1005
31,16,"Forestry",10447
31,17,"Fruit",106825
31,18,"Fruit",106825
31,19,"Fruit",234730
31,20,"Fruit",13782
31,21,"Fruit",27556
31,22,"Fruit",6887
31,23,"Veges",127567
31,24,"Veges",123316
31,25,"Veges",123316
31,26,"Veges",51030
33,1,"Dairy",62750
33,2,"Beef",1792
33,3,"Beef",1792
33,4,"Beef",5370
33,5,"Beef",1792
33,6,"Beef",1792
33,7,"Beef",5370
33,8,"Sheepmeat",1386
33,9,"Sheepmeat",1288
33,10,"Sheepmeat",1288
33,11,"Forestry",276
33,12,"Forestry",276
33,13,"Forestry",27
33,14,"Forestry",27
33,15,"Forestry",557
33,16,"Forestry",5794
33,17,"Fruit",59243
33,18,"Fruit",59243
33,19,"Fruit",130176
33,20,"Fruit",7643
33,21,"Fruit",15282
33,22,"Fruit",3819
33,23,"Veges",70746
33,24,"Veges",68388
33,25,"Veges",68388
33,26,"Veges",28300
34,1,"Dairy",62750
34,2,"Beef",1792
34,3,"Beef",1792
34,4,"Beef",5370
34,5,"Beef",1792
34,6,"Beef",1792
34,7,"Beef",5370
34,8,"Sheepmeat",1386
34,9,"Sheepmeat",1288
34,10,"Sheepmeat",1288
34,11,"Forestry",276
34,12,"Forestry",276
34,13,"Forestry",27
34,14,"Forestry",27
34,15,"Forestry",557
34,16,"Forestry",5794
34,17,"Fruit",59243
34,18,"Fruit",59243
34,19,"Fruit",130176
34,20,"Fruit",7643
34,21,"Fruit",15282
34,22,"Fruit",3819
34,23,"Veges",70746
34,24,"Veges",68388
34,25,"Veges",68388
34,26,"Veges",28300
38,1,"Dairy",586887
38,2,"Beef",16756
38,3,"Beef",16756
38,4,"Beef",50227
38,5,"Beef",16756
38,6,"Beef",16756
38,7,"Beef",50227
38,8,"Sheepmeat",12963
38,9,"Sheepmeat",12046
38,10,"Sheepmeat",12046
38,11,"Forestry",2584
38,12,"Forestry",2584
38,13,"Forestry",250
38,14,"Forestry",250
38,15,"Forestry",5210
38,16,"Forestry",54187
38,17,"Fruit",554083
38,18,"Fruit",554083
38,19,"Fruit",1217498
38,20,"Fruit",71485
38,21,"Fruit",142929
38,22,"Fruit",35722
38,23,"Veges",661665
38,24,"Veges",639615
38,25,"Veges",639615
38,26,"Veges",264682
47,1,"Dairy",3132477043
47,13,"Forestry",6246
47,14,"Forestry",1294874
48,1,"Dairy",3132477043
48,13,"Forestry",6246
48,14,"Forestry",1294874
49,1,"Dairy",3132477043
49,13,"Forestry",6246
49,14,"Forestry",1294874
50,1,"Dairy",3130656970
50,13,"Forestry",6246
50,14,"Forestry",1294874
51,1,"Dairy",1820073
52,1,"Dairy",366048322
52,2,"Beef",10451096
52,3,"Beef",10451096
52,4,"Beef",31327289
52,5,"Beef",10451096
52,6,"Beef",10451096
52,7,"Beef",31327289
52,8,"Sheepmeat",8085300
52,9,"Sheepmeat",7513350
52,10,"Sheepmeat",7513350
52,11,"Forestry",1611861
52,12,"Forestry",1611861
52,13,"Forestry",155987
52,14,"Forestry",155987
52,15,"Forestry",3249719
52,16,"Forestry",33797075
52,17,"Fruit",345588093
52,18,"Fruit",345588093
52,19,"Fruit",759368285
52,20,"Fruit",42814580
52,21,"Fruit",85604196
52,22,"Fruit",22280072
52,23,"Veges",396290758
52,24,"Veges",398935476
52,25,"Veges",398935476
52,26,"Veges",165085714
59,1,"Dairy",144301
59,2,"Beef",4120
59,3,"Beef",4120
59,4,"Beef",12350
59,5,"Beef",4120
59,6,"Beef",4120
59,7,"Beef",12350
59,8,"Sheepmeat",3187
59,9,"Sheepmeat",2962
59,10,"Sheepmeat",2962
59,11,"Forestry",635
59,12,"Forestry",635
59,13,"Forestry",61
59,14,"Forestry",61
59,15,"Forestry",1281
59,16,"Forestry",13323
59,17,"Fruit",136235
59,18,"Fruit",136235
59,19,"Fruit",299352
59,20,"Fruit",17576
59,21,"Fruit",35143
59,22,"Fruit",8783
59,23,"Veges",162687
59,24,"Veges",157265
59,25,"Veges",157265
59,26,"Veges",65079
60,1,"Dairy",144301
60,2,"Beef",4120
60,3,"Beef",4120
60,4,"Beef",12350
60,5,"Beef",4120
60,6,"Beef",4120
60,7,"Beef",12350
60,8,"Sheepmeat",3187
60,9,"Sheepmeat",2962
60,10,"Sheepmeat",2962
60,11,"Forestry",635
60,12,"Forestry",635
60,13,"Forestry",61
60,14,"Forestry",61
60,15,"Forestry",1281
60,16,"Forestry",13323
60,17,"Fruit",136235
60,18,"Fruit",136235
60,19,"Fruit",299352
60,20,"Fruit",17576
60,21,"Fruit",35143
60,22,"Fruit",8783
60,23,"Veges",162687
60,24,"Veges",157265
60,25,"Veges",157265
60,26,"Veges",65079
61,1,"Dairy",143447
61,2,"Beef",4096
61,3,"Beef",4096
61,4,"Beef",12277
61,5,"Beef",4096
61,6,"Beef",4096
61,7,"Beef",12277
61,8,"Sheepmeat",3168
61,9,"Sheepmeat",2944
61,10,"Sheepmeat",2944
61,11,"Forestry",632
61,12,"Forestry",632
61,13,"Forestry",61
61,14,"Forestry",61
61,15,"Forestry",1273
61,16,"Forestry",13244
61,17,"Fruit",135429
61,18,"Fruit",135429
61,19,"Fruit",297580
61,20,"Fruit",17472
61,21,"Fruit",34935
61,22,"Fruit",8731
61,23,"Veges",161724
61,24,"Veges",156334
61,25,"Veges",156334
61,26,"Veges",64694
62,1,"Dairy",852
62,2,"Beef",24
62,3,"Beef",24
62,4,"Beef",73
62,5,"Beef",24
62,6,"Beef",24
62,7,"Beef",73
62,8,"Sheepmeat",19
62,9,"Sheepmeat",17
62,10,"Sheepmeat",17
62,11,"Forestry",4
62,12,"Forestry",4
62,13,"Forestry",0
62,14,"Forestry",0
62,15,"Forestry",8
62,16,"Forestry",79
62,17,"Fruit",805
62,18,"Fruit",805
62,19,"Fruit",1768
62,20,"Fruit",104
62,21,"Fruit",208
62,22,"Fruit",52
62,23,"Veges",961
62,24,"Veges",929
62,25,"Veges",929
62,26,"Veges",384
63,1,"Dairy",124972580
63,2,"Beef",3568109
63,3,"Beef",3568109
63,4,"Beef",10695452
63,5,"Beef",3568109
63,6,"Beef",3568109
63,7,"Beef",10695452
63,8,"Sheepmeat",2760403
63,9,"Sheepmeat",2565133
63,10,"Sheepmeat",2565133
63,11,"Forestry",550305
63,12,"Forestry",550305
63,13,"Forestry",53255
63,14,"Forestry",53255
63,15,"Forestry",1109487
63,16,"Forestry",11538662
63,17,"Fruit",117987252
63,18,"Fruit",117987252
63,19,"Fruit",259255973
63,20,"Fruit",15222157
63,21,"Fruit",30435439
63,22,"Fruit",7606641
63,23,"Veges",140895933
63,24,"Veges",136200586
63,25,"Veges",136200586
63,26,"Veges",56361924
64,1,"Dairy",601540874
64,2,"Beef",17174676
64,3,"Beef",17174676
64,4,"Beef",51481303
64,5,"Beef",17174676
64,6,"Beef",17174676
64,7,"Beef",51481303
64,8,"Sheepmeat",13286876
64,9,"Sheepmeat",12346968
64,10,"Sheepmeat",12346968
64,11,"Forestry",2648831
64,12,"Forestry",2648831
64,13,"Forestry",256338
64,14,"Forestry",256338
64,15,"Forestry",5340384
64,16,"Forestry",55539995
64,17,"Fruit",567917815
64,18,"Fruit",567917815
64,19,"Fruit",1247898251
64,20,"Fruit",71498510
64,21,"Fruit",142955329
64,22,"Fruit",36613674
64,23,"Veges",661788539
64,24,"Veges",655585562
64,25,"Veges",655585562
64,26,"Veges",271291516
65,1,"Dairy",620926199
65,2,"Beef",17728149
65,3,"Beef",17728149
65,4,"Beef",53140346
65,5,"Beef",17728149
65,6,"Beef",17728149
65,7,"Beef",53140346
65,8,"Sheepmeat",13715060
65,9,"Sheepmeat",12744863
65,10,"Sheepmeat",12744863
65,11,"Forestry",2734192
65,12,"Forestry",2734192
65,13,"Forestry",264599
65,14,"Forestry",264599
65,15,"Forestry",5512484
65,16,"Forestry",57329834
65,17,"Fruit",586219600
65,18,"Fruit",586219600
65,19,"Fruit",1288113164
65,20,"Fruit",73859720
65,21,"Fruit",147676372
65,22,"Fruit",37793590
65,23,"Veges",683643841
65,24,"Veges",676712537
65,25,"Veges",676712537
65,26,"Veges",280034188
66,1,"Dairy",628208276
66,2,"Beef",17936060
66,3,"Beef",17936060
66,4,"Beef",53763563
66,5,"Beef",17936060
66,6,"Beef",17936060
66,7,"Beef",53763563
66,8,"Sheepmeat",13875907
66,9,"Sheepmeat",12894332
66,10,"Sheepmeat",12894332
66,11,"Forestry",2766258
66,12,"Forestry",2766258
66,13,"Forestry",267702
66,14,"Forestry",267702
66,15,"Forestry",5577133
66,16,"Forestry",58002185
66,17,"Fruit",593094646
66,18,"Fruit",593094646
66,19,"Fruit",1303219853
66,20,"Fruit",74746705
66,21,"Fruit",149449827
66,22,"Fruit",38236825
66,23,"Veges",691853762
66,24,"Veges",684648863
66,25,"Veges",684648863
66,26,"Veges",283318363
71,1,"Dairy",646796059
71,2,"Beef",18466762
71,3,"Beef",18466762
71,4,"Beef",55354350
71,5,"Beef",18466762
71,6,"Beef",18466762
71,7,"Beef",55354350
71,8,"Sheepmeat",14286475
71,9,"Sheepmeat",13275857
71,10,"Sheepmeat",13275857
71,11,"Forestry",2848108
71,12,"Forestry",2848108
71,13,"Forestry",275623
71,14,"Forestry",275623
71,15,"Forestry",5742153
71,16,"Forestry",59718386
71,17,"Fruit",610643467
71,18,"Fruit",610643467
71,19,"Fruit",1341780262
71,20,"Fruit",77010771
71,21,"Fruit",153976638
71,22,"Fruit",39368198
71,23,"Veges",712809904
71,24,"Veges",704906643
71,25,"Veges",704906643
71,26,"Veges",291701348
72,1,"Dairy",652041678
72,2,"Beef",18616531
72,3,"Beef",18616531
72,4,"Beef",55803283
72,5,"Beef",18616531
72,6,"Beef",18616531
72,7,"Beef",55803283
72,8,"Sheepmeat",14402341
72,9,"Sheepmeat",13383526
72,10,"Sheepmeat",13383526
72,11,"Forestry",2871206
72,12,"Forestry",2871206
72,13,"Forestry",277859
72,14,"Forestry",277859
72,15,"Forestry",5788722
72,16,"Forestry",60202712
72,17,"Fruit",615595883
72,18,"Fruit",615595883
72,19,"Fruit",1352662314
72,20,"Fruit",77649709
72,21,"Fruit",155254140
72,22,"Fruit",39687480
72,23,"Veges",718723892
72,24,"Veges",710623548
72,25,"Veges",710623548
72,26,"Veges",294067092
73,1,"Dairy",653405826
73,2,"Beef",18655479
73,3,"Beef",18655479
73,4,"Beef",55920030
73,5,"Beef",18655479
73,6,"Beef",18655479
73,7,"Beef",55920030
73,8,"Sheepmeat",14432472
73,9,"Sheepmeat",13411526
73,10,"Sheepmeat",13411526
73,11,"Forestry",2877213
73,12,"Forestry",2877213
73,13,"Forestry",278440
73,14,"Forestry",278440
73,15,"Forestry",5800833
73,16,"Forestry",60328663
73,17,"Fruit",616883782
73,18,"Fruit",616883782
73,19,"Fruit",1355492243
73,20,"Fruit",77815867
73,21,"Fruit",155586361
73,22,"Fruit",39770511
73,23,"Veges",720261853
73,24,"Veges",712110256
73,25,"Veges",712110256
73,26,"Veges",294682315
74,1,"Dairy",654953715
74,2,"Beef",18699673
74,3,"Beef",18699673
74,4,"Beef",56052502
74,5,"Beef",18699673
74,6,"Beef",18699673
74,7,"Beef",56052502
74,8,"Sheepmeat",14466662
74,9,"Sheepmeat",13443297
74,10,"Sheepmeat",13443297
74,11,"Forestry",2884029
74,12,"Forestry",2884029
74,13,"Forestry",279100
74,14,"Forestry",279100
74,15,"Forestry",5814575
74,16,"Forestry",60471579
74,17,"Fruit",618345152
74,18,"Fruit",618345152
74,19,"Fruit",1358703343
74,20,"Fruit",78004406
74,21,"Fruit",155963329
74,22,"Fruit",39864725
74,23,"Veges",722006965
74,24,"Veges",713797213
74,25,"Veges",713797213
74,26,"Veges",295380404
75,1,"Dairy",656169169
75,2,"Beef",18734375
75,3,"Beef",18734375
75,4,"Beef",56156523
75,5,"Beef",18734375
75,6,"Beef",18734375
75,7,"Beef",56156523
75,8,"Sheepmeat",14493509
75,9,"Sheepmeat",13468245
75,10,"Sheepmeat",13468245
75,11,"Forestry",2889381
75,12,"Forestry",2889381
75,13,"Forestry",279618
75,14,"Forestry",279618
75,15,"Forestry",5825365
75,16,"Forestry",60583801
75,17,"Fruit",619492668
75,18,"Fruit",619492668
75,19,"Fruit",1361224805
75,20,"Fruit",78152453
75,21,"Fruit",156259337
75,22,"Fruit",39938706
75,23,"Veges",723377286
75,24,"Veges",715121867
75,25,"Veges",715121867
75,26,"Veges",295928567
77,1,"Dairy",8843789570
77,2,"Beef",2234945
77,3,"Beef",2234945
77,4,"Beef",6699274
77,5,"Beef",2234945
77,6,"Beef",2234945
77,7,"Beef",6699274
77,8,"Sheepmeat",1729024
77,9,"Sheepmeat",1606714
77,10,"Sheepmeat",1606714
77,11,"Forestry",344693
77,12,"Forestry",344693
77,13,"Forestry",33357
77,14,"Forestry",33357
77,15,"Forestry",694945
77,16,"Forestry",7227433
77,17,"Fruit",73903278
77,18,"Fruit",73903278
77,19,"Fruit",162389291
77,20,"Fruit",9534651
77,21,"Fruit",19063743
77,22,"Fruit",4764546
77,23,"Veges",88252512
77,24,"Veges",85311502
77,25,"Veges",85311502
77,26,"Veges",35303228
79,1,"Dairy",134059
79,2,"Beef",3828
79,3,"Beef",3828
79,4,"Beef",11473
79,5,"Beef",3828
79,6,"Beef",3828
79,7,"Beef",11473
79,8,"Sheepmeat",2961
79,9,"Sheepmeat",2752
79,10,"Sheepmeat",2752
79,11,"Forestry",590
79,12,"Forestry",590
79,13,"Forestry",57
79,14,"Forestry",57
79,15,"Forestry",1190
79,16,"Forestry",12378
79,17,"Fruit",126566
79,18,"Fruit",126566
79,19,"Fruit",278105
79,20,"Fruit",16329
79,21,"Fruit",32648
79,22,"Fruit",8160
79,23,"Veges",151140
79,24,"Veges",146103
79,25,"Veges",146103
79,26,"Veges",60460
81,1,"Dairy",2049566
81,2,"Beef",58517
81,3,"Beef",58517
81,4,"Beef",175407
81,5,"Beef",58517
81,6,"Beef",58517
81,7,"Beef",175407
81,8,"Sheepmeat",45271
81,9,"Sheepmeat",42068
81,10,"Sheepmeat",42068
81,11,"Forestry",9025
81,12,"Forestry",9025
81,13,"Forestry",873
81,14,"Forestry",873
81,15,"Forestry",18196
81,16,"Forestry",189235
81,17,"Fruit",1935005
81,18,"Fruit",1935005
81,19,"Fruit",4251830
81,20,"Fruit",249645
81,21,"Fruit",499145
81,22,"Fruit",124750
81,23,"Veges",2310711
81,24,"Veges",2233706
81,25,"Veges",2233706
81,26,"Veges",924342
83,1,"Dairy",2049566
83,2,"Beef",58517
83,3,"Beef",58517
83,4,"Beef",175407
83,5,"Beef",58517
83,6,"Beef",58517
83,7,"Beef",175407
83,8,"Sheepmeat",45271
83,9,"Sheepmeat",42068
83,10,"Sheepmeat",42068
83,11,"Forestry",9025
83,12,"Forestry",9025
83,13,"Forestry",873
83,14,"Forestry",873
83,15,"Forestry",18196
83,16,"Forestry",189235
83,17,"Fruit",1935005
83,18,"Fruit",1935005
83,19,"Fruit",4251830
83,20,"Fruit",249645
83,21,"Fruit",499145
83,22,"Fruit",124750
83,23,"Veges",2310711
83,24,"Veges",2233706
83,25,"Veges",2233706
83,26,"Veges",924342
86,2,"Beef",343238
86,3,"Beef",343238
86,4,"Beef",1028860
86,5,"Beef",343238
86,6,"Beef",343238
86,7,"Beef",1028860
86,8,"Sheepmeat",265540
86,9,"Sheepmeat",246756
86,10,"Sheepmeat",246756
86,11,"Forestry",52937
86,12,"Forestry",52937
86,15,"Forestry",106728
86,16,"Forestry",1109973
86,17,"Fruit",11349904
86,18,"Fruit",11349904
86,19,"Fruit",24939393
86,20,"Fruit",1464311
86,21,"Fruit",2927768
86,22,"Fruit",731729
86,23,"Veges",13553628
86,24,"Veges",13101955
86,25,"Veges",13101955
86,26,"Veges",5421793
87,1,"Dairy",14497297
87,2,"Beef",343238
87,3,"Beef",343238
87,4,"Beef",1028860
87,5,"Beef",343238
87,6,"Beef",343238
87,7,"Beef",1028860
87,8,"Sheepmeat",265540
87,9,"Sheepmeat",246756
87,10,"Sheepmeat",246756
87,11,"Forestry",52937
87,12,"Forestry",52937
87,13,"Forestry",6178
87,14,"Forestry",6178
87,15,"Forestry",106728
87,16,"Forestry",1109973
87,17,"Fruit",11349904
87,18,"Fruit",11349904
87,19,"Fruit",24939393
87,20,"Fruit",1464311
87,21,"Fruit",2927768
87,22,"Fruit",731729
87,23,"Veges",13553628
87,24,"Veges",13101955
87,25,"Veges",13101955
87,26,"Veges",5421793
95,1,"Dairy",733522
95,2,"Beef",20943
95,3,"Beef",20943
95,4,"Beef",62777
95,5,"Beef",20943
95,6,"Beef",20943
95,7,"Beef",62777
95,8,"Sheepmeat",16202
95,9,"Sheepmeat",15056
95,10,"Sheepmeat",15056
95,11,"Forestry",3230
95,12,"Forestry",3230
95,13,"Forestry",313
95,14,"Forestry",313
95,15,"Forestry",6512
95,16,"Forestry",67726
95,17,"Fruit",692522
95,18,"Fruit",692522
95,19,"Fruit",1521693
95,20,"Fruit",89346
95,21,"Fruit",178640
95,22,"Fruit",44647
95,23,"Veges",826984
95,24,"Veges",799424
95,25,"Veges",799424
95,26,"Veges",330814
