"shape_id","x","y"
3300,173.76559,-41.11476
3301,173.75302,-41.05851
3302,173.75325,-41.05836
3303,173.75343,-41.05818
3304,173.7536,-41.058
3305,173.7537,-41.05779
3306,173.7538,-41.05757
3307,173.75397,-41.05739
3308,173.75425,-41.05733
3309,173.75453,-41.05727
3310,173.75479,-41.05716
3311,173.75503,-41.05703
3312,173.75529,-41.05692
3313,173.75556,-41.05683
3314,173.75584,-41.05675
3315,173.75612,-41.05667
3316,173.75641,-41.05662
3317,173.75668,-41.05652
3318,173.75692,-41.0564
3319,173.75716,-41.05626
3320,173.7574,-41.05613
3321,173.75766,-41.05602
3322,173.75792,-41.05592
3323,173.75821,-41.05585
3324,173.7585,-41.05581
3325,173.75877,-41.05572
3326,173.75903,-41.05561
3327,173.75931,-41.05554
3328,173.7596,-41.0555
3329,173.75988,-41.05542
3330,173.75995,-41.05521
3331,173.76008,-41.05502
3332,173.76037,-41.05501
3333,173.76066,-41.05499
3334,173.76092,-41.05487
3335,173.76112,-41.0547
3336,173.76133,-41.05459
3337,173.76131,-41.05481
3338,173.76122,-41.05502
3339,173.76134,-41.0552
3340,173.76161,-41.05516
3341,173.76187,-41.05505
3342,173.76213,-41.05494
3343,173.76237,-41.0548
3344,173.76264,-41.05478
3345,173.76292,-41.05486
3346,173.76319,-41.05478
3347,173.76344,-41.05466
3348,173.76373,-41.05467
3349,173.76396,-41.05454
3350,173.76411,-41.05435
3351,173.76437,-41.05425
3352,173.76465,-41.05416
3353,173.76492,-41.05407
3354,173.76519,-41.05398
3355,173.76545,-41.05388
3356,173.7657,-41.05375
3357,173.76598,-41.05367
3358,173.76626,-41.0536
3359,173.76653,-41.0535
3360,173.76669,-41.05332
3361,173.76682,-41.05313
3362,173.76711,-41.0531
3363,173.7674,-41.05314
3364,173.76769,-41.05319
3365,173.76797,-41.05326
3366,173.76815,-41.05344
3367,173.76822,-41.05365
3368,173.76823,-41.05387
3369,173.76806,-41.05406
3370,173.76806,-41.05427
3371,173.76824,-41.05445
3372,173.76846,-41.0546
3373,173.76865,-41.05477
3374,173.76888,-41.05491
3375,173.76908,-41.05507
3376,173.76923,-41.05527
3377,173.76935,-41.05547
3378,173.76945,-41.05569
3379,173.76954,-41.0559
3380,173.76956,-41.05612
3381,173.76963,-41.05634
3382,173.76983,-41.0565
3383,173.7701,-41.05651
3384,173.77034,-41.05637
3385,173.77058,-41.05624
3386,173.77084,-41.05614
3387,173.77111,-41.05605
3388,173.77139,-41.05596
3389,173.77167,-41.05588
3390,173.77195,-41.05581
3391,173.7722,-41.05569
3392,173.77245,-41.05557
3393,173.77271,-41.05546
3394,173.773,-41.05546
3395,173.77325,-41.05557
3396,173.9681,-41.15107
3397,173.96838,-41.15099
3398,173.96863,-41.15109
3399,173.96891,-41.15111
3400,173.96919,-41.15103
3401,173.96917,-41.15082
3402,173.96912,-41.1506
3403,173.96908,-41.15038
3404,173.9691,-41.15015
3405,173.96899,-41.14995
3406,173.96884,-41.14976
3407,173.96879,-41.14954
3408,173.9688,-41.14931
3409,173.96889,-41.1491
3410,173.96903,-41.1489
3411,173.96923,-41.14874
3412,173.96947,-41.1486
3413,173.96955,-41.14839
3414,173.96954,-41.14817
3415,173.96952,-41.14794
3416,173.96958,-41.14772
3417,173.96961,-41.1475
3418,173.96963,-41.14727
3419,173.96956,-41.14706
3420,173.96948,-41.14684
3421,173.9694,-41.14662
3422,173.96919,-41.14648
3423,173.96891,-41.14641
3424,173.96864,-41.14632
3425,173.9684,-41.14619
3426,173.96815,-41.14607
3427,173.96794,-41.14591
3428,173.96777,-41.14572
3429,173.96764,-41.14552
3430,173.96757,-41.14531
3431,173.96758,-41.14508
3432,173.96753,-41.14486
3433,173.96767,-41.14467
3434,173.96782,-41.14447
3435,173.96787,-41.14426
3436,173.96768,-41.14413
3437,173.9674,-41.14415
3438,173.96716,-41.14402
3439,173.96688,-41.14397
3440,173.96678,-41.14378
3441,173.96677,-41.14356
3442,173.96665,-41.14335
3443,173.96654,-41.14314
3444,173.96659,-41.14292
3445,173.96665,-41.14271
3446,173.96651,-41.14251
3447,173.96643,-41.1423
3448,173.96641,-41.14208
3449,173.96641,-41.14185
3450,173.96655,-41.14166
3451,173.9666,-41.14144
3452,173.96652,-41.14123
3453,173.96655,-41.141
3454,173.96649,-41.14079
3455,173.9663,-41.14062
3456,173.96608,-41.14048
3457,173.96608,-41.14026
3458,173.96606,-41.14004
3459,173.96628,-41.13993
3460,173.96657,-41.13992
3461,173.96684,-41.13987
3462,173.96701,-41.13968
3463,173.96726,-41.13958
3464,173.96745,-41.13969
3465,173.96741,-41.13991
3466,173.96756,-41.14008
3467,173.96785,-41.14011
3468,173.96812,-41.1402
3469,173.96828,-41.14039
3470,173.9684,-41.14059
3471,173.9686,-41.14076
3472,173.96887,-41.14082
3473,173.96914,-41.14072
3474,173.96941,-41.14063
3475,173.9696,-41.14046
3476,173.96978,-41.14028
3477,173.96989,-41.14008
3478,173.97008,-41.13991
3479,173.97017,-41.13971
3480,173.97017,-41.13948
3481,173.97023,-41.13927
3482,173.97049,-41.13918
3483,173.97079,-41.13916
3484,173.97104,-41.13905
3485,173.97132,-41.13898
3486,173.97143,-41.13879
3487,173.97149,-41.13857
3488,173.97146,-41.13835
3489,173.9714,-41.13813
3490,173.97133,-41.13791
3491,173.97149,-41.13774
3492,173.97178,-41.13775
3493,173.97206,-41.13781
3494,173.97228,-41.13768
3495,173.97242,-41.13748
3496,173.97265,-41.13735
3497,173.97294,-41.13729
3498,173.97323,-41.13727
3499,173.97353,-41.13725
3500,173.97381,-41.13721
3501,173.97392,-41.137
3502,173.97402,-41.13679
3503,173.97414,-41.13659
3504,173.97435,-41.13645
3505,173.97459,-41.13634
3506,173.97477,-41.13619
3507,173.97506,-41.13615
3508,173.97518,-41.13595
3509,173.97534,-41.13577
3510,173.97554,-41.13559
3511,173.97573,-41.13542
3512,173.97589,-41.13524
3513,173.97584,-41.13503
3514,173.97563,-41.13487
3515,173.97561,-41.13466
3516,173.97579,-41.13448
3517,173.97584,-41.13426
3518,173.97582,-41.13403
3519,173.97582,-41.13381
3520,173.97575,-41.1336
3521,173.97578,-41.13338
3522,173.97573,-41.13316
3523,173.9759,-41.13298
3524,173.97615,-41.13305
3525,173.97636,-41.13321
3526,173.97652,-41.13339
3527,173.97679,-41.13346
3528,173.97708,-41.1335
3529,173.97729,-41.13366
3530,173.97755,-41.13376
3531,173.97784,-41.13375
3532,173.97804,-41.13359
3533,173.97829,-41.13347
3534,173.97857,-41.13339
3535,173.97885,-41.13333
3536,173.97914,-41.13335
3537,173.97933,-41.13318
3538,173.97957,-41.13319
3539,173.97973,-41.13339
3540,173.97989,-41.13357
3541,173.98005,-41.13376
3542,173.98028,-41.1339
3543,173.98057,-41.13389
3544,173.98086,-41.13391
3545,173.98109,-41.13405
3546,173.98129,-41.13421
3547,173.98156,-41.13427
3548,173.98185,-41.13429
3549,173.98202,-41.13446
3550,173.98211,-41.13468
3551,173.98214,-41.1349
3552,173.9822,-41.13512
3553,173.98235,-41.13531
3554,173.98231,-41.13552
3555,173.98234,-41.13573
3556,173.9826,-41.13583
3557,173.98268,-41.13603
3558,173.98264,-41.13626
3559,173.98267,-41.13648
3560,173.98286,-41.13664
3561,173.98312,-41.13674
3562,173.98337,-41.13686
3563,173.9836,-41.137
3564,173.98377,-41.13719
3565,173.98389,-41.1374
3566,173.984,-41.1376
3567,173.98414,-41.1378
3568,173.98426,-41.138
3569,173.98435,-41.13822
3570,173.98459,-41.13822
3571,173.98462,-41.138
3572,173.98466,-41.13778
3573,173.98483,-41.1376
3574,173.98503,-41.13745
3575,173.98505,-41.13722
3576,173.98508,-41.137
3577,173.98533,-41.1369
3578,173.98555,-41.13677
3579,173.9856,-41.13655
3580,173.98586,-41.13645
3581,173.98614,-41.13638
3582,173.98643,-41.13637
3583,173.98669,-41.13647
3584,173.98696,-41.13653
3585,173.98724,-41.13648
3586,173.98754,-41.1365
3587,173.9878,-41.13643
3588,173.98797,-41.13624
3589,173.98823,-41.13618
3590,173.98853,-41.1362
3591,173.98878,-41.13607
3592,173.98906,-41.136
3593,173.98935,-41.136
3594,173.98965,-41.13602
3595,173.98991,-41.13612
3596,173.99012,-41.13627
3597,173.99041,-41.13624
3598,173.99063,-41.13637
3599,173.99066,-41.13659
3600,173.99074,-41.1368
3601,173.991,-41.1368
3602,173.99128,-41.13676
3603,173.99158,-41.1368
3604,173.99183,-41.13691
3605,173.99206,-41.13706
3606,173.99234,-41.13711
3607,173.99263,-41.13716
3608,173.9929,-41.13726
3609,173.99313,-41.1374
3610,173.99338,-41.13752
3611,173.99367,-41.13754
3612,173.99396,-41.13749
3613,173.9942,-41.13737
3614,173.99427,-41.13715
3615,173.99433,-41.13693
3616,173.99451,-41.13676
3617,173.99469,-41.13658
3618,173.9948,-41.13637
3619,173.99487,-41.13615
3620,173.99486,-41.13593
3621,173.99474,-41.13573
3622,173.99453,-41.13557
3623,173.99432,-41.13541
3624,173.99412,-41.13525
3625,173.99391,-41.13508
3626,173.99371,-41.13492
3627,173.9935,-41.13476
3628,173.99329,-41.1346
3629,173.99304,-41.13448
3630,173.99276,-41.13441
3631,173.99257,-41.13424
3632,173.99249,-41.13403
3633,173.99234,-41.13383
3634,173.99215,-41.13366
3635,173.99198,-41.13347
3636,173.99182,-41.13329
3637,173.99167,-41.13309
3638,173.99153,-41.13289
3639,173.99143,-41.13268
3640,173.99138,-41.13246
3641,173.99136,-41.13224
3642,173.99135,-41.13201
3643,173.99134,-41.13179
3644,173.99133,-41.13156
3645,173.99132,-41.13134
3646,173.99127,-41.13112
3647,173.99119,-41.1309
3648,173.9911,-41.13069
3649,173.99099,-41.13048
3650,173.99091,-41.13026
3651,173.99089,-41.13004
3652,173.99087,-41.12981
3653,173.99085,-41.12959
3654,173.99084,-41.12937
3655,173.99081,-41.12914
3656,173.99078,-41.12892
3657,173.99082,-41.1287
3658,173.99089,-41.12848
3659,173.99096,-41.12826
3660,173.99103,-41.12804
3661,173.99108,-41.12782
3662,173.99113,-41.1276
3663,173.99131,-41.12742
3664,173.99147,-41.12723
3665,173.99156,-41.12702
3666,173.99158,-41.1268
3667,173.99157,-41.12657
3668,173.99151,-41.12635
3669,173.99154,-41.12613
3670,173.99169,-41.12594
3671,173.9918,-41.12573
3672,173.99179,-41.12551
3673,173.6645,-41.11419
3674,173.6643,-41.11436
3675,173.66409,-41.11451
3676,173.66404,-41.11473
3677,173.66394,-41.11492
3678,173.66364,-41.11492
3679,173.66335,-41.11492
3680,173.66305,-41.11491
3681,173.66276,-41.11491
3682,173.66246,-41.1149
3683,173.90463,-40.82745
3684,173.90434,-40.8274
3685,173.90412,-40.82726
3686,173.90397,-40.82706
3687,173.9038,-40.82688
3688,173.90357,-40.82674
3689,173.9033,-40.82665
3690,173.90301,-40.8266
3691,173.90276,-40.82649
3692,173.90256,-40.82632
3693,173.90241,-40.82613
3694,173.90231,-40.82592
3695,173.90215,-40.82573
3696,173.90199,-40.82555
3697,173.90187,-40.82534
3698,173.90177,-40.82514
3699,173.90197,-40.82498
3700,173.90226,-40.82495
3701,173.90252,-40.82484
3702,173.90279,-40.82475
3703,173.90306,-40.82467
3704,173.90331,-40.82455
3705,173.90358,-40.82446
3706,173.9038,-40.82432
3707,173.90388,-40.8241
3708,173.90396,-40.82388
3709,173.90408,-40.82368
3710,173.90432,-40.82357
3711,173.90441,-40.82336
3712,173.90444,-40.82313
3713,173.90448,-40.82291
3714,173.90451,-40.82269
3715,173.90431,-40.82255
3716,173.90405,-40.82245
3717,173.90378,-40.82235
3718,173.90351,-40.82225
3719,173.90324,-40.82216
3720,173.90297,-40.82207
3721,173.9027,-40.82197
3722,173.90242,-40.82193
3723,173.90214,-40.82189
3724,173.90188,-40.82178
3725,173.90162,-40.82169
3726,173.90142,-40.82152
3727,173.90125,-40.82133
3728,173.90105,-40.82117
3729,173.90083,-40.82102
3730,173.90063,-40.82086
3731,173.90043,-40.82069
3732,173.9002,-40.82055
3733,173.89999,-40.82039
3734,173.89979,-40.82023
3735,173.89954,-40.82011
3736,173.89933,-40.81995
3737,173.89914,-40.81979
3738,173.89885,-40.81978
3739,173.89858,-40.81989
3740,173.89832,-40.81999
3741,173.89803,-40.82003
3742,173.89778,-40.81992
3743,173.89756,-40.81977
3744,173.89743,-40.81957
3745,173.89736,-40.81935
3746,173.89735,-40.81913
3747,173.89726,-40.81892
3748,173.89705,-40.81876
3749,173.89691,-40.81857
3750,173.89677,-40.81837
3751,173.89663,-40.81817
3752,173.89659,-40.81796
3753,173.8966,-40.81773
3754,173.89655,-40.81751
3755,173.8965,-40.81729
3756,173.89648,-40.81706
3757,173.89648,-40.81684
3758,173.89644,-40.81662
3759,173.89639,-40.81639
3760,173.89636,-40.81617
3761,173.89629,-40.81596
3762,173.89611,-40.81578
3763,173.89592,-40.81561
3764,173.89574,-40.81543
3765,173.89559,-40.81523
3766,173.89543,-40.81504
3767,173.89527,-40.81486
3768,173.8951,-40.81467
3769,173.89493,-40.81449
3770,173.89478,-40.81429
3771,173.89464,-40.8141
3772,173.89454,-40.81389
3773,173.89437,-40.81371
3774,173.8941,-40.81365
3775,173.89381,-40.81371
3776,173.89353,-40.81374
3777,173.89326,-40.81364
3778,173.89299,-40.81357
3779,173.89271,-40.81364
3780,173.89243,-40.8136
3781,173.89216,-40.81351
3782,173.89189,-40.81342
3783,173.8916,-40.81336
3784,173.89132,-40.81331
3785,173.89103,-40.81329
3786,173.89073,-40.81333
3787,173.89046,-40.81341
3788,173.89018,-40.81347
3789,173.88988,-40.81346
3790,173.88959,-40.81341
3791,173.88931,-40.81336
3792,173.88902,-40.81331
3793,173.88873,-40.81326
3794,173.88844,-40.81327
3795,173.88821,-40.8134
3796,173.88794,-40.81342
3797,173.88781,-40.81322
3798,173.88758,-40.81308
3799,173.88732,-40.81298
3800,173.88708,-40.81285
3801,173.88682,-40.81277
3802,173.88653,-40.81283
3803,173.88624,-40.81285
3804,173.88594,-40.81285
3805,173.88568,-40.81295
3806,173.88543,-40.81302
3807,173.88518,-40.8129
3808,173.88491,-40.81294
3809,173.88479,-40.81314
3810,173.88466,-40.81333
3811,173.88453,-40.81353
3812,173.88444,-40.81374
3813,173.88434,-40.81395
3814,173.88416,-40.81413
3815,173.88397,-40.8143
3816,173.88376,-40.81446
3817,173.88357,-40.81462
3818,173.88341,-40.81481
3819,173.88332,-40.81503
3820,173.88319,-40.81523
3821,173.88295,-40.81535
3822,173.88266,-40.8154
3823,173.88237,-40.81541
3824,173.88207,-40.8154
3825,173.8818,-40.81547
3826,173.88161,-40.81564
3827,173.88136,-40.81574
3828,173.88109,-40.81583
3829,173.88081,-40.81592
3830,173.88054,-40.816
3831,173.88029,-40.81612
3832,173.88005,-40.81625
3833,173.87977,-40.81633
3834,173.87948,-40.81635
3835,173.87919,-40.81632
3836,173.87889,-40.81631
3837,173.8786,-40.81635
3838,173.8784,-40.8165
3839,173.87838,-40.81673
3840,173.87823,-40.81692
3841,173.87811,-40.81712
3842,173.87792,-40.8173
3843,173.87772,-40.81746
3844,173.87749,-40.8176
3845,173.87723,-40.81771
3846,173.87695,-40.81777
3847,173.87666,-40.81778
3848,173.87643,-40.81792
3849,173.87621,-40.81807
3850,173.87598,-40.81822
3851,173.87573,-40.81833
3852,173.87547,-40.81843
3853,173.8752,-40.81853
3854,173.87491,-40.81859
3855,173.87463,-40.81866
3856,173.87435,-40.81873
3857,173.87407,-40.8188
3858,173.87379,-40.81887
3859,173.8735,-40.81892
3860,173.87322,-40.819
3861,173.87295,-40.81908
3862,173.87268,-40.81917
3863,173.87239,-40.81923
3864,173.8721,-40.81925
3865,173.8718,-40.81925
3866,173.87151,-40.81921
3867,173.87122,-40.81915
3868,173.87095,-40.81907
3869,173.87077,-40.8189
3870,173.87058,-40.81872
3871,173.87033,-40.81861
3872,173.87005,-40.81865
3873,173.86977,-40.81873
3874,173.86948,-40.81875
3875,173.86919,-40.81869
3876,173.8689,-40.81866
3877,173.86861,-40.81862
3878,173.86834,-40.81853
3879,173.86806,-40.8185
3880,173.86778,-40.81855
3881,173.8676,-40.81873
3882,173.86737,-40.81885
3883,173.86708,-40.81888
3884,173.86681,-40.81897
3885,173.86661,-40.81913
3886,173.86638,-40.81926
3887,173.86609,-40.81928
3888,173.86581,-40.81933
3889,173.86556,-40.81946
3890,173.86532,-40.81958
3891,173.86505,-40.81968
3892,173.86476,-40.81971
3893,173.86447,-40.81974
3894,173.86417,-40.81972
3895,173.86388,-40.81967
3896,173.86359,-40.81964
3897,173.86329,-40.81962
3898,173.86301,-40.81959
3899,173.86272,-40.81953
3900,173.86243,-40.81949
3901,173.86214,-40.81945
3902,173.86185,-40.81942
3903,173.86155,-40.81942
3904,173.86126,-40.81944
3905,173.86096,-40.81946
3906,173.86068,-40.81952
3907,173.86042,-40.81963
3908,173.86018,-40.81976
3909,173.85995,-40.81989
3910,173.85966,-40.81991
3911,173.85941,-40.81981
3912,173.85923,-40.81963
3913,173.85898,-40.81951
3914,173.8587,-40.81944
3915,173.85845,-40.81934
3916,173.85816,-40.81939
3917,173.85789,-40.81946
3918,173.85761,-40.81942
3919,173.85733,-40.81936
3920,173.85708,-40.81924
3921,173.85685,-40.8191
3922,173.85661,-40.81897
3923,173.85633,-40.81891
3924,173.85605,-40.81885
3925,173.85585,-40.81869
3926,173.85574,-40.81848
3927,173.85565,-40.81827
3928,173.8556,-40.81804
3929,173.85553,-40.81783
3930,173.85541,-40.81763
3931,173.85524,-40.81744
3932,173.85505,-40.81727
3933,173.85477,-40.8172
3934,173.85453,-40.81707
3935,173.8543,-40.81693
3936,173.8541,-40.81676
3937,173.85385,-40.81664
3938,173.85357,-40.81664
3939,173.85329,-40.81671
3940,173.85302,-40.8168
3941,173.85274,-40.8168
3942,173.85245,-40.81678
3943,173.85217,-40.81684
3944,173.85188,-40.81689
3945,173.85158,-40.8169
3946,173.85129,-40.81689
3947,173.851,-40.81683
3948,173.85072,-40.81675
3949,173.85051,-40.8166
3950,173.85029,-40.81644
3951,173.85002,-40.81636
3952,173.84989,-40.81616
3953,173.84997,-40.81594
3954,173.84991,-40.81572
3955,173.84984,-40.81551
3956,173.84971,-40.8153
3957,173.84957,-40.81511
3958,173.84941,-40.81492
3959,173.8494,-40.8147
3960,173.84942,-40.81448
3961,173.84935,-40.81426
3962,173.84927,-40.81404
3963,173.84912,-40.81385
3964,173.84888,-40.81372
3965,173.84861,-40.81364
3966,173.84832,-40.81359
3967,173.84803,-40.81353
3968,173.84781,-40.81339
3969,173.84757,-40.81326
3970,173.84743,-40.81307
3971,173.84747,-40.81285
3972,173.84747,-40.81262
3973,173.84734,-40.81242
3974,173.84725,-40.81221
3975,173.84724,-40.81199
3976,173.84722,-40.81178
3977,173.84731,-40.81156
3978,173.84737,-40.81134
3979,173.84742,-40.81112
3980,173.84746,-40.8109
3981,173.84751,-40.81067
3982,173.84752,-40.81045
3983,173.84753,-40.81022
3984,173.84755,-40.81
3985,173.84751,-40.80978
3986,173.84729,-40.80965
3987,173.84705,-40.80955
3988,173.84707,-40.80933
3989,173.84706,-40.80911
3990,173.8469,-40.80893
3991,173.84665,-40.80881
3992,173.84638,-40.8087
3993,173.8462,-40.80854
3994,173.84621,-40.80832
3995,173.84608,-40.80812
3996,173.84616,-40.80795
3997,173.84645,-40.80789
3998,173.84654,-40.80768
3999,173.84655,-40.80746
4000,173.84655,-40.80723
4001,173.84659,-40.80702
4002,173.8468,-40.80686
4003,173.84694,-40.80666
4004,173.84697,-40.80644
4005,173.84687,-40.80623
4006,173.8467,-40.80605
4007,173.84643,-40.80596
4008,173.84614,-40.80591
4009,173.84585,-40.80588
4010,173.84557,-40.80595
4011,173.84537,-40.8061
4012,173.84517,-40.80627
4013,173.845,-40.80645
4014,173.84506,-40.80666
4015,173.84512,-40.80688
4016,173.84495,-40.80703
4017,173.84466,-40.80701
4018,173.84438,-40.80694
4019,173.84409,-40.80689
4020,173.84379,-40.80687
4021,173.8435,-40.80685
4022,173.8432,-40.80686
4023,173.84293,-40.80693
4024,173.84267,-40.80705
4025,173.84248,-40.80722
4026,173.84236,-40.80742
4027,173.84236,-40.80764
4028,173.84234,-40.80786
4029,173.84227,-40.80807
4030,173.84241,-40.80826
4031,173.84251,-40.80846
4032,173.84235,-40.80866
4033,173.84231,-40.80888
4034,173.84219,-40.80908
4035,173.84201,-40.80925
4036,173.84176,-40.80934
4037,173.84149,-40.80924
4038,173.84122,-40.80918
4039,173.84093,-40.8092
4040,173.84064,-40.80921
4041,173.84037,-40.8093
4042,173.84008,-40.80929
4043,173.83987,-40.80913
4044,173.83979,-40.80892
4045,173.83973,-40.8087
4046,173.83958,-40.80852
4047,173.83929,-40.80848
4048,173.83899,-40.80847
4049,173.8387,-40.80846
4050,173.8384,-40.80849
4051,173.83819,-40.80835
4052,173.838,-40.80817
4053,173.83774,-40.80815
4054,173.83762,-40.80835
4055,173.83753,-40.80856
4056,173.83745,-40.80878
4057,173.83738,-40.809
4058,173.83734,-40.80922
4059,173.83734,-40.80945
4060,173.83732,-40.80967
4061,173.83725,-40.80989
4062,173.83724,-40.81011
4063,173.83737,-40.81031
4064,173.8375,-40.8105
4065,173.83767,-40.81068
4066,173.8376,-40.81089
4067,173.83733,-40.81098
4068,173.83708,-40.81109
4069,173.837,-40.81131
4070,173.83702,-40.81153
4071,173.83711,-40.81174
4072,173.83718,-40.81196
4073,173.83718,-40.81218
4074,173.83738,-40.81234
4075,173.83754,-40.81253
4076,173.83741,-40.81269
4077,173.83712,-40.8127
4078,173.83682,-40.81269
4079,173.83653,-40.81265
4080,173.83637,-40.8128
4081,173.8365,-40.813
4082,173.83664,-40.8132
4083,173.83677,-40.8134
4084,173.83686,-40.81362
4085,173.8369,-40.81384
4086,173.83695,-40.81406
4087,173.83701,-40.81428
4088,173.83707,-40.8145
4089,173.83703,-40.81472
4090,173.83698,-40.81495
4091,173.83695,-40.81517
4092,173.83691,-40.81539
4093,173.83666,-40.81535
4094,173.8364,-40.81524
4095,173.83616,-40.8151
4096,173.83597,-40.81493
4097,173.8358,-40.81475
4098,173.83565,-40.81456
4099,173.83548,-40.81437
4100,173.83524,-40.81425
4101,173.83498,-40.81416
4102,173.83484,-40.81396
4103,173.83477,-40.81375
4104,173.83454,-40.81362
4105,173.83425,-40.81366
4106,173.83402,-40.81353
4107,173.83389,-40.81332
4108,173.83374,-40.81313
4109,173.83348,-40.81303
4110,173.83323,-40.81292
4111,173.83301,-40.81277
4112,173.83284,-40.81259
4113,173.83264,-40.81243
4114,173.79855,-41.28038
4115,173.7987,-41.28057
4116,173.79889,-41.28074
4117,173.79914,-41.28087
4118,173.79939,-41.281
4119,173.79956,-41.28118
4120,173.79951,-41.28139
4121,173.79948,-41.28161
4122,173.79964,-41.2818
4123,173.79988,-41.28193
4124,173.80015,-41.28204
4125,173.80035,-41.2822
4126,173.80044,-41.28242
4127,173.80045,-41.28264
4128,173.80044,-41.28287
4129,173.80044,-41.2831
4130,173.80056,-41.2833
4131,173.80071,-41.28349
4132,173.80071,-41.28372
4133,173.80067,-41.28394
4134,173.80085,-41.28409
4135,173.80113,-41.28403
4136,173.80143,-41.28401
4137,173.80171,-41.28407
4138,173.80194,-41.28422
4139,173.80212,-41.2844
4140,173.8023,-41.28458
4141,173.80254,-41.28471
4142,173.80281,-41.28481
4143,173.80307,-41.28493
4144,173.80327,-41.28509
4145,173.80337,-41.2853
4146,173.80336,-41.28553
4147,173.80326,-41.28574
4148,173.80311,-41.28594
4149,173.80293,-41.28612
4150,173.80281,-41.28633
4151,173.80277,-41.28655
4152,173.80276,-41.28678
4153,173.80276,-41.287
4154,173.8028,-41.28722
4155,173.80304,-41.28732
4156,173.80332,-41.28723
4157,173.80361,-41.28722
4158,173.8038,-41.28739
4159,173.80385,-41.28761
4160,173.80398,-41.28781
4161,173.80425,-41.28781
4162,173.80447,-41.28766
4163,173.80469,-41.2875
4164,173.80491,-41.28735
4165,173.80514,-41.28721
4166,173.80544,-41.28719
4167,173.8057,-41.28729
4168,173.80584,-41.28749
4169,173.8059,-41.28771
4170,173.80603,-41.2879
4171,173.80631,-41.28797
4172,173.80661,-41.28798
4173,173.8069,-41.28793
4174,173.80711,-41.28777
4175,173.80738,-41.28769
4176,173.80768,-41.28767
4177,173.80798,-41.28765
4178,173.80827,-41.28769
4179,173.80854,-41.2878
4180,173.80883,-41.28785
4181,173.80912,-41.2878
4182,173.80941,-41.28775
4183,173.80971,-41.28773
4184,173.81001,-41.28774
4185,173.81031,-41.28777
4186,173.81059,-41.28783
4187,173.81081,-41.28798
4188,173.81105,-41.2881
4189,173.81135,-41.28809
4190,173.81164,-41.28806
4191,173.81194,-41.28809
4192,173.81222,-41.28816
4193,173.8125,-41.28824
4194,173.81279,-41.28829
4195,173.81309,-41.28831
4196,173.81339,-41.28833
4197,173.81363,-41.28846
4198,173.8138,-41.28865
4199,173.81395,-41.28884
4200,173.81412,-41.28903
4201,173.81431,-41.2892
4202,173.81453,-41.28936
4203,173.81476,-41.2895
4204,173.81502,-41.28961
4205,173.8153,-41.28969
4206,173.81559,-41.28976
4207,173.81588,-41.28981
4208,173.81617,-41.28985
4209,173.81645,-41.28993
4210,173.8167,-41.29005
4211,173.81695,-41.29017
4212,173.81722,-41.29028
4213,173.81748,-41.29038
4214,173.81775,-41.29048
4215,173.81801,-41.29059
4216,173.81826,-41.29072
4217,173.81847,-41.29088
4218,173.81868,-41.29105
4219,173.81887,-41.29122
4220,173.81907,-41.29139
4221,173.81928,-41.29155
4222,173.81949,-41.2917
4223,173.81971,-41.29186
4224,173.81994,-41.29201
4225,173.82017,-41.29215
4226,173.82042,-41.29227
4227,173.82069,-41.29238
4228,173.82096,-41.29248
4229,173.82123,-41.29257
4230,173.82151,-41.29265
4231,173.82179,-41.29272
4232,173.82209,-41.29277
4233,173.82239,-41.29276
4234,173.82268,-41.29271
4235,173.82297,-41.29265
4236,173.82325,-41.29257
4237,173.82352,-41.29248
4238,173.82378,-41.29237
4239,173.82404,-41.29225
4240,173.8243,-41.29215
4241,173.8246,-41.29211
4242,173.82489,-41.29213
4243,173.82518,-41.29219
4244,173.82547,-41.29224
4245,173.82577,-41.29229
4246,173.82606,-41.29233
4247,173.82636,-41.29235
4248,173.82666,-41.29237
4249,173.82696,-41.29238
4250,173.82726,-41.29239
4251,173.82756,-41.29241
4252,173.82785,-41.29242
4253,173.82815,-41.29244
4254,173.82845,-41.29244
4255,173.82875,-41.29243
4256,173.82904,-41.29239
4257,173.82932,-41.2923
4258,173.82959,-41.29221
4259,173.82987,-41.29212
4260,173.83016,-41.29205
4261,173.83045,-41.29202
4262,173.83075,-41.29204
4263,173.83102,-41.29214
4264,173.83127,-41.29225
4265,173.83153,-41.29237
4266,173.83179,-41.29249
4267,173.83205,-41.29259
4268,173.83234,-41.29266
4269,173.83263,-41.29271
4270,173.83292,-41.29276
4271,173.83322,-41.29279
4272,173.83351,-41.29283
4273,173.8338,-41.29287
4274,173.8341,-41.29291
4275,173.83439,-41.29295
4276,173.83469,-41.29296
4277,173.83498,-41.29293
4278,173.83525,-41.29283
4279,173.8355,-41.29271
4280,173.83575,-41.29259
4281,173.836,-41.29247
4282,173.83626,-41.29236
4283,173.83653,-41.29226
4284,173.8368,-41.29217
4285,173.83709,-41.29211
4286,173.83738,-41.29207
4287,173.83768,-41.29205
4288,173.83798,-41.29205
4289,173.83828,-41.29204
4290,173.83857,-41.29203
4291,173.83887,-41.29203
4292,173.83917,-41.29202
4293,173.83946,-41.29198
4294,173.83972,-41.29187
4295,173.83995,-41.29173
4296,173.84021,-41.29163
4297,173.84051,-41.29161
4298,173.8408,-41.29165
4299,173.84109,-41.2917
