"point_id","x","y"
37316,173.517439,-41.31713
37317,173.51724,-41.317225
37318,173.51707,-41.317349
37319,173.516903,-41.317475
37320,173.516728,-41.317595
37321,173.516548,-41.317712
37322,173.516393,-41.317844
37323,173.516307,-41.31801
37324,173.516153,-41.318144
37325,173.515981,-41.318267
37326,173.51581,-41.31839
37327,173.515639,-41.318514
37328,173.515476,-41.318643
37329,173.515318,-41.318777
37330,173.515158,-41.318908
37331,173.514998,-41.31904
37332,173.514839,-41.319172
37333,173.51467,-41.319297
37334,173.514477,-41.319401
37335,173.514283,-41.319502
37336,173.514102,-41.319615
37337,173.513953,-41.319754
37338,173.513806,-41.319893
37339,173.513677,-41.320044
37340,173.513548,-41.320193
37341,173.513421,-41.320344
37342,173.513276,-41.320485
37343,173.513149,-41.320636
37344,173.513023,-41.320787
37345,173.512897,-41.320938
37346,173.512744,-41.32107
37347,173.51252,-41.32108
37348,173.512333,-41.320972
37349,173.512156,-41.320853
37350,173.511977,-41.320736
37351,173.511804,-41.320615
37352,173.511646,-41.320481
37353,173.51149,-41.320347
37354,173.511354,-41.320201
37355,173.511237,-41.320046
37356,173.511138,-41.319884
37357,173.51104,-41.319721
37358,173.510976,-41.31955
37359,173.510931,-41.319374
37360,173.510886,-41.319199
37361,173.510841,-41.319024
37362,173.510796,-41.318849
37363,173.51075,-41.318673
37364,173.510719,-41.318497
37365,173.510744,-41.318319
37366,173.510745,-41.318141
37367,173.51071,-41.317965
37368,173.510716,-41.317787
37369,173.510787,-41.317618
37370,173.510896,-41.317462
37371,173.510842,-41.31729
37372,173.510897,-41.317127
37373,173.511067,-41.317004
37374,173.511042,-41.316834
37375,173.510936,-41.316674
37376,173.510742,-41.316604
37377,173.510515,-41.316656
37378,173.510288,-41.316706
37379,173.51006,-41.316755
37380,173.509828,-41.316732
37381,173.509598,-41.316688
37382,173.509376,-41.316629
37383,173.509222,-41.316496
37384,173.509064,-41.316364
37385,173.508869,-41.316263
37386,173.508673,-41.316162
37387,173.508477,-41.316062
37388,173.508284,-41.315959
37389,173.508089,-41.315858
37390,173.507894,-41.315756
37391,173.507712,-41.315642
37392,173.50755,-41.315502
37393,173.507418,-41.315345
37394,173.507311,-41.315178
37395,173.507287,-41.314995
37396,173.507305,-41.31481
37397,173.507322,-41.314625
37398,173.507263,-41.314456
37399,173.507033,-41.314485
37400,173.506799,-41.31454
37401,173.506556,-41.314528
37402,173.50639,-41.314401
37403,173.506351,-41.314219
37404,173.506325,-41.314035
37405,173.506261,-41.313857
37406,173.506263,-41.313672
37407,173.506346,-41.313498
37408,173.50634,-41.313319
37409,173.506197,-41.313168
37410,173.50609,-41.313002
37411,173.505942,-41.312855
37412,173.505721,-41.312779
37413,173.505486,-41.312724
37414,173.505257,-41.312657
37415,173.505016,-41.312678
37416,173.504771,-41.312697
37417,173.504529,-41.31267
37418,173.50431,-41.312589
37419,173.504134,-41.31246
37420,173.504004,-41.312303
37421,173.503872,-41.312147
37422,173.503709,-41.31201
37423,173.5035,-41.311913
37424,173.503279,-41.311831
37425,173.503047,-41.311799
37426,173.502928,-41.311957
37427,173.502854,-41.312134
37428,173.50279,-41.312313
37429,173.502735,-41.312494
37430,173.502687,-41.312676
37431,173.502649,-41.312859
37432,173.502653,-41.313044
37433,173.502533,-41.313195
37434,173.502294,-41.313233
37435,173.502064,-41.313178
37436,173.501843,-41.313097
37437,173.501603,-41.313056
37438,173.501359,-41.31304
37439,173.501124,-41.313085
37440,173.500892,-41.313148
37441,173.500654,-41.313194
37442,173.50042,-41.31325
37443,173.500202,-41.313337
37444,173.499984,-41.313421
37445,173.499741,-41.313435
37446,173.499504,-41.313386
37447,173.499267,-41.31334
37448,173.499021,-41.313341
37449,173.498776,-41.313357
37450,173.498532,-41.313374
37451,173.498286,-41.31337
37452,173.498042,-41.313346
37453,173.4978,-41.313311
37454,173.49756,-41.313272
37455,173.497329,-41.313207
37456,173.497107,-41.313128
37457,173.496899,-41.313029
37458,173.496707,-41.312913
37459,173.49652,-41.312796
37460,173.496348,-41.312668
37461,173.496257,-41.312496
37462,173.496119,-41.312342
37463,173.495985,-41.312187
37464,173.49585,-41.312036
37465,173.495641,-41.311939
37466,173.495419,-41.311964
37467,173.495199,-41.312028
37468,173.494959,-41.312002
37469,173.494728,-41.312061
37470,173.494514,-41.312152
37471,173.494271,-41.312161
37472,173.494033,-41.31213
37473,173.493787,-41.312145
37474,173.493542,-41.312138
37475,173.493318,-41.312195
37476,173.49318,-41.312346
37477,173.493029,-41.312491
37478,173.492817,-41.312582
37479,173.492628,-41.312695
37480,173.492401,-41.312692
37481,173.492187,-41.312603
37482,173.491943,-41.312583
37483,173.491724,-41.312653
37484,173.491597,-41.31281
37485,173.491491,-41.312977
37486,173.491323,-41.313107
37487,173.491115,-41.313206
37488,173.490908,-41.313307
37489,173.490711,-41.313415
37490,173.490479,-41.313478
37491,173.490249,-41.313545
37492,173.490016,-41.3136
37493,173.489946,-41.313749
37494,173.489957,-41.313925
37495,173.489767,-41.314038
37496,173.489656,-41.314194
37497,173.489805,-41.314334
37498,173.489997,-41.31445
37499,173.49011,-41.314612
37500,173.490109,-41.314797
37501,173.490099,-41.314983
37502,173.490081,-41.315168
37503,173.490055,-41.315352
37504,173.490022,-41.315536
37505,173.489938,-41.31571
37506,173.489825,-41.315874
37507,173.489722,-41.316043
37508,173.489631,-41.316215
37509,173.48953,-41.316384
37510,173.489416,-41.316549
37511,173.489277,-41.316701
37512,173.489123,-41.316846
37513,173.488959,-41.316984
37514,173.488762,-41.317095
37515,173.488542,-41.317178
37516,173.488319,-41.317257
37517,173.488091,-41.317326
37518,173.487862,-41.317395
37519,173.487638,-41.317471
37520,173.487415,-41.31755
37521,173.487206,-41.317646
37522,173.487058,-41.317793
37523,173.486936,-41.317954
37524,173.486779,-41.318096
37525,173.48659,-41.318214
37526,173.486466,-41.318371
37527,173.486349,-41.318533
37528,173.486157,-41.318648
37529,173.485949,-41.318747
37530,173.485749,-41.318846
37531,173.485661,-41.319019
37532,173.485489,-41.319147
37533,173.485285,-41.319251
37534,173.485082,-41.319354
37535,173.484843,-41.319383
37536,173.484654,-41.31944
37537,173.484698,-41.319622
37538,173.484629,-41.319789
37539,173.484425,-41.319888
37540,173.484188,-41.319876
37541,173.483984,-41.319775
37542,173.48376,-41.319835
37543,173.483597,-41.319973
37544,173.483434,-41.320112
37545,173.483246,-41.320232
37546,173.483039,-41.320331
37547,173.482833,-41.320432
37548,173.482614,-41.320516
37549,173.482371,-41.320535
37550,173.482129,-41.320502
37551,173.481908,-41.320421
37552,173.481707,-41.320314
37553,173.481505,-41.32021
37554,173.481273,-41.320148
37555,173.481037,-41.320097
37556,173.480798,-41.32005
37557,173.48056,-41.320002
37558,173.480326,-41.319945
37559,173.4801,-41.319873
37560,173.479889,-41.319778
37561,173.479691,-41.319668
37562,173.479493,-41.319557
37563,173.479291,-41.319451
37564,173.479108,-41.319328
37565,173.478936,-41.319195
37566,173.478749,-41.319075
37567,173.478511,-41.319038
37568,173.478266,-41.319024
37569,173.478046,-41.319089
37570,173.477884,-41.319226
37571,173.477671,-41.319319
37572,173.477438,-41.319377
37573,173.477201,-41.319426
37574,173.47696,-41.319466
37575,173.476723,-41.319515
37576,173.476499,-41.31959
37577,173.476337,-41.319721
37578,173.476187,-41.319867
37579,173.476042,-41.32001
37580,173.475824,-41.320096
37581,173.475609,-41.320183
37582,173.475399,-41.320115
37583,173.475234,-41.319979
37584,173.475005,-41.319963
37585,173.474816,-41.320081
37586,173.474634,-41.320206
37587,173.474458,-41.320336
37588,173.474289,-41.32047
37589,173.47408,-41.320568
37590,173.473881,-41.320677
37591,173.473681,-41.320785
37592,173.473489,-41.320901
37593,173.473302,-41.321022
37594,173.473115,-41.321143
37595,173.472933,-41.321268
37596,173.472751,-41.321393
37597,173.472569,-41.321518
37598,173.472385,-41.321641
37599,173.472186,-41.321749
37600,173.471986,-41.321858
37601,173.471784,-41.321964
37602,173.471577,-41.322065
37603,173.471368,-41.322163
37604,173.471156,-41.322257
37605,173.470941,-41.322348
37606,173.470706,-41.322398
37607,173.470461,-41.322414
37608,173.470216,-41.322397
37609,173.469973,-41.32237
37610,173.469728,-41.322378
37611,173.469483,-41.322366
37612,173.469243,-41.322327
37613,173.469029,-41.322239
37614,173.468858,-41.322108
37615,173.468672,-41.322006
37616,173.468433,-41.322004
37617,173.4682,-41.322039
37618,173.467967,-41.322019
37619,173.467768,-41.321924
37620,173.467587,-41.321807
37621,173.467409,-41.321688
37622,173.467234,-41.321565
37623,173.467065,-41.321438
37624,173.46689,-41.321317
37625,173.466705,-41.321203
37626,173.466513,-41.321097
37627,173.466319,-41.320993
37628,173.466131,-41.320882
37629,173.465944,-41.320771
37630,173.465756,-41.32066
37631,173.465567,-41.320551
37632,173.465393,-41.320431
37633,173.465313,-41.320263
37634,173.465159,-41.320134
37635,173.464984,-41.320017
37636,173.464812,-41.319892
37637,173.46461,-41.319805
37638,173.464372,-41.319796
37639,173.464138,-41.319816
37640,173.463911,-41.319873
37641,173.463684,-41.319928
37642,173.46345,-41.319964
37643,173.463215,-41.319993
37644,173.46298,-41.320025
37645,173.462743,-41.320045
37646,173.462505,-41.320052
37647,173.462266,-41.320048
37648,173.462028,-41.320041
37649,173.461793,-41.320007
37650,173.461594,-41.319912
37651,173.461424,-41.319788
37652,173.461194,-41.319813
37653,173.460968,-41.319869
37654,173.460744,-41.319932
37655,173.460538,-41.320021
37656,173.46037,-41.320149
37657,173.46021,-41.320282
37658,173.460043,-41.320411
37659,173.459872,-41.320536
37660,173.459698,-41.32066
37661,173.45952,-41.32078
37662,173.459313,-41.320865
37663,173.459076,-41.320888
37664,173.458843,-41.320925
37665,173.458627,-41.321001
37666,173.458422,-41.321093
37667,173.458218,-41.321186
37668,173.45804,-41.321303
37669,173.457903,-41.32145
37670,173.457766,-41.321598
37671,173.457628,-41.321745
37672,173.457482,-41.321887
37673,173.457351,-41.322038
37674,173.457275,-41.322205
37675,173.457267,-41.322385
37676,173.457237,-41.322563
37677,173.457172,-41.322735
37678,173.457083,-41.322902
37679,173.457006,-41.323072
37680,173.45701,-41.323251
37681,173.45702,-41.323431
37682,173.457016,-41.323611
37683,173.456984,-41.323789
37684,173.456939,-41.323965
37685,173.456884,-41.324141
37686,173.456874,-41.324318
37687,173.45696,-41.324486
37688,173.45706,-41.324649
37689,173.45718,-41.324804
37690,173.457317,-41.324951
37691,173.457455,-41.325098
37692,173.457616,-41.32523
37693,173.457793,-41.325348
37694,173.458014,-41.325416
37695,173.458169,-41.325551
37696,173.458313,-41.325694
37697,173.458443,-41.325845
37698,173.45856,-41.326002
37699,173.458678,-41.326158
37700,173.458796,-41.326315
37701,173.458913,-41.326472
37702,173.459041,-41.326623
37703,173.459191,-41.326762
37704,173.4594,-41.326847
37705,173.459633,-41.326869
37706,173.459866,-41.326832
37707,173.460085,-41.326892
37708,173.460284,-41.326992
37709,173.460472,-41.327101
37710,173.46066,-41.327213
37711,173.460853,-41.327318
37712,173.461046,-41.327424
37713,173.461235,-41.327534
37714,173.461415,-41.327652
37715,173.461587,-41.327777
37716,173.461682,-41.327942
37717,173.461773,-41.328108
37718,173.461752,-41.32828
37719,173.461919,-41.328315
37720,173.46214,-41.328264
37721,173.46236,-41.328333
37722,173.462575,-41.328412
37723,173.462804,-41.328454
37724,173.463035,-41.328497
37725,173.463248,-41.328577
37726,173.463456,-41.328665
37727,173.463645,-41.328772
37728,173.463792,-41.328914
37729,173.463957,-41.329043
37730,173.464168,-41.329127
37731,173.464327,-41.32926
15202,173.805519,-41.287201
15211,173.804544,-41.286379
15212,173.80442,-41.286224
15213,173.804303,-41.286066
15214,173.804187,-41.285907
15203,173.805531,-41.28702
15204,173.805517,-41.28684
15205,173.805357,-41.286723
15206,173.805125,-41.286742
15207,173.804927,-41.286843
15208,173.804725,-41.286885
15209,173.804691,-41.286712
15210,173.804663,-41.286536
57565,173.660386,-41.111632
57566,173.660611,-41.111579
57567,173.660852,-41.111557
57568,173.661089,-41.11152
57569,173.661326,-41.11148
57570,173.661561,-41.111439
57571,173.661795,-41.11139
57572,173.662028,-41.111339
57573,173.662253,-41.111272
57574,173.662471,-41.111194
57575,173.662677,-41.111099
57576,173.662885,-41.111009
57577,173.663116,-41.110964
57578,173.663348,-41.111003
57579,173.663484,-41.111142
57580,173.66349,-41.111323
57581,173.663482,-41.111504
57582,173.663447,-41.111684
57583,173.66337,-41.111855
57584,173.663247,-41.11201
57585,173.663099,-41.112153
57586,173.66296,-41.1123
11139,174.138296,-41.086849
11140,174.138062,-41.086855
11141,174.137847,-41.086928
11142,174.137612,-41.086926
11143,174.137375,-41.086904
11144,174.137139,-41.086883
11145,174.136903,-41.086862
11146,174.136667,-41.08684
11147,174.136437,-41.086797
11148,174.136211,-41.08674
11149,174.13599,-41.086674
11150,174.135777,-41.086595
11151,174.135548,-41.086549
11152,174.135314,-41.086517
11153,174.13508,-41.086485
11154,174.134845,-41.086458
11155,174.134607,-41.086457
11156,174.134369,-41.086456
11157,174.134131,-41.086455
11158,174.133893,-41.086454
11159,174.133655,-41.086463
11160,174.133418,-41.086473
11161,174.13318,-41.086483
11162,174.132944,-41.086466
11163,174.132711,-41.086429
11164,174.132478,-41.086391
11165,174.132246,-41.086352
11166,174.132014,-41.086313
11167,174.131801,-41.086246
11168,174.131629,-41.086122
11169,174.131457,-41.085997
11170,174.131241,-41.085927
11171,174.131044,-41.085831
11172,174.130901,-41.08569
11173,174.130797,-41.085528
11174,174.130715,-41.085359
11175,174.130587,-41.085208
11176,174.130403,-41.085097
11177,174.130193,-41.085011
11178,174.12996,-41.084975
11179,174.129727,-41.08494
11180,174.129494,-41.084904
11181,174.12926,-41.084868
11182,174.129033,-41.084814
11183,174.128806,-41.084761
11184,174.128571,-41.084733
11185,174.128336,-41.084705
11186,174.128116,-41.084647
11187,174.127917,-41.084548
11188,174.127741,-41.084427
11189,174.127567,-41.084304
11190,174.127385,-41.084188
11191,174.127198,-41.084078
11192,174.126993,-41.083986
11193,174.126788,-41.083894
11194,174.126583,-41.083802
11195,174.126379,-41.083711
11196,174.126174,-41.083619
11197,174.125962,-41.083538
11198,174.125742,-41.083474
11199,174.125506,-41.083472
11200,174.125288,-41.083532
11201,174.125097,-41.083639
11202,174.124884,-41.083719
11203,174.124661,-41.083782
11204,174.124429,-41.083804
11205,174.124195,-41.083786
11206,174.12407,-41.08365
11207,174.124059,-41.083473
11208,174.12396,-41.083311
11209,174.123822,-41.083164
11210,174.123721,-41.083003
11211,174.123621,-41.082839
11212,174.123488,-41.082696
11213,174.123296,-41.082589
11214,174.123105,-41.082487
11215,174.122982,-41.082333
11216,174.122836,-41.082194
11217,174.122643,-41.082094
11218,174.122426,-41.08202
11219,174.12221,-41.081945
11220,174.121999,-41.081861
11221,174.121781,-41.081797
11222,174.121551,-41.08183
11223,174.12132,-41.08181
11224,174.121111,-41.081726
11225,174.120954,-41.08159
11226,174.120812,-41.081446
11227,174.120669,-41.081302
11228,174.120527,-41.081157
11229,174.120345,-41.081052
11230,174.12011,-41.081039
11231,174.119874,-41.081064
11232,174.119672,-41.081004
11233,174.119621,-41.080831
11234,174.119618,-41.080651
11235,174.119615,-41.080471
11236,174.119625,-41.080292
11237,174.119683,-41.080118
11238,174.119729,-41.079941
11239,174.119721,-41.079763
11240,174.119569,-41.079632
11241,174.119365,-41.079542
11242,174.119135,-41.079498
11243,174.118897,-41.079491
11244,174.11866,-41.079503
11245,174.118426,-41.079531
11246,174.118195,-41.079576
11247,174.117964,-41.07962
11248,174.117728,-41.079637
11249,174.117491,-41.079625
11250,174.117257,-41.079594
11251,174.11703,-41.079543
11252,174.116811,-41.079472
11253,174.116614,-41.079372
11254,174.116443,-41.079248
11255,174.116335,-41.079095
11256,174.116395,-41.07893
11257,174.116577,-41.078814
11258,174.116756,-41.078696
11259,174.1169,-41.078553
11260,174.117002,-41.078391
11261,174.117064,-41.078217
11262,174.117108,-41.078041
11263,174.117135,-41.077862
11264,174.117162,-41.077683
11265,174.11718,-41.077503
11266,174.117199,-41.077324
11267,174.117217,-41.077144
11268,174.117236,-41.076965
11269,174.117293,-41.07679
11270,174.117291,-41.076612
11271,174.117222,-41.07644
11272,174.117076,-41.076301
11273,174.1169,-41.07618
11274,174.116721,-41.076062
11275,174.116551,-41.075935
11276,174.116446,-41.075789
11277,174.116647,-41.075716
11278,174.116885,-41.075717
11279,174.117123,-41.075714
11280,174.11736,-41.075697
11281,174.117597,-41.07568
11282,174.117834,-41.075663
11283,174.118071,-41.075646
11284,174.118301,-41.0756
11285,174.11853,-41.075552
11286,174.118756,-41.075496
11287,174.118978,-41.075431
11288,174.11918,-41.075341
11289,174.119353,-41.075218
11290,174.119479,-41.075069
11291,174.119514,-41.074894
11292,174.119478,-41.074717
11293,174.119442,-41.074539
11294,174.119396,-41.074362
11295,174.119345,-41.074186
11296,174.119435,-41.074028
11297,174.119651,-41.073963
11298,174.119884,-41.073988
11299,174.120056,-41.074103
11300,174.120171,-41.074259
11301,174.120263,-41.074425
11302,174.120355,-41.074591
11303,174.120446,-41.074757
11304,174.120559,-41.074916
11305,174.120712,-41.075052
11306,174.120899,-41.075163
11307,174.12112,-41.075215
11308,174.12133,-41.075152
11309,174.121449,-41.074998
11310,174.121597,-41.074863
11311,174.121824,-41.074828
11312,174.122057,-41.074803
11313,174.122235,-41.074693
11314,174.122379,-41.074551
11315,174.122491,-41.074393
11316,174.122683,-41.074296
11317,174.122917,-41.074288
11318,174.123153,-41.074308
11319,174.123389,-41.074294
11320,174.123614,-41.074238
11321,174.123818,-41.074147
11322,174.123974,-41.074013
11323,174.124077,-41.073852
11324,174.124207,-41.073701
11325,174.124348,-41.073556
11326,174.124479,-41.073407
11327,174.124575,-41.073242
11328,174.124646,-41.073071
11329,174.124674,-41.072892
11330,174.124664,-41.072712
11331,174.124618,-41.072537
11332,174.124525,-41.072371
11333,174.12441,-41.072214
11334,174.124295,-41.072056
11335,174.12419,-41.071895
11336,174.12409,-41.071731
11337,174.123991,-41.071568
11338,174.123891,-41.071404
11339,174.123791,-41.071241
11340,174.123691,-41.071077
11341,174.123592,-41.070914
11342,174.123492,-41.07075
11343,174.123377,-41.070593
11344,174.1232,-41.070479
11345,174.122969,-41.07048
11346,174.122741,-41.070527
11347,174.122561,-41.07064
11348,174.122411,-41.07078
11349,174.122261,-41.07092
11350,174.122054,-41.070939
11351,174.121958,-41.070781
11352,174.121905,-41.070606
11353,174.121791,-41.070447
11354,174.121678,-41.070289
11355,174.121581,-41.070125
11356,174.121488,-41.069959
11357,174.121396,-41.069793
11358,174.121319,-41.069623
11359,174.121315,-41.069444
11360,174.121326,-41.069264
11361,174.12128,-41.069091
11362,174.121118,-41.068962
11363,174.12093,-41.068852
11364,174.12074,-41.068744
11365,174.120538,-41.068649
11366,174.120316,-41.068587
11367,174.120078,-41.068592
11368,174.119876,-41.068522
11369,174.119838,-41.068351
11370,174.119993,-41.068217
11371,174.120196,-41.068124
11372,174.120356,-41.067997
11373,174.120445,-41.06783
11374,174.120516,-41.067658
11375,174.120585,-41.067486
11376,174.120575,-41.067314
11377,174.120425,-41.067176
11378,174.12026,-41.067046
11379,174.120074,-41.066935
11380,174.119872,-41.066841
11381,174.119689,-41.066727
11382,174.11952,-41.066601
11383,174.119351,-41.066474
11384,174.119169,-41.066359
11385,174.11897,-41.06626
11386,174.118752,-41.0662
11387,174.11852,-41.066165
11388,174.118309,-41.066082
11389,174.118096,-41.066002
11390,174.117862,-41.066003
11391,174.117628,-41.066016
11392,174.117416,-41.065937
11393,174.117195,-41.065878
11394,174.116965,-41.065913
11395,174.116746,-41.065982
11396,174.116522,-41.066034
11397,174.116304,-41.065972
11398,174.116298,-41.065799
11399,174.11639,-41.065634
11400,174.116555,-41.065507
11401,174.116774,-41.065437
11402,174.116985,-41.065357
11403,174.1171,-41.065203
11404,174.117173,-41.065032
11405,174.117271,-41.064868
11406,174.117318,-41.064692
11407,174.117378,-41.064519
11408,174.117487,-41.064358
11409,174.11767,-41.064255
11410,174.117904,-41.064278
11411,174.118098,-41.064222
11412,174.118017,-41.064068
11413,174.117808,-41.063987
11414,174.117633,-41.06387
11415,174.117478,-41.063734
11416,174.117283,-41.06364
11417,174.117046,-41.063621
11418,174.116816,-41.06358
11419,174.116617,-41.063482
11420,174.116409,-41.063395
11421,174.116198,-41.063312
11422,174.115986,-41.06323
11423,174.115749,-41.063218
11424,174.115512,-41.063214
11425,174.115327,-41.063115
11426,174.115181,-41.062973
11427,174.115022,-41.062839
11428,174.11487,-41.062701
11429,174.114757,-41.062545
11430,174.114703,-41.06237
11431,174.114616,-41.062203
11432,174.114518,-41.062039
11433,174.11442,-41.061875
11434,174.114313,-41.061714
11435,174.114174,-41.061569
11436,174.114025,-41.061429
11437,174.113876,-41.061288
11438,174.113727,-41.061148
11439,174.113546,-41.061034
11440,174.113351,-41.060931
11441,174.113223,-41.060784
11442,174.113201,-41.060605
11443,174.113174,-41.060427
11444,174.113082,-41.060265
11445,174.112961,-41.06011
11446,174.112901,-41.059937
11447,174.112777,-41.059788
11448,174.112564,-41.059708
11449,174.11235,-41.05963
11450,174.112162,-41.059521
11451,174.112001,-41.059389
11452,174.111839,-41.059256
11453,174.111678,-41.059124
11454,174.111505,-41.059002
11455,174.111308,-41.058901
11456,174.111122,-41.058789
11457,174.110967,-41.058653
11458,174.110892,-41.058486
42904,173.661593,-41.112493
42905,173.661651,-41.112668
42906,173.661708,-41.112842
42907,173.661766,-41.113016
42908,173.661825,-41.11319
42909,173.661887,-41.113364
42910,173.661948,-41.113538
42911,173.662009,-41.113711
42912,173.66207,-41.113885
42913,173.662138,-41.114057
42914,173.662175,-41.114218
42915,173.662239,-41.114391
42916,173.662306,-41.114563
42917,173.662373,-41.114736
42918,173.662438,-41.114908
42919,173.662491,-41.115084
42920,173.662545,-41.115259
42921,173.662619,-41.115429
42922,173.662753,-41.115578
42923,173.662889,-41.115725
42924,173.663026,-41.115872
42925,173.663122,-41.11603
42926,173.662971,-41.116149
42927,173.662737,-41.116183
42928,173.662504,-41.116217
42929,173.66227,-41.11625
42930,173.662035,-41.116222
43569,173.591524,-41.215105
43570,173.591702,-41.215227
43571,173.591881,-41.215349
43572,173.592061,-41.21547
43573,173.592244,-41.215589
43574,173.592432,-41.215702
43575,173.59264,-41.215794
43576,173.592851,-41.215882
43577,173.593081,-41.215935
43578,173.593314,-41.21598
43579,173.59355,-41.216016
43580,173.593787,-41.216051
43581,173.594023,-41.216087
43582,173.594259,-41.216123
43583,173.594496,-41.216158
43584,173.594732,-41.216194
43585,173.594968,-41.21623
43586,173.595203,-41.216269
43587,173.595437,-41.216313
43588,173.595671,-41.216358
43589,173.595905,-41.216402
43590,173.596139,-41.216446
43591,173.596372,-41.21649
43592,173.596606,-41.216534
43593,173.59684,-41.216578
43594,173.597074,-41.216622
43595,173.597308,-41.216666
43596,173.597542,-41.21671
43597,173.597775,-41.216754
43598,173.598009,-41.216799
43599,173.598243,-41.216843
43600,173.598477,-41.216887
43601,173.598711,-41.216931
43602,173.598944,-41.216975
43603,173.599178,-41.217019
43604,173.599412,-41.217063
43605,173.599646,-41.217107
43606,173.59988,-41.217151
43714,173.622006,-41.216259
43715,173.622227,-41.21619
43716,173.622448,-41.216121
43717,173.622671,-41.216055
43718,173.622892,-41.215987
43719,173.623113,-41.215919
43720,173.623334,-41.215851
43721,173.623555,-41.215782
43722,173.623776,-41.215714
43723,173.623997,-41.215646
43724,173.624218,-41.215577
43725,173.62444,-41.215509
43726,173.624661,-41.215441
43727,173.624882,-41.215373
43728,173.625103,-41.215305
43729,173.625325,-41.215237
43730,173.625546,-41.215169
43731,173.625767,-41.215101
43732,173.625989,-41.215034
43733,173.62621,-41.214966
43734,173.626431,-41.214898
43735,173.626653,-41.214831
43736,173.626875,-41.214764
43737,173.627097,-41.214697
43738,173.627319,-41.214631
43739,173.627541,-41.214564
43740,173.627763,-41.214497
43741,173.627985,-41.214431
43742,173.628208,-41.214366
43743,173.628431,-41.214301
43744,173.628654,-41.214236
43745,173.628877,-41.214172
43746,173.6291,-41.214107
43747,173.629323,-41.214043
43748,173.629546,-41.213978
43749,173.629769,-41.213914
43750,173.629991,-41.213847
43751,173.630212,-41.213779
43752,173.630433,-41.213711
43753,173.630652,-41.213639
43754,173.630866,-41.213559
43755,173.63107,-41.213465
43756,173.631268,-41.213364
43757,173.631467,-41.213264
43758,173.631667,-41.213165
43759,173.631866,-41.213066
43760,173.632066,-41.212967
43761,173.632266,-41.212868
43762,173.632466,-41.212769
43763,173.632671,-41.212677
43764,173.632886,-41.212599
43765,173.633103,-41.212524
43766,173.633326,-41.21246
43767,173.633555,-41.212409
43768,173.633788,-41.21237
43769,173.634024,-41.212341
43770,173.634261,-41.21232
43771,173.634499,-41.212301
43772,173.634737,-41.212288
43773,173.634975,-41.212275
43774,173.635213,-41.212265
43775,173.635452,-41.212259
43776,173.635691,-41.212261
43777,173.63593,-41.212263
43778,173.636168,-41.212272
43779,173.636405,-41.212295
43780,173.636641,-41.212321
43781,173.636872,-41.212369
43834,173.649075,-41.214142
43835,173.649309,-41.214104
43836,173.649537,-41.214052
43837,173.649764,-41.213995
43838,173.649982,-41.213921
43839,173.650193,-41.213836
43840,173.6504,-41.213746
43841,173.650599,-41.213647
43842,173.650799,-41.213548
43843,173.651001,-41.213452
43844,173.651209,-41.213363
43845,173.651423,-41.213284
43846,173.651645,-41.213216
43847,173.651873,-41.213165
43848,173.652105,-41.213121
43849,173.652341,-41.213094
43850,173.652579,-41.213083
43851,173.652818,-41.213088
43852,173.653055,-41.21311
43853,173.653288,-41.213147
43854,173.653519,-41.213193
43855,173.653745,-41.213251
43856,173.653966,-41.213319
43857,173.654179,-41.213401
43858,173.654386,-41.21349
43859,173.654592,-41.213582
43860,173.654798,-41.213674
43861,173.655003,-41.213766
43862,173.655209,-41.213857
43863,173.655418,-41.213945
43864,173.655629,-41.21403
43865,173.655841,-41.214112
43866,173.656058,-41.214188
43867,173.656283,-41.214248
43868,173.65651,-41.214304
43869,173.656742,-41.214344
43870,173.656978,-41.214375
43871,173.657214,-41.214402
43872,173.657452,-41.214421
43873,173.65769,-41.214432
43874,173.657929,-41.214442
43875,173.658167,-41.214439
43876,173.658405,-41.214426
43877,173.658643,-41.214407
43878,173.658879,-41.214379
43879,173.659115,-41.21435
43880,173.659351,-41.214322
43881,173.659586,-41.214293
43882,173.659822,-41.214265
43883,173.660058,-41.214236
43884,173.660293,-41.214205
43885,173.660528,-41.214172
43886,173.660764,-41.214142
43887,173.661,-41.214117
43888,173.661237,-41.214092
43889,173.661474,-41.214067
43890,173.66171,-41.214042
43891,173.661946,-41.214015
43892,173.662181,-41.21398
43893,173.66241,-41.213931
43894,173.662634,-41.213868
43895,173.662855,-41.213799
43896,173.663075,-41.21373
43897,173.663296,-41.21366
43898,173.663515,-41.213589
43899,173.663735,-41.213518
43900,173.663954,-41.213446
43901,173.664172,-41.213372
43902,173.664389,-41.213297
43903,173.664607,-41.213223
43904,173.664822,-41.213144
43905,173.665029,-41.213055
43906,173.66523,-41.212958
43907,173.665421,-41.21285
43908,173.665612,-41.212741
43909,173.665803,-41.212633
43910,173.665993,-41.212524
43911,173.666184,-41.212416
43912,173.666371,-41.212303
43913,173.666557,-41.21219
43914,173.666743,-41.212077
43915,173.66693,-41.211964
43916,173.667116,-41.211851
43917,173.667302,-41.211738
43918,173.667488,-41.211625
43919,173.667674,-41.211512
43920,173.667861,-41.2114
43921,173.668049,-41.211288
43922,173.668237,-41.211177
43923,173.668425,-41.211066
43924,173.668613,-41.210955
43925,173.668801,-41.210843
43926,173.668989,-41.210732
43927,173.669177,-41.210621
43928,173.669365,-41.21051
