"month_end","cost_group","activity","fault","place_ranking","movement_ranking","onf_desc","zone","cost","id"
2012-12-01,"SH","SHLDMAINT","EDGEBRK","P5","M3","Rural Connectors","Queen Charlotte",60,267
2013-01-01,"PA","LEVEL","DEPRESS","P5","M3","Rural Connectors","Queen Charlotte",960,268
2013-01-01,"SH","SHLDMAINT","EDGEBRK","P5","M3","Rural Connectors","Queen Charlotte",315,269
2020-08-01,"EN","ENVCLEAN","DETRITUS","P5","M3","Rural Connectors","Queen Charlotte",1.7,270
2010-10-01,"SH","SHLDMAINT","EDGEBRK","P5","M3","Rural Connectors","Queen Charlotte",15,271
2021-07-01,"EN","ENVCLEAN","DETRITUS","P5","M3","Rural Connectors","Queen Charlotte",2.5,272
2010-10-01,"SH","SHLDMAINT","EDGEBRK","P5","M3","Rural Connectors","Queen Charlotte",60,273
2010-03-01,"PA","LEVEL","DEPRESS","P5","M3","Rural Connectors","Queen Charlotte",519.2,274
2022-05-01,"EN","EMERGENCY","SLIP","P5","M3","Rural Connectors","Queen Charlotte",18800,275
2013-01-01,"SH","SHLDMAINT","EDGEBRK","P5","M3","Rural Connectors","Queen Charlotte",15,276
2013-01-01,"SH","SHLDMAINT","EDGEBRK","P5","M3","Rural Connectors","Queen Charlotte",30,277
2022-09-01,"EN","ENVCLEAN","DETRITUS","P5","M3","Rural Connectors","Queen Charlotte",50,278
2013-01-01,"SH","SHLDMAINT","EDGEBRK","P5","M3","Rural Connectors","Queen Charlotte",135,279
2013-01-01,"SH","SHLDMAINT","EDGEBRK","P5","M3","Rural Connectors","Queen Charlotte",30,280
2012-10-01,"PA","POTFILL","HOLES","P5","M3","Rural Connectors","Queen Charlotte",30,281
2013-01-01,"SH","SHLDMAINT","EDGEBRK","P5","M3","Rural Connectors","Queen Charlotte",30,282
2012-01-01,"PA","STAB","SUBSIDE","P5","M3","Rural Connectors","Queen Charlotte",216,283
2013-01-01,"PA","LEVEL","DEPRESS","P5","M3","Rural Connectors","Queen Charlotte",640,284
2020-10-01,"TF","EDGEPOST","NONFUNCT","P5","M3","Rural Connectors","Queen Charlotte",20,285
2021-01-01,"TF","EDGEPOST","NONFUNCT","P5","M3","Rural Connectors","Queen Charlotte",20,286
2013-01-01,"SH","SHLDMAINT","EDGEBRK","P5","M3","Rural Connectors","Queen Charlotte",75,287
2020-11-01,"EN","ENVCLEAN","DETRITUS","P5","M3","Rural Connectors","Queen Charlotte",680,288
2020-12-01,"TF","EDGEPOST","NONFUNCT","P5","M3","Rural Connectors","Queen Charlotte",20,289
2022-05-01,"EN","EMERGENCY","SLIP","P5","M3","Rural Connectors","Queen Charlotte",7050,290
2010-10-01,"PA","POTFILL","HOLES","P5","M3","Rural Connectors","Queen Charlotte",60,291
2010-10-01,"SH","SHLDMAINT","EDGEBRK","P5","M3","Rural Connectors","Queen Charlotte",180,292
2015-03-01,"SH","SHLDMAINT","EDGEBRK","P5","M3","Rural Connectors","Queen Charlotte",16,293
2013-01-01,"SH","SHLDMAINT","EDGEBRK","P5","M3","Rural Connectors","Queen Charlotte",150,294
2013-01-01,"SU","SEALCRK","ALLIGCRK","P5","M3","Rural Connectors","Queen Charlotte",21,295
2013-01-01,"SH","SHLDMAINT","EDGEBRK","P5","M3","Rural Connectors","Queen Charlotte",30,296
2013-01-01,"SH","SHLDMAINT","EDGEBRK","P5","M3","Rural Connectors","Queen Charlotte",150,297
2017-06-01,"PA","POTFILL","HOLES","P5","M3","Rural Connectors","Queen Charlotte",33,298
2013-01-01,"SH","SHLDMAINT","EDGEBRK","P5","M3","Rural Connectors","Queen Charlotte",165,299
2013-01-01,"PA","LEVEL","DEPRESS","P5","M3","Rural Connectors","Queen Charlotte",1760,300
2022-05-01,"EN","EMERGENCY","SLIP","P5","M3","Rural Connectors","Queen Charlotte",18800,301
2013-01-01,"SH","SHLDMAINT","EDGEBRK","P5","M3","Rural Connectors","Queen Charlotte",240,302
2020-10-01,"EN","ENVCLEAN","DETRITUS","P5","M3","Rural Connectors","Queen Charlotte",1.7,303
2013-01-01,"SH","SHLDMAINT","EDGEBRK","P5","M3","Rural Connectors","Queen Charlotte",300,304
2013-05-01,"SU","SURFREP","ALLIGCRK","P5","M3","Rural Connectors","Queen Charlotte",56,305
2020-11-01,"VG","VEGETATION","VEGCNTRL3","P5","M3","Rural Connectors","Queen Charlotte",1.25,306
2022-12-01,"EN","ENVCLEAN","DETRITUS","P5","M3","Rural Connectors","Queen Charlotte",2.5,307
2012-12-01,"PA","LEVEL","DEPRESS","P5","M3","Rural Connectors","Queen Charlotte",2720,308
2013-01-01,"PA","STAB","SHEAR","P5","M3","Rural Connectors","Queen Charlotte",1280,309
2013-01-01,"PA","LEVEL","DEPRESS","P5","M3","Rural Connectors","Queen Charlotte",160,310
2019-01-01,"EN","EMERGENCY","TREEFALL","P5","M3","Rural Connectors","Queen Charlotte",50,311
2011-09-01,"PA","POTFILL","HOLES","P5","M3","Rural Connectors","Queen Charlotte",30,312
2011-09-01,"SU","SEALCRK","ALLIGCRK","P5","M3","Rural Connectors","Queen Charlotte",28,313
2012-01-01,"PA","POTFILL","HOLES","P5","M3","Rural Connectors","Queen Charlotte",60,314
2013-01-01,"PA","LEVEL","DEPRESS","P5","M3","Rural Connectors","Queen Charlotte",2880,315
2020-11-01,"EN","ENVCLEAN","DETRITUS","P4","M4","Local Streets","Queen Charlotte",1382.1,316
2020-11-01,"EN","ENVCLEAN","DETRITUS","P5","M3","Rural Connectors","Queen Charlotte",827.9,317
2022-09-01,"EN","ENVCLEAN","DETRITUS","P5","M3","Rural Connectors","Queen Charlotte",50,318
2010-10-01,"SH","SHLDMAINT","EDGEBRK","P5","M3","Rural Connectors","Queen Charlotte",30,319
2012-12-01,"PA","LEVEL","DEPRESS","P5","M3","Rural Connectors","Queen Charlotte",1360,320
2011-09-01,"PA","POTFILL","HOLES","P5","M3","Rural Connectors","Queen Charlotte",30,321
2022-09-01,"EN","ENVCLEAN","DETRITUS","P5","M3","Rural Connectors","Queen Charlotte",50,322
2010-03-01,"SH","SHLDMAINT","EDGEBRK","P5","M3","Rural Connectors","Queen Charlotte",48,323
2011-09-01,"PA","POTFILL","HOLES","P5","M3","Rural Connectors","Queen Charlotte",150,324
2012-09-01,"PA","POTFILL","HOLES","P5","M3","Rural Connectors","Queen Charlotte",360,325
2015-12-01,"TF","SIGNMAINT","REALIGN","P5","M3","Rural Connectors","Queen Charlotte",200,326
2021-11-01,"TF","LRMSMAINT","NONFUNCT","P5","M3","Rural Connectors","Queen Charlotte",250,327
2022-03-01,"DR","SWSTRUCT","CULBLOCK","P5","M3","Rural Connectors","Queen Charlotte",124,328
2014-05-01,"SH","SHLDMAINT","EDGEBRK","P5","M3","Rural Connectors","Queen Charlotte",24,329
2022-05-01,"EN","EMERGENCY","SLIP","P5","M3","Rural Connectors","Queen Charlotte",2350,330
2018-05-01,"TF","SIGNMAINT","REPLACE","P5","M3","Rural Connectors","Queen Charlotte",200,331
2021-11-01,"DR","SWCMAINT","BLOCKED","P5","M3","Rural Connectors","Queen Charlotte",22.5,332
2022-03-01,"DR","SWSTRUCT","CULBLOCK","P5","M3","Rural Connectors","Queen Charlotte",124,333
2021-06-01,"TF","EDGEPOST","NONFUNCT","P5","M3","Rural Connectors","Queen Charlotte",35,334
2010-10-01,"SH","SHLDMAINT","EDGEBRK","P5","M3","Rural Connectors","Queen Charlotte",15,335
2013-01-01,"SH","SHLDMAINT","EDGEBRK","P5","M3","Rural Connectors","Queen Charlotte",240,336
2013-01-01,"SH","SHLDMAINT","EDGEBRK","P5","M3","Rural Connectors","Queen Charlotte",645,337
2022-06-01,"EN","EMERGENCY","SLIP","P5","M3","Rural Connectors","Queen Charlotte",211500,338
2010-10-01,"SH","SHLDMAINT","EDGEBRK","P5","M3","Rural Connectors","Queen Charlotte",15,339
2021-11-01,"DR","SWCMAINT","BLOCKED","P5","M3","Rural Connectors","Queen Charlotte",30,340
2010-04-01,"PA","LEVEL","DEPRESS","P5","M3","Rural Connectors","Queen Charlotte",424,341
2012-07-01,"SH","SHLDMAINT","SCOUR","P5","M3","Rural Connectors","Queen Charlotte",4198,342
2012-09-01,"SH","SHLDMAINT","SCOUR","P5","M3","Rural Connectors","Queen Charlotte",5424,343
2020-11-01,"EN","ENVCLEAN","DETRITUS","P5","M3","Rural Connectors","Queen Charlotte",6.8,344
2013-01-01,"PA","OVERLAY","DEPRESS","P5","M3","Rural Connectors","Queen Charlotte",960,345
2013-01-01,"SH","SHLDMAINT","EDGEBRK","P5","M3","Rural Connectors","Queen Charlotte",390,346
2021-12-01,"EN","ENVCLEAN","DETRITUS","P5","M3","Rural Connectors","Queen Charlotte",5,347
2013-01-01,"SH","SHLDMAINT","EDGEBRK","P5","M3","Rural Connectors","Queen Charlotte",195,348
2023-09-01,"DR","SWCMAINT","BLOCKED","P5","M3","Rural Connectors","Queen Charlotte",45,349
2022-04-01,"EN","EMERGENCY","DROPOUT","P5","M3","Rural Connectors","Queen Charlotte",300,350
2013-01-01,"SH","SHLDMAINT","EDGEBRK","P5","M3","Rural Connectors","Queen Charlotte",45,351
2009-07-01,"MS","WALLS","COLLAPSE","P5","M3","Rural Connectors","Queen Charlotte",10720,352
2010-02-01,"PA","POTFILL","HOLES","P5","M3","Rural Connectors","Queen Charlotte",30,353
2010-04-01,"PA","LEVEL","DEPRESS","P5","M3","Rural Connectors","Queen Charlotte",336,354
2011-03-01,"SH","SHLDMAINT","EDGEBRK","P5","M3","Rural Connectors","Queen Charlotte",540,355
2011-05-01,"MA","INSPECT","ROUTINE","P5","M3","Rural Connectors","Queen Charlotte",200,356
2013-01-01,"PA","LEVEL","DEPRESS","P5","M3","Rural Connectors","Queen Charlotte",1600,357
2010-10-01,"SH","SHLDMAINT","EDGEBRK","P5","M3","Rural Connectors","Queen Charlotte",75,358
2021-03-01,"TF","SIGNMAINT","ILLEGIBLE","P5","M3","Rural Connectors","Queen Charlotte",180,359
2020-10-01,"VG","VEGETATION","VEGCNTRL3","P5","M3","Rural Connectors","Queen Charlotte",0.25,360
2020-10-01,"DR","SWCMAINT","BLOCKED","P5","M3","Rural Connectors","Queen Charlotte",1.5,361
2013-01-01,"PA","LEVEL","DEPRESS","P5","M3","Rural Connectors","Queen Charlotte",2160,362
2012-11-01,"SH","SHLDMAINT","SCOUR","P4","M4","Local Streets","Queen Charlotte",2202.5,363
2012-11-01,"SH","SHLDMAINT","SCOUR","P5","M3","Rural Connectors","Queen Charlotte",440.5,364
2013-01-01,"SH","SHLDMAINT","SCOUR","P4","M4","Local Streets","Queen Charlotte",575.83,365
2013-01-01,"SH","SHLDMAINT","SCOUR","P5","M3","Rural Connectors","Queen Charlotte",115.17,366
2017-01-01,"SH","SHLDMAINT","EDGEBRK","P4","M4","Local Streets","Queen Charlotte",16,367
2017-01-01,"SH","SHLDMAINT","EDGEBRK","P5","M3","Rural Connectors","Queen Charlotte",16,368
2013-07-01,"EN","EMERGENCY","SLIP","P4","M4","Local Streets","Queen Charlotte",5201.3,369
2017-01-01,"SH","SHLDMAINT","EDGEBRK","P4","M4","Local Streets","Queen Charlotte",80,370
2022-01-01,"DR","SWSTRUCT","CULBLOCK","P4","M4","Local Streets","Queen Charlotte",1116,371
2017-01-01,"PA","LEVEL","UNEVEN","P4","M4","Local Streets","Queen Charlotte",20,372
2017-01-01,"SH","SHLDMAINT","EDGEBRK","P4","M4","Local Streets","Queen Charlotte",160,373
2023-04-01,"EN","ENVCLEAN","LITTER","P4","M4","Local Streets","Queen Charlotte",0.1,374
2011-08-01,"TF","SIGNMAINT","UPGRADE","P4","M4","Local Streets","Queen Charlotte",1112.84,375
2019-06-01,"BR","BRIDGE","FOUNDAT","P4","M4","Local Streets","Queen Charlotte",9001.04,376
2022-06-01,"DR","SWCMAINT","BLOCKED","P4","M4","Local Streets","Queen Charlotte",30,377
2022-05-01,"DR","SWCMAINT","BLOCKED","P4","M4","Local Streets","Queen Charlotte",3,378
2017-01-01,"SH","SHLDMAINT","EDGEBRK","P4","M4","Local Streets","Queen Charlotte",48,379
2014-08-01,"TF","SIGNMAINT","REALIGN","P4","M4","Local Streets","Queen Charlotte",100,380
2013-05-01,"PA","POTFILL","HOLES","P4","M4","Local Streets","Queen Charlotte",30,381
2020-06-01,"DR","SWCMAINT","BLOCKED","P4","M4","Local Streets","Queen Charlotte",1.5,382
2012-01-01,"BR","BRIDGE","FOUNDAT","P4","M4","Local Streets","Queen Charlotte",8199.05,383
2021-03-01,"DR","SWCMAINT","BLOCKED","P4","M4","Local Streets","Queen Charlotte",1.5,384
2021-03-01,"DR","SWSTRUCT","CULBLOCK","P4","M4","Local Streets","Queen Charlotte",248,385
2015-05-01,"BR","BRIDGE","UNKNOWN","P4","M4","Local Streets","Queen Charlotte",849.49,386
2015-11-01,"BR","BRIDGE","UNKNOWN","P4","M4","Local Streets","Queen Charlotte",1014.67,387
2015-11-01,"BR","BRIDGE","UNKNOWN","P4","M4","Local Streets","Queen Charlotte",45,388
2017-01-01,"SH","SHLDMAINT","EDGEBRK","P4","M4","Local Streets","Queen Charlotte",96,389
2016-02-01,"PA","POTFILL","HOLES","P4","M4","Local Streets","Queen Charlotte",165,390
2014-12-01,"PA","POTFILL","HOLES","P4","M4","Local Streets","Queen Charlotte",66,391
2014-08-01,"PA","POTFILL","HOLES","P4","M4","Local Streets","Queen Charlotte",33,392
2010-10-01,"PA","POTFILL","HOLES","P4","M4","Local Streets","Queen Charlotte",60,393
2023-03-01,"PA","POTFILL","UNSL-HOLES","P4","M4","Local Streets","Queen Charlotte",585,394
2017-01-01,"PA","LEVEL","UNEVEN","P4","M4","Local Streets","Queen Charlotte",360,395
2021-03-01,"EN","ENVCLEAN","DETRITUS","P4","M4","Local Streets","Queen Charlotte",87.5,396
2016-09-01,"PA","POTFILL","HOLES","P4","M4","Local Streets","Queen Charlotte",33,397
2023-03-01,"EN","ENVCLEAN","DETRITUS","P4","M4","Local Streets","Queen Charlotte",40,398
2023-03-01,"EN","ENVCLEAN","DETRITUS","P4","M4","Local Streets","Queen Charlotte",10,399
2017-01-01,"PA","LEVEL","UNEVEN","P4","M4","Local Streets","Queen Charlotte",240,400
2016-11-01,"PA","LEVEL","UNEVEN","P4","M4","Local Streets","Queen Charlotte",640,401
2023-03-01,"PA","POTFILL","UNSL-HOLES","P4","M4","Local Streets","Queen Charlotte",585,402
2013-05-01,"PA","POTFILL","HOLES","P4","M4","Local Streets","Queen Charlotte",30,403
2014-08-01,"PA","POTFILL","HOLES","P4","M4","Local Streets","Queen Charlotte",33,404
2021-09-01,"TF","EDGEPOST","NONFUNCT","P4","M4","Local Streets","Queen Charlotte",210,405
2011-03-01,"SH","SHLDMAINT","EDGEBRK","P4","M4","Local Streets","Queen Charlotte",135,406
2015-02-01,"PA","POTFILL","HOLES","P4","M4","Local Streets","Queen Charlotte",33,407
2010-04-01,"PA","LEVEL","DEPRESS","P4","M4","Local Streets","Queen Charlotte",640,408
2016-11-01,"PA","LEVEL","UNEVEN","P4","M4","Local Streets","Queen Charlotte",800,409
2022-06-01,"EN","EMERGENCY","SLIP","P4","M4","Local Streets","Queen Charlotte",4700,410
2010-02-01,"PA","POTFILL","HOLES","P4","M4","Local Streets","Queen Charlotte",30,411
2016-11-01,"PA","LEVEL","UNEVEN","P4","M4","Local Streets","Queen Charlotte",240,412
2011-05-01,"DR","SWSTRUCT","CLEAR","P4","M4","Local Streets","Queen Charlotte",80,413
2016-11-01,"PA","LEVEL","UNEVEN","P4","M4","Local Streets","Queen Charlotte",80,414
2016-11-01,"PA","LEVEL","UNEVEN","P4","M4","Local Streets","Queen Charlotte",16,415
2022-06-01,"EN","ENVCLEAN","DETRITUS","P4","M4","Local Streets","Queen Charlotte",7.5,416
2012-06-01,"PA","POTFILL","HOLES","P4","M4","Local Streets","Queen Charlotte",300,417
2011-09-01,"MS","WALLS","COLLAPSE","P4","M4","Local Streets","Queen Charlotte",4829.26,418
2015-07-01,"MA","INSPECT","ROUTINE","P4","M4","Local Streets","Queen Charlotte",200,419
2012-01-01,"PA","POTFILL","HOLES","P4","M4","Local Streets","Queen Charlotte",150,420
2014-09-01,"SH","SHLDMAINT","EDGEBRK","P4","M4","Local Streets","Queen Charlotte",160,421
2014-08-01,"PA","POTFILL","HOLES","P4","M4","Local Streets","Queen Charlotte",33,422
2014-12-01,"PA","POTFILL","HOLES","P4","M4","Local Streets","Queen Charlotte",33,423
2012-06-01,"PA","POTFILL","HOLES","P4","M4","Local Streets","Queen Charlotte",90,424
2010-10-01,"PA","POTFILL","HOLES","P4","M4","Local Streets","Queen Charlotte",30,425
2012-09-01,"PA","POTFILL","HOLES","P4","M4","Local Streets","Queen Charlotte",30,426
2012-09-01,"PA","POTFILL","HOLES","P4","M4","Local Streets","Queen Charlotte",30,427
2011-09-01,"VG","VEGETATION","VEGECNTRL","P4","M4","Local Streets","Queen Charlotte",1905,428
2015-04-01,"PA","POTFILL","HOLES","P4","M4","Local Streets","Queen Charlotte",33,429
2011-09-01,"PA","POTFILL","HOLES","P4","M4","Local Streets","Queen Charlotte",30,430
2014-05-01,"PA","POTFILL","HOLES","P4","M4","Local Streets","Queen Charlotte",33,431
2016-08-01,"PA","POTFILL","HOLES","P4","M4","Local Streets","Queen Charlotte",33,432
2014-09-01,"PA","POTFILL","HOLES","P4","M4","Local Streets","Queen Charlotte",33,433
2013-05-01,"PA","POTFILL","HOLES","P4","M4","Local Streets","Queen Charlotte",30,434
2022-11-01,"EN","ENVCLEAN","DETRITUS","P4","M4","Local Streets","Queen Charlotte",2.5,435
2009-08-01,"TF","SIGNMAINT","REPLACE","P4","M4","Local Streets","Queen Charlotte",197.6,436
2010-07-01,"TF","SIGNMAINT","UPGRADE","P4","M4","Local Streets","Queen Charlotte",336.1,437
2023-04-01,"DR","SWSTRUCT","CULBLOCK","P4","M4","Local Streets","Queen Charlotte",248,438
2015-04-01,"PA","POTFILL","HOLES","P4","M4","Local Streets","Queen Charlotte",132,439
2012-09-01,"PA","POTFILL","HOLES","P4","M4","Local Streets","Queen Charlotte",30,440
2016-05-01,"TF","SIGNMAINT","REALIGN","P4","M4","Local Streets","Queen Charlotte",90,441
2018-02-01,"BR","BRIDGE","DEBRIS","P4","M4","Local Streets","Queen Charlotte",300,442
2014-09-01,"MA","INSPECT","ROUTINE","P4","M4","Local Streets","Queen Charlotte",242.92,443
2011-05-01,"MA","INSPECT","ROUTINE","P4","M4","Local Streets","Queen Charlotte",200,444
2023-11-01,"TF","SIGNMAINT","VANDALISM","P4","M4","Local Streets","Queen Charlotte",110,445
2020-08-01,"TF","SIGNMAINT","CLEAN","P4","M4","Local Streets","Queen Charlotte",30,446
2021-09-01,"TF","SIGNMAINT","CRASHDMG","P4","M4","Local Streets","Queen Charlotte",240,447
2016-02-01,"PA","POTFILL","HOLES","P4","M4","Local Streets","Queen Charlotte",165,448
2017-12-01,"BR","BRIDGE","FOUNDAT","P4","M4","Local Streets","Queen Charlotte",5959,449
2011-03-01,"SH","SHLDMAINT","EDGEBRK","P4","M4","Local Streets","Queen Charlotte",45,450
2014-02-01,"PA","POTFILL","HOLES","P4","M4","Local Streets","Queen Charlotte",198,451
2014-05-01,"DR","SWSTRUCT","CULNEW","P4","M4","Local Streets","Queen Charlotte",12350.01,452
2021-04-01,"PA","POTFILL","HOLES","P4","M4","Local Streets","Queen Charlotte",72,453
2022-11-01,"EN","ENVCLEAN","DETRITUS","P4","M4","Local Streets","Queen Charlotte",37.5,454
2022-03-01,"PA","POTFILL","HOLES","P4","M4","Local Streets","Queen Charlotte",72,455
2020-08-01,"TF","EDGEPOST","NONFUNCT","P4","M4","Local Streets","Queen Charlotte",20,456
2023-08-01,"EN","ENVCLEAN","DETRITUS","P4","M4","Local Streets","Queen Charlotte",5,457
2020-09-01,"TF","EDGEPOST","NONFUNCT","P4","M4","Local Streets","Queen Charlotte",20,458
2009-08-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","Kenepuru",30,459
2015-03-01,"BR","BRIDGE","UNKNOWN","P5","M5","Rural Roads","Kenepuru",1898.88,460
2018-02-01,"EN","EMERGENCY","SLIP","P5","M5","Rural Roads","Kenepuru",50,461
2023-04-01,"PA","UNSEALED","CORRUG","P5","M5","Rural Roads","Kenepuru",1104.96,462
2010-08-01,"PA","UNSEALED","CORRUG","P5","M5","Rural Roads","Kenepuru",766.8,463
2011-04-01,"PA","UNSEALED","CORRUG","P5","M5","Rural Roads","Kenepuru",766.8,464
2011-08-01,"VG","VEGETATION","CHEMCNTRL","P5","M5","Rural Roads","Kenepuru",2556,465
2011-10-01,"PA","UNSEALED","SHAPE","P5","M5","Rural Roads","Kenepuru",766.8,466
2012-11-01,"PA","UNSEALED","SHAPE","P5","M5","Rural Roads","Kenepuru",766.8,467
2012-11-01,"VG","VEGETATION","CHEMCNTRL","P5","M5","Rural Roads","Kenepuru",2556,468
2013-05-01,"PA","UNSEALED","SHAPE","P5","M5","Rural Roads","Kenepuru",766.8,469
2013-08-01,"VG","VEGETATION","CHEMCNTRL","P5","M5","Rural Roads","Kenepuru",3834,470
2014-02-01,"VG","VEGETATION","CHEMCNTRL","P5","M5","Rural Roads","Kenepuru",6408.56,471
2014-06-01,"PA","UNSEALED","AGGLOSS","P5","M5","Rural Roads","Kenepuru",4984.41,472
2014-07-01,"PA","UNSEALED","SHAPE","P5","M5","Rural Roads","Kenepuru",2811.6,473
2014-08-01,"PA","UNSEALED","AGGLOSS","P5","M5","Rural Roads","Kenepuru",5008.82,474
2015-11-01,"PA","UNSEALED","SHAPE","P5","M5","Rural Roads","Kenepuru",958.5,475
2017-03-01,"PA","UNSEALED","AGGLOSS","P5","M5","Rural Roads","Kenepuru",8367.3,476
2017-11-01,"PA","UNSEALED","SHAPE","P5","M5","Rural Roads","Kenepuru",958.5,477
2017-12-01,"VG","VEGETATION","GRASSMOW","P5","M5","Rural Roads","Kenepuru",1520,478
2019-01-01,"VG","VEGETATION","GRASSMOW","P5","M5","Rural Roads","Kenepuru",1522.02,479
2019-02-01,"PA","UNSEALED","SHAPE","P5","M5","Rural Roads","Kenepuru",958.5,480
2019-12-01,"VG","VEGETATION","GRASSMOW","P5","M5","Rural Roads","Kenepuru",1890.34,481
2020-05-01,"PA","UNSEALED","SHAPE","P5","M5","Rural Roads","Kenepuru",1022.4,482
2021-03-01,"PA","UNSEALED","SHAPE","P5","M5","Rural Roads","Kenepuru",3578.32,483
2022-05-01,"VG","VEGETATION","VEGCNTRL4","P5","M5","Rural Roads","Kenepuru",405.06,484
2022-08-01,"PA","UNSEALED","SHAPE","P5","M5","Rural Roads","Kenepuru",0.17,485
2022-12-01,"VG","VEGETATION","VEGCNTRL4","P5","M5","Rural Roads","Kenepuru",383.4,486
2023-11-01,"VG","VEGETATION","VEGCNTRL4","P5","M5","Rural Roads","Kenepuru",383.4,487
2012-03-01,"TF","SIGNMAINT","MISSING","P5","M5","Rural Roads","Kenepuru",862.95,488
2015-02-01,"TF","SIGNMAINT","CLEAN","P5","M5","Rural Roads","Kenepuru",100,489
2021-03-01,"VG","VEGETATION","VEGCNTRL3","P5","M5","Rural Roads","Kenepuru",0.07,490
2022-08-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",2.5,491
2022-09-01,"PA","UNSEALED","SCOUR","P5","M5","Rural Roads","Kenepuru",50,492
2016-11-01,"EN","EMERGENCY","FLOOD","P5","M5","Rural Roads","Kenepuru",50,493
2021-03-01,"PA","POTFILL","UNSL-HOLES","P5","M5","Rural Roads","Kenepuru",45,494
2021-07-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",15,495
2016-11-01,"EN","EMERGENCY","SLIP","P5","M5","Rural Roads","Kenepuru",5000,496
