"stop_id","stop_name","stop_code","stop_lat","stop_lon","zone_id"
520,"Highcliff Rd, 281","414",-45.8857158,170.5447347,"5900_2A"
521,"Middleton Rd, 118","581",-45.9061536,170.4787833,"5900_2B"
522,"Kenmure Rd, 39","1100",-45.8747725,170.4777292,"5900_2E"
523,"Brockville Rd, 47","143",-45.8667975,170.4729797,"5900_2E"
524,"Harington Point Rd, 7 (1908 Cafe)","757",-45.8394422,170.6517436,"5900_3A"
525,"Harwood Scout Hall","681",-45.8160097,170.6734578,"5900_3A"
526,"Cumberland St, outside Countdown","4",-45.8740383,170.5069133,"5900_1"
527,"Brockville Rd, 193","140",-45.8650889,170.4633272,"5900_2E"
528,"Highgate, 517","431",-45.860025,170.4966531,"5900_2E"
529,"Ryehill St, 62","831",-45.8992822,170.4712031,"5900_2B"
530,"Brighton Rd, opposite Allen Rd","120",-45.9141858,170.4136094,"5900_3B"
531,"Harington Point Rd, 897","368",-45.7970261,170.7242997,"5900_4A"
532,"Opoho Rd, 71","666",-45.8564881,170.5238908,"5900_2F"
533,"Highgate, 546","432",-45.8591275,170.4979283,"5900_2E"
534,"Chapman St, 120","179",-45.8557808,170.4909467,"5900_2E"
535,"Dale St, 7","214",-45.8610639,170.4868239,"5900_2E"
536,"Nairn St, 61","619",-45.8632044,170.487745,"5900_2E"
538,"Middleton Rd, 101","571",-45.9061511,170.4789664,"5900_2B"
539,"Abbotsford Rd, cnr Waldron Cres","10",-45.9005919,170.4241881,"5900_2C"
540,"North Taieri Rd, 90","654",-45.8918728,170.4182708,"5900_2C"
541,"Brighton Rd, cnr Edna St","91",-45.9408556,170.3414761,"5900_3B"
542,"Duke St, 15","231",-45.8567236,170.5128761,"5900_1/2E"
543,"Malvern St, opposite 347","558",-45.8400717,170.5004061,"5900_2F"
544,"SH88, 253","845",-45.8659406,170.5560747,"5900_2G"
545,"Middleton Rd, 64","576",-45.9049183,170.4817281,"5900_2B"
546,"Brighton Rd, opposite Burgess St","1141",-45.9044964,170.4216153,"5900_2C"
547,"Brighton Rd, cnr Creamery Rd","110",-45.9380725,170.3499925,"5900_3B"
548,"Brighton Rd, 791","103",-45.9386894,170.3477744,"5900_3B"
549,"Brighton Rd, 10","109",-45.9046106,170.4216525,"5900_2C"
550,"Neill St, 5","623",-45.9012256,170.4246728,"5900_2C"
551,"Brighton Rd, Cemetery","126",-45.9291306,170.3849344,"5900_3B"
552,"Gordon Rd, Glasgow St Busbay","339",-45.8747089,170.3479817,"5900_3C"
553,"Hagart Alexander Drive, 150","1166",-45.881921,170.358075,"5900_3C"
554,"Musselburgh Rise, opposite Wardlaw St","616",-45.8979528,170.5138867,"5900_2A"
555,"Easther Cres, 7","245",-45.8995092,170.4844278,"5900_2B"
556,"Kaikorai Valley Rd, 232","453",-45.8720597,170.4727983,"5900_2E"
557,"Brighton Rd, 44","95",-45.9079989,170.4196417,"5900_2C"
558,"Brighton Rd, 944","130",-45.9446744,170.3364778,"5900_3B"
559,"Ryehill St, 6","830",-45.8988764,170.4755422,"5900_2B"
560,"Ocean Grove Terminus","994",-45.9036203,170.5496408,"5900_2A"
561,"Royal Cres, cnr Musselburgh Rise","821",-45.8987386,170.5115397,"5900_2A"
562,"Main South Rd, cnr Morton St","940",-45.9005017,170.4551667,"5900_2D"
563,"South Rd, 187","904",-45.8943186,170.4859153,"5900_2B"
564,"Aberdeen Rd, 54","14",-45.9114817,170.4782283,"5900_2B"
565,"Hillhead Rd, 173","438",-45.9096053,170.4749783,"5900_2B"
566,"Gordon Rd, cnr Bruce St","347",-45.8831358,170.3529053,"5900_3C"
567,"Playfair St, 47","712",-45.89872,170.4800592,"5900_2B"
568,"Belgrave Cres, 71 Highgate","80",-45.8709319,170.4821958,"5900_2E"
569,"Taieri Rd, 155","962",-45.8638539,170.4828281,"5900_2E"
570,"Forbury Rd, 181","277",-45.9083794,170.487895,"5900_2B"
571,"Kirkcaldy St, 7","1031",-45.8996886,170.4942214,"5900_2B"
572,"Hillside Rd, 469","449",-45.8969336,170.4895708,"5900_2B"
573,"Quarry Rd, 108","787",-45.8927381,170.3571667,"5900_3C"
574,"Rattray St, 373","790",-45.8737056,170.4940339,"5900_1"
575,"Bath St, 23","81",-45.9486,170.3285575,"5900_3B"
576,"Station Rd, 20","931",-45.82003,170.6034931,"5900_3E"
577,"Kaikorai Valley Rd, 149","465",-45.8688017,170.4753981,"5900_2E"
578,"Glenmore St, opposite 6","326",-45.8393439,170.4954972,"5900_2F"
579,"Corstorphine Rd, 31","199",-45.9013125,170.4764761,"5900_2B"
581,"Macandrew Rd, 121","496",-45.8977094,170.4978989,"5900_2B"
582,"Carnock Rd, cnr Stepney Ave","167",-45.8127025,170.6767089,"5900_3A"
583,"Highgate, 749","1106",-45.8564769,170.5057194,"5900_2E"
584,"South Rd, 110","902",-45.8920094,170.4887553,"5900_1/2B"
585,"Hillside Rd, 557","450",-45.8980172,170.4869481,"5900_2B"
586,"Silverton St, 23","896",-45.8948169,170.5282956,"5900_2A"
587,"Borlases Rd, cnr Blueskin Rd","83",-45.8184697,170.61448,"5900_3E"
588,"Chapman St, 160","180",-45.8547097,170.4935911,"5900_2E"
589,"Sidey St, 36","881",-45.8981878,170.4753922,"5900_2B"
590,"Brighton Rd, 590","101",-45.9346911,170.3703094,"5900_3B"
591,"Great King St, 806","357",-45.8581619,170.5141847,"5900_1"
592,"Forbury Rd, opposite 74","284",-45.9025992,170.4869247,"5900_2B"
593,"Main South Road, cnr Morton St","943",-45.90057,170.4553406,"5900_2D"
594,"Harington Point Rd, cnr Pipikaretu Rd","369",-45.7982339,170.7194289,"5900_4A"
595,"Ross St, 43","817",-45.8713658,170.4841,"5900_2E"
596,"Highgate, 734","435",-45.8567833,170.5046775,"5900_2E"
597,"Harington Point Rd, 310","1147",-45.8235553,170.6709061,"5900_3A"
598,"Malvern St, opposite 311","551",-45.8419539,170.5015169,"5900_2F"
599,"South Rd, 239","917",-45.8954808,170.4831178,"5900_2B"
600,"Lachlan Ave, 89","1107",-45.8595944,170.5086028,"5900_1/2E"
601,"Highgate, 354","425",-45.8656647,170.4923525,"5900_2E"
602,"Malvern St, near Rockside Rd","1136",-45.8500236,170.5043631,"5900_2F"
602,"Malvern St, near Rockside Rd","1137",-45.85001,170.5044997,"5900_2F"
603,"Portobello Rd, cnr St Ronans Rd","752",-45.8762139,170.5803586,"5900_2A"
604,"Tahuna Rd, 145","957",-45.9029636,170.5332725,"5900_2A"
605,"South Rd, 487","912",-45.8966778,170.469015,"5900_2B"
606,"Bath St, 18","82",-45.9487178,170.3286081,"5900_3B"
607,"Kenmure Rd, 81","1098",-45.8763728,170.4755583,"5900_2E"
608,"Burns St, 47","624",-45.894263,170.489855,"5900_2B"
609,"Macandrew Rd, 1","505",-45.8948431,170.5049236,"5900_2A"
610,"Pine Hill Rd, 285","694",-45.8472083,170.5144544,"5900_2F"
611,"South Rd, 369-371","908",-45.8960347,170.4775706,"5900_2B"
612,"Larnach Rd, 219","1032",-45.8817131,170.5368939,"5900_2A"
613,"Larnach Rd, 199","1047",-45.8825519,170.5346811,"5900_2A"
614,"Larnach Rd, 175","1058",-45.8833922,170.5336733,"5900_2A"
615,"Reeve St, cnr District Rd","1051",-45.8262369,170.5973389,"5900_2G/3E"
616,"Port Chalmers Rd, cnr Wren Lane Path","847",-45.8404283,170.5856506,"5900_2G"
617,"Port Chalmers Rd, St Leonards","848",-45.8426431,170.5834644,"5900_2G"
618,"SH88, 147","842",-45.8668811,170.5439947,"5900_2G"
619,"Lachlan Ave, cnr Queens Drive","1045",-45.8570364,170.5075617,"5900_2E"
620,"Balmacewen Rd, 10","54",-45.8579358,170.4998556,"5900_2E"
621,"Hillhead Rd, 151","439",-45.9088858,170.4767206,"5900_2B"
622,"Portobello Rd, Challis Point","722",-45.8795092,170.5604903,"5900_2A"
623,"Main South Rd, 158","523",-45.9020128,170.4374442,"5900_2C"
624,"Marlow St, 79","562",-45.9014889,170.5186278,"5900_2A"
625,"David St, 51","221",-45.8978631,170.4832903,"5900_2B"
626,"Hislop St, 26","1038",-45.8474778,170.51864,"5900_2F"
