"stop_id","stop_name","stop_code","stop_lat","stop_lon","zone_id"
150,"George St, 590","293",-45.8645014,170.5091103,"5900_1"
151,"Rattray St, 150","792",-45.8772647,170.5011064,"5900_1"
152,"Macandrew Rd, 240","501",-45.9006753,170.4905914,"5900_2B"
153,"North Rd, 30","636",-45.8545436,170.5197792,"5900_1/2E"
154,"North Rd, 80","642",-45.8529692,170.5220097,"5900_2F"
155,"Andersons Bay Rd, 559","19",-45.8974369,170.5095153,"5900_2A"
156,"Princes St, 373","774",-45.8797794,170.50061,"5900_1"
157,"Princes St, 300","767",-45.8786278,170.5009939,"5900_1"
158,"Earls Rd, 65","240",-45.9087864,170.4791867,"5900_2B"
159,"Middleton Rd, 176","579",-45.9086864,170.4744364,"5900_2B"
160,"Stuart St, OBHS","954",-45.8706644,170.4969828,"5900_1"
161,"Taieri Rd, Nairn Street","978",-45.865221,170.485531,"5900_2E"
162,"Taieri Rd, 117","961",-45.8655842,170.4858306,"5900_2E"
163,"Mellor St, Cableways","1131",-45.8660056,170.4845217,"5900_2E"
164,"Andersons Bay Rd, 280","25",-45.8906356,170.5023919,"5900_1/2A"
165,"Gordon Rd, 13","154",-45.8844019,170.3537994,"5900_3C"
166,"Gordon Rd, 25","352",-45.8834553,170.3532439,"5900_3C"
167,"Midland St, cnr Portsmouth Drive","586",-45.8916311,170.5104347,"5900_2A"
168,"Green Island Super Stop (Outbound)","533",-45.9029294,170.4264436,"5900_2C"
169,"Opoho Rd, Gardens","669",-45.8563886,170.5232711,"5900_2F"
170,"George St Normal School","303",-45.8583283,170.5124222,"5900_1/2E"
171,"Opoho Rd, 11","670",-45.8551461,170.5193069,"5900_1/2E"
172,"Pine Hill Rd, 310","696",-45.8464125,170.5162139,"5900_2F"
173,"Harington Point Rd, cnr Tamatea Rd","366",-45.8005144,170.7119047,"5900_4A"
174,"South Rd, 545","915",-45.896557,170.465069,"5900_2B"
175,"South Rd, 252","906",-45.8958344,170.481945,"5900_2B"
176,"George St, 811","300",-45.86048,170.5112117,"5900_1"
177,"Pine Hill Rd, 258","702",-45.8479928,170.5126956,"5900_2F"
178,"Pryde St","783",-45.8479286,170.5201508,"5900_2F"
179,"Bank St, Layby","62",-45.8549425,170.5180794,"5900_1/2E"
180,"Duke St, 24","230",-45.8568133,170.5136914,"5900_1/2E"
181,"South Rd, Cemetery","918",-45.8906478,170.4941806,"5900_1"
182,"Duke St, 18","229",-45.8565478,170.5126456,"5900_1/2E"
183,"Prince Albert Rd, 136","761",-45.9058508,170.5089203,"5900_2B"
184,"Pine Hill Rd, 286","695",-45.8472433,170.5145581,"5900_2F"
185,"King Edward St, 413","481",-45.8992083,170.5032764,"5900_2B"
186,"Pine Hill Rd, 386","700",-45.8416544,170.5193711,"5900_2F"
187,"Tomahawk Rd, Ocean Grove","995",-45.9036928,170.5495761,"5900_2A"
189,"Main Rd Fairfield, 11","518",-45.8971928,170.4025308,"5900_3C"
190,"Main Rd Fairfield, 101","516",-45.8991572,170.3917056,"5900_3C"
191,"Main Rd Fairfield, 53","517",-45.8980467,170.3975408,"5900_3C"
192,"Quarry Rd, 1","786",-45.8861142,170.3546597,"5900_3C"
193,"Opoho Rd, Botanic Gardens","668",-45.8552661,170.5192778,"5900_1/2E"
195,"Main Rd Fairfield, cnr Morris Rd","520",-45.8999811,170.3866856,"5900_3C"
196,"North Rd, 204","629",-45.8496758,170.5278356,"5900_2F"
197,"Playfair St, 66","711",-45.8997017,170.4788031,"5900_2B"
198,"Pine Hill Rd, 344","698",-45.8445497,170.5177275,"5900_2F"
199,"Pine Hill Rd, 395","701",-45.8413064,170.5195214,"5900_2F"
200,"Stevenson Rd, 61","941",-45.9039361,170.4655381,"5900_2D"
201,"Main South Rd, 12","939",-45.9020672,170.4573672,"5900_2D"
202,"Kaikorai Valley Rd, 70","455",-45.8666822,170.4823186,"5900_2E"
203,"Highgate, 399","426",-45.8643711,170.4936047,"5900_2E"
204,"High St, 327","390",-45.8800392,170.4946461,"5900_1"
205,"Napier St, 6","620",-45.878874,170.479087,"5900_2E"
206,"Andersons Bay Rd, 486","30",-45.8967025,170.5086608,"5900_2A"
207,"Murano St, 64","596",-45.8842483,170.5397239,"5900_2A"
208,"Andersons Bay Rd, 521","21",-45.8962789,170.5076022,"5900_2A"
209,"High St, 246","387",-45.8790817,170.4974344,"5900_1"
210,"Musselburgh Rise, 140","610",-45.8976986,170.5208542,"5900_2A"
211,"Rosebery St, 47","812",-45.877026,170.477276,"5900_2E"
212,"Shiel Hill Terminus","879",-45.8856603,170.5449592,"5900_2A"
213,"King Edward St, 375","479",-45.8982236,170.5024431,"5900_2B"
214,"Portobello Rd, Turnbulls Bay","753",-45.8464303,170.6324258,"5900_3A"
214,"Portobello Rd, Turnbulls Bay","754",-45.8461808,170.6331253,"5900_3A"
215,"Albany St, Central Library","13",-45.8673633,170.5129228,"5900_1"
216,"Macandrew Rd, 122","497",-45.8975936,170.4979569,"5900_2B"
217,"King Edward St, 386","480",-45.8985775,170.5029006,"5900_2B"
218,"Castle St, 289","169",-45.8694394,170.5113175,"5900_1"
219,"Kaikorai Valley Rd, 704","1085",-45.8968789,170.4566383,"5900_2D"
220,"Kaikorai Valley Rd, 504","1087",-45.8859214,170.4640664,"5900_2D"
221,"Kaikorai Valley Rd, 461","463",-45.883125,170.4669247,"5900_2D"
222,"Taieri Rd, 366","981",-45.8564636,170.4735953,"5900_2E"
223,"Drivers Rd, 77","1190",-45.858765,170.500407,"5900_2E"
224,"Brockville Rd, 276","137",-45.8671114,170.4577956,"5900_2E"
225,"Gordon Rd, 63","343",-45.8796108,170.3510006,"5900_3C"
226,"Gordon Rd, 85","345",-45.8778258,170.3499592,"5900_3C"
227,"Hillside Rd, 168","440",-45.8935394,170.4975028,"5900_1/2A"
228,"Cumberland St, outside New World","5",-45.8711042,170.5085714,"5900_1"
229,"Magnetic St, 4","510",-45.8189033,170.6223586,"5900_3E"
231,"George St, 984","302",-45.8574136,170.5130978,"5900_1/2E"
232,"Glenpark Ave, 130","329",-45.8886453,170.4791314,"5900_2D"
233,"Mitchell Ave, 41","588",-45.8884683,170.4770536,"5900_2D"
234,"Portobello Rd, Broad Bay","718",-45.8479958,170.6221033,"5900_3A"
234,"Portobello Rd, Broad Bay","719",-45.8478733,170.6226533,"5900_3A"
235,"Portobello Rd, Nicholas St","743",-45.8385622,170.64477,"5900_3A"
236,"Portobello Rd, Glengyle St","732",-45.8885736,170.5226636,"5900_2A"
236,"Portobello Rd, Glengyle St","744",-45.8887628,170.5223767,"5900_2A"
237,"Portobello Rd, 275, cnr Irvine Rd","713",-45.8798139,170.5480303,"5900_2A"
238,"Portobello Rd, Rosehill Rd","749",-45.8760258,170.5806072,"5900_2A"
239,"Portobello Rd, Proctor Rd","748",-45.880145,170.5497683,"5900_2A"
240,"Andersons Bay Rd, 384","28",-45.8941672,170.5047728,"5900_2A"
241,"Portobello Rd, Castlewood Rd (Company Bay)","721",-45.8582019,170.60054,"5900_3A"
242,"Portobello Rd, Doon St","725",-45.8837647,170.527715,"5900_2A"
243,"Otakou Bus Shelter","678",-45.8038006,170.700155,"5900_4A"
244,"Portobello Rd, Dublin Bay","726",-45.8625561,170.5976739,"5900_3A"
244,"Portobello Rd, Dublin Bay","727",-45.8631533,170.5976756,"5900_3A"
245,"Severn St, 19","837",-45.8681994,170.3600236,"5900_3C"
246,"Kenmure Rd, 82","1104",-45.876255,170.4754069,"5900_2E"
247,"Kenmure Rd, 34","1099",-45.8746811,170.4777483,"5900_2E"
248,"Dale St, 2","213",-45.8612811,170.4867267,"5900_2E"
249,"School Stop - Macandrew","3037",-45.8997064,170.4932111,"5900_2B"
250,"Factory Rd, 86","270",-45.8709883,170.3579608,"5900_3C"
251,"Belford St, Reserve","79",-45.8853675,170.5333853,"5900_2A"
252,"Musselburgh Rise, 79","618",-45.8977006,170.5162831,"5900_2A"
253,"Highgate, 473","429",-45.8614031,170.4957989,"5900_2E"
254,"Highgate, Columba College","436",-45.8626364,170.4950172,"5900_2E"
255,"Stuart St, opposite Strathmore Cres","956",-45.8676078,170.4929372,"5900_1"
256,"Stuart St, cnr Strathmore Cres","950",-45.8676272,170.4925789,"5900_1"
257,"Stuart St, cnr Littlebourne Rd","953",-45.8685408,170.4947497,"5900_1"
258,"South Rd, 226","905",-45.8951875,170.4835117,"5900_2B"
259,"Stuart St, OBHS Tennis Courts","955",-45.8688514,170.4948564,"5900_1"
260,"Highgate, 343","424",-45.8660181,170.4918297,"5900_2E"
261,"North Rd, 236","631",-45.8491331,170.5294369,"5900_2F"
262,"North Rd, 169","644",-45.850275,170.5260186,"5900_2F"
263,"North Rd, 79","643",-45.8527156,170.5222042,"5900_2F"
264,"Tomahawk Rd, 286","993",-45.9035211,170.5456911,"5900_2A"
265,"Highcliff Rd, 80","418",-45.8950967,170.5369419,"5900_2A"
268,"SH88, opposite Athol Place","862",-45.8653933,170.5590883,"5900_2G"
269,"Ross St, 10","815",-45.8717314,170.4863336,"5900_2E"
270,"Aberdeen Rd, 12","12",-45.9108561,170.4821542,"5900_2B"
271,"Macandrew Rd, 175","494",-45.8988719,170.49519,"5900_2B"
272,"Princes St, opposite Jean McLean Pavilion","777",-45.8883017,170.4960483,"5900_1"
273,"Hillside Rd, 200","445",-45.8941819,170.4959308,"5900_2B"
274,"Brockville Terminus","146",-45.8671167,170.4542419,"5900_2E"
275,"Dundas St, 141","232",-45.8629786,170.5200736,"5900_1"
276,"Harington Point Rd, cnr Golf Course Rd","367",-45.8076139,170.6986039,"5900_4A"
277,"Hillside Rd, 618","443",-45.8985528,170.4853378,"5900_2B"
278,"Balmacewen Rd, 206","57",-45.8539664,170.4865878,"5900_2E"
279,"Lynn St, cnr Balmacewen Rd","493",-45.8541561,170.4860142,"5900_2E"
280,"Musselburgh Rise, 195","615",-45.8961967,170.5243769,"5900_2A"
281,"Highcliff Rd, 160","409",-45.8913186,170.5407794,"5900_2A"
282,"George St, 788","299",-45.8606558,170.5112706,"5900_1"
283,"Brockville Rd, 247","141",-45.8663964,170.4606167,"5900_2E"
284,"Silverton Rd, 72","895",-45.8967239,170.530725,"5900_2A"
285,"Highcliff Rd, 157","408",-45.8913611,170.5405992,"5900_2A"
286,"Bay View Rd, 111","66",-45.9014397,170.4990911,"5900_2B"
287,"Moreau St, crn Bellona St","5015",-45.903809,170.498687,"5900_2B"
288,"Hillside Rd, 17","1184",-45.891656,170.502537,"5900_1/2A"
289,"Crichton St, 9","208",-45.8567608,170.4848764,"5900_2E"
290,"Nairn St, 70","1049",-45.8630428,170.4880717,"5900_2E"
291,"Tomahawk Rd, Cemetery","996",-45.9030711,170.5336592,"5900_2A"
292,"High St, 310","389",-45.8798394,170.4949444,"5900_1"
293,"Kaikorai Valley Rd, 47","454",-45.8666647,170.4828981,"5900_2E"
294,"Brockville Rd, 19","139",-45.8680828,170.4742275,"5900_2E"
295,"Main Rd Fairfield, 12","515",-45.8970981,170.4022044,"5900_3C"
296,"Careys Bay Hotel","166",-45.8079856,170.6225131,"5900_3E"
297,"Highcliff Rd, 114","407",-45.8936194,170.5387358,"5900_2A"
298,"South Rd, 438","909",-45.8973994,170.4724733,"5900_2B"
299,"SH88, St Leonards","851",-45.8426439,170.5836331,"5900_2G"
300,"Albany St, Musem Reserve","16",-45.866665,170.5104489,"5900_1"
301,"Reeve St, cnr Shandon St","1052",-45.8258414,170.5995003,"5900_2G/3E"
302,"Malcom St, cnr Frederick St","1139",-45.8685708,170.5099883,"5900_1"
303,"Harrington St, cnr Fox St","372",-45.8246958,170.6171158,"5900_3E"
304,"Clyde St, 61","189",-45.866692,170.51611,"5900_1"
305,"Forbury Rd, 213","279",-45.9100564,170.4892894,"5900_2B"
306,"Stevenson Rd, 59","933",-45.8184219,170.6019694,"5900_3E"
307,"Pine Hill Rd, 164","689",-45.8511053,170.5089811,"5900_2F"
308,"Princes St, 398","771",-45.8802628,170.5000806,"5900_1"
309,"King Edward St, 19","473",-45.8908156,170.496135,"5900_1"
310,"Macandrew Rd, 252","503",-45.9013442,170.4889647,"5900_2B"
311,"Magnetic St, 34","511",-45.8207717,170.6216206,"5900_3E"
312,"Stevenson Ave, 17","934",-45.8162753,170.6049469,"5900_3E"
313,"Stevenson Ave, 2","936",-45.8163225,170.6047586,"5900_3E"
314,"Kaikorai Valley College, Main Entrance","1089",-45.8815917,170.4681911,"5900_2D"
315,"Glenmore St, 6","325",-45.8393756,170.4954803,"5900_2F"
316,"Quarry Rd, 111","785",-45.8929275,170.3573061,"5900_3C"
317,"Bond Street Terminus","Palmerston",-45.485363,170.714549,"5900_5"
318,"SH88, St Leonards Drive North","840",-45.8472558,170.5787786,"5900_2G"
319,"Portobello Rd, Edwards Bay","729",-45.8429592,170.6408983,"5900_3A"
320,"Eastbank St, 8","243",-45.8882128,170.5290831,"5900_2A"
321,"Larnach Rd, 2","486",-45.890845,170.5262167,"5900_2A"
322,"Scott St, Scout Hall","835",-45.8886569,170.5276097,"5900_2A"
323,"Helensburgh Rd, 266","380",-45.8516828,170.4835017,"5900_2E"
324,"High St, 403","392",-45.8811872,170.4908536,"5900_1"
325,"Fairfield, Main Rd, 48","521",-45.8979836,170.3973444,"5900_3C"
326,"Princes St, The Oval","776",-45.8849394,170.4976978,"5900_1"
327,"Cavell St, 130","174",-45.9030667,170.5232639,"5900_2A"
328,"King Edward St, 20","474",-45.8907544,170.4962761,"5900_1"
329,"Taieri Rd, 416","972",-45.8551139,170.4679844,"5900_2E"
330,"Princes St, 283","782",-45.8785681,170.5012822,"5900_1"
331,"Helensburgh Rd, 298","381",-45.8508344,170.481575,"5900_2E"
332,"Morris Rd, cnr Coach Rd","595",-45.899895,170.3856708,"5900_3C"
333,"Hillside Rd, 319","1060",-45.8953842,170.4933242,"5900_2B"
334,"Morris Rd, 97","1143",-45.8962275,170.3588325,"5900_3C"
335,"Mornington Rd, opposite 7","592",-45.8903008,170.4721056,"5900_2D"
336,"Helensburgh Terminus","1000",-45.8522036,170.4785969,"5900_2E"
337,"Middleton Rd, 142","580",-45.9076042,170.4767517,"5900_2B"
338,"Kenmure Rd, 144","468",-45.8790736,170.4766008,"5900_2E"
339,"Eglinton Rd, cnr Queens Drive","396",-45.8822431,170.4870236,"5900_1"
340,"High St, 440","394",-45.8816917,170.4888442,"5900_1"
341,"Musselburgh Rise, cnr Silverton Street","617",-45.8947264,170.5274942,"5900_2A"
342,"Silverton Rd, 50","894",-45.8958872,170.5299044,"5900_2A"
343,"Queen St, cnr Pearce St","788",-45.9490811,170.3260258,"5900_3B"
344,"Brighton Terminus","999",-45.9503128,170.3233608,"5900_3B"
345,"Brighton Rd, 1016","93",-45.9470328,170.3321119,"5900_3B"
346,"Highcliff Rd, 196","411",-45.8897806,170.5410653,"5900_2A"
347,"Pine Hill Rd, cnr Bank St","705",-45.8537358,170.5134511,"5900_2F"
349,"St Leonards Drive, cnr Kiwi St","872",-45.8498128,170.5779817,"5900_2G"
350,"Scobie Rd, 66","834",-45.8837897,170.5379236,"5900_2A"
351,"Portobello Rd, 562 (Company Bay)","720",-45.8582697,170.6006481,"5900_3A"
352,"Elgin Rd, 170","1034",-45.8893664,170.4731853,"5900_2D"
353,"Hillside Rd, 406","441",-45.8959311,170.4916889,"5900_2B"
354,"Rosebery St, 5","813",-45.877691,170.479749,"5900_2E"
355,"Musselburgh Rise, 84","614",-45.8977964,170.5165586,"5900_2A"
356,"Portobello Rd, Marion St","738",-45.8721503,170.5891964,"5900_3A"
356,"Portobello Rd, Marion St","739",-45.8717253,170.5895058,"5900_3A"
357,"Highcliff Rd, 38","415",-45.8967131,170.5344939,"5900_2A"
358,"Malvern St, 182","544",-45.8466725,170.5063528,"5900_2F"
359,"SH88, Jessie St","856",-45.8629264,170.5642472,"5900_2G"
360,"Pine Hill Rd, 192","690",-45.8498683,170.5102242,"5900_2F"
361,"Bay View Rd, 71","71",-45.8997592,170.5030889,"5900_2B"
362,"Bay View Rd, 87","72",-45.90049,170.5013836,"5900_2B"
363,"Brighton Rd, cnr Wavy Knowes Dr","114",-45.9212269,170.4075547,"5900_3B"
364,"Brockville Rd, 224","133",-45.8648136,170.4618342,"5900_2E"
365,"Highgate, 280","423",-45.8676108,170.4895008,"5900_2E"
366,"SH88, opposite 253","860",-45.8660314,170.5560014,"5900_2G"
367,"High St, 184","386",-45.8785336,170.4992378,"5900_1"
368,"High St, 412","393",-45.8812464,170.4903019,"5900_1"
369,"High St, 382","391",-45.8807597,170.4919114,"5900_1"
370,"Larnach Rd, 237","485",-45.8826722,170.5390275,"5900_2A"
371,"Belford St, 68","77",-45.8875933,170.5307025,"5900_2A"
372,"Belford St, 94","78",-45.8863831,170.5321594,"5900_2A"
373,"Belford St, 144","76",-45.8835617,170.5354597,"5900_2A"
374,"Middleton Rd, 240","577",-45.9093589,170.4701433,"5900_2B"
376,"Corstorphine Rd, 143","197",-45.9062578,170.4707958,"5900_2B"
377,"Middleton Rd, 285","585",-45.91028,170.4651203,"5900_2B"
378,"South Rd, 350","919",-45.8959978,170.4784347,"5900_2B"
379,"Playfair St, 2","710",-45.8964839,170.4803344,"5900_2B"
380,"Portobello Rd, 649","741",-45.8488936,170.6189336,"5900_3A"
381,"Highgate, 53","1103",-45.8716261,170.4816253,"5900_2E"
382,"Ross St, 50","819",-45.8711358,170.4834853,"5900_2E"
383,"Highgate, 21","1102",-45.8727164,170.4802172,"5900_2E"
384,"Highgate, 227","421",-45.8688422,170.4869519,"5900_2E"
385,"Castle St, 201","170",-45.8712789,170.51029,"5900_1"
386,"SH88, District Rd","853",-45.8290567,170.5929133,"5900_2G"
386,"SH88, District Rd","1056",-45.8287258,170.5931556,"5900_2G"
387,"Andersons Bay Rd, 357","20",-45.8932075,170.5037789,"5900_2A"
388,"Kaikorai Valley Rd, 200","452",-45.8703056,170.4738936,"5900_2E"
389,"Kaikorai Valley Rd, 150","451",-45.8681494,170.4769647,"5900_2E"
390,"South Rd, 400","1123",-45.8963067,170.4752633,"5900_2B"
391,"David St, 42","220",-45.8975167,170.4828547,"5900_2B"
392,"Royal Cres, opposite Culling Park","825",-45.9027042,170.5132883,"5900_2A"
393,"Great King St, 686","356",-45.8601775,170.51305,"5900_1"
394,"Gladstone Rd, 184","320",-45.8489847,170.5136725,"5900_2F"
395,"Macandrew Rd, 257","1122",-45.9013906,170.4890644,"5900_2B"
396,"Balmacewen Rd, cnr Blantyne Rd","1119",-45.8537753,170.4851347,"5900_2E"
397,"Macandrew Rd, 67","507",-45.8965928,170.5006042,"5900_2B"
398,"Royal Cres, 17","824",-45.9006822,170.5123975,"5900_2A"
399,"Marlow St, 86","563",-45.9009183,170.5194039,"5900_2A"
400,"Arthur St, Otago Boys","5011",-45.872051,170.495682,"5900_1"
401,"Highgate, 408","427",-45.8638408,170.4943372,"5900_2E"
402,"Harington Point Rd, 932","370",-45.7946555,170.7265822,"5900_4A"
403,"Portobello Rd, Porterfield St","716",-45.8651433,170.5974275,"5900_3A"
403,"Portobello Rd, Porterfield St","717",-45.8651044,170.5975189,"5900_3A"
404,"Harington Point Rd, 238","371",-45.8300514,170.6717767,"5900_3A"
405,"Malvern St, 220","546",-45.8447586,170.5064333,"5900_2F"
406,"Glenpark Ave, 72","328",-45.8857186,170.4805753,"5900_2D"
407,"Marlow St, 62","561",-45.9022133,170.5177297,"5900_2A"
408,"SH88, Moller Park","869",-45.8684403,170.5412003,"5900_2G"
409,"Waimea Ave, 92","1020",-45.8982544,170.46839,"5900_2B"
410,"Kaikorai Valley Rd, 566","1086",-45.8898267,170.4615658,"5900_2D"
411,"Kaikorai Valley Rd, 624","1077",-45.8932231,170.4596486,"5900_2D"
412,"Stevenson Ave, 54","935",-45.8184225,170.6018292,"5900_3E"
413,"Malvern St, 397","289",-45.8384456,170.4988256,"5900_2F"
414,"Rattray St, Arthur St School","794",-45.8736158,170.4942994,"5900_1"
415,"Isadore Rd, 45","1041",-45.9113364,170.47618,"5900_2B"
416,"Isadore Rd, 15","1042",-45.9100756,170.4751069,"5900_2B"
417,"Main South Rd, 142","530",-45.9018322,170.4399856,"5900_2C"
418,"Glenpark Ave, opposite 56","331",-45.8847622,170.4811053,"5900_2D"
419,"Glenpark Ave, 35","332",-45.8836275,170.4816697,"5900_2D"
420,"Garden Village Terminus","290",-45.8443653,170.4999494,"5900_2F"
421,"Gordon Rd, 43","338",-45.8811186,170.3520992,"5900_3C"
422,"Brockville Rd, 248","134",-45.8663861,170.4607725,"5900_2E"
423,"Brockville Rd, 48","136",-45.8665558,170.4728958,"5900_2E"
424,"South Rd, 172","903",-45.8939161,170.4865936,"5900_2B"
425,"Factory Rd, 75","264",-45.8714056,170.3558075,"5900_3C"
426,"Morris Rd, cnr Chain Hill Rd","593",-45.8982911,170.3687192,"5900_3C"
426,"Morris Rd, cnr Chain Hill Rd","594",-45.8981103,170.3683383,"5900_3C"
427,"Main South Rd, 188","522",-45.9020447,170.4333739,"5900_2C"
428,"Main South Rd, 168","526",-45.9022269,170.4357644,"5900_2C"
429,"Hillside Rd, 520","444",-45.8977569,170.4872592,"5900_2B"
430,"Corstorphine Rd, 12","195",-45.9011367,170.4767375,"5900_2B"
431,"South Rd, 289","925",-45.8962567,170.4807797,"5900_2B"
432,"Royal Tce, 68","827",-45.8652231,170.5048261,"5900_1"
433,"Balmacewen Rd, 185","56",-45.8539433,170.4890469,"5900_2E"
434,"South Rd, Princes St","901",-45.8882783,170.4958881,"5900_1"
435,"Opoho Rd, cnr Lovelock Ave","667",-45.8574806,170.5267461,"5900_2F"
436,"Brighton Rd, 45","97",-45.9083061,170.419375,"5900_2C"
438,"Borlases Rd, opposite anchor","85",-45.8190886,170.6091944,"5900_3E"
439,"Kaikorai Valley Rd, 394","1130",-45.8800564,170.4696536,"5900_2D"
440,"Kaikorai Valley Rd, 306","1090",-45.8757111,170.4710589,"5900_2E"
441,"Main South Rd, 19","946",-45.9019706,170.4574347,"5900_2D"
442,"Mulford St, 56","1165",-45.9035272,170.4611631,"5900_2D"
443,"Mulford St, 41","1164",-45.9033003,170.4577011,"5900_2D"
445,"SH88, Noyna Rd","1054",-45.8233117,170.6024672,"5900_3E"
445,"SH88, Noyna Rd","1055",-45.8232539,170.6022733,"5900_3E"
446,"Kaikorai Valley Rd, 93","456",-45.8675103,170.4800764,"5900_2E"
447,"Signal Hill Rd, 44","889",-45.8554444,170.5293231,"5900_2F"
448,"Kaikorai Valley Rd, 270","460",-45.8739853,170.4717647,"5900_2E"
449,"George St, 1011","311",-45.8565431,170.5134336,"5900_1/2E"
450,"Earls Rd, 39","239",-45.9100511,170.4798944,"5900_2B"
451,"Eglinton Rd, 154","248",-45.8824094,170.4844494,"5900_1/2C"
452,"Middleton Rd, 2","578",-45.9024914,170.4840783,"5900_2B"
453,"Portobello Rd, Seaton Rd","750",-45.8392417,170.6424294,"5900_3A"
454,"Drivers Rd, 4","226",-45.8610311,170.5045389,"5900_1/2E"
455,"Hillside Rd, 482","442",-45.8969706,170.4891697,"5900_2B"
456,"Mayfield Ave, 63","564",-45.8553311,170.4859133,"5900_2E"
457,"Bryant St, 3","152",-45.8856267,170.4674228,"5900_2D"
458,"Glenpark Ave, 71","327",-45.8859586,170.4805206,"5900_2D"
459,"Malvern St, 28","548",-45.8529497,170.5082067,"5900_2F"
460,"Larnach Rd, 127","1046",-45.8848878,170.5300625,"5900_2A"
461,"Highgate, 516","430",-45.8600425,170.4968144,"5900_2E"
462,"Kaikorai Valley Rd, 241","462",-45.8727631,170.4724553,"5900_2E"
463,"Midland Street, Edgar Centre","5012",-45.891621,170.510709,"5900_1"
464,"Portobello Rd, 549 (Company Bay)","1145",-45.8598664,170.5982133,"5900_3A"
465,"Balmacewen Rd, 109","1105",-45.8544153,170.4940592,"5900_2E"
466,"Eglinton Rd, cnr High St","251",-45.8826458,170.4858864,"5900_1"
467,"Mornington Rd, 50","1111",-45.8905619,170.4684367,"5900_2D"
468,"Glenholm St, opposite 55","322",-45.8413192,170.4963531,"5900_2F"
469,"Brighton Rd, Island Park","125",-45.9231028,170.4000344,"5900_3B"
470,"Musselburgh Rise, 141","611",-45.897595,170.5209303,"5900_2A"
471,"Taieri Rd, 466","975",-45.8540261,170.4632806,"5900_2E"
472,"Taieri Rd, Fern Tree Reserve","977",-45.8613347,170.4791392,"5900_2E"
473,"Highgate, 271","422",-45.8677389,170.4890617,"5900_2E"
474,"Highgate, 8","1101",-45.8730192,170.4802031,"5900_2E"
475,"Elgin Rd, 44","253",-45.8830317,170.4754528,"5900_2D"
476,"Brighton Rd, 336","115",-45.9221175,170.404025,"5900_3B"
477,"Princes St, Jean McLean Pavillion","772",-45.8885775,170.4962189,"5900_1"
478,"King Edward St, 220","475",-45.8951947,170.5000311,"5900_2B"
479,"David St, 3","219",-45.8962189,170.4819553,"5900_2B"
480,"Ashmore St, 111","43",-45.8584278,170.4634494,"5900_2E"
481,"Ashmore St, 97","49",-45.8578003,170.4645656,"5900_2E"
482,"High St, opposite High St School","385",-45.8819372,170.4883975,"5900_1"
483,"Dundas St, 113","233",-45.8624061,170.5179897,"5900_1"
484,"Highgate, 557","433",-45.8586294,170.4983914,"5900_2E"
485,"SH88, opposite 173 ( by Adderley Tce)","1053",-45.8670217,170.5486431,"5900_2G"
486,"Harrington St, 26","374",-45.822695,170.6194853,"5900_3E"
487,"Malvern St, opposite 279","547",-45.8426014,170.50337,"5900_2F"
488,"Taieri Rd, 321","969",-45.8566439,170.4739292,"5900_2E"
489,"Taieri Rd, 319","983",-45.8571439,170.4767561,"5900_2E"
490,"Gordon Rd, 6","191",-45.8844478,170.3536689,"5900_3C"
491,"Main South Rd, 298 Sunnyvale","524",-45.9015378,170.4190131,"5900_2C"
492,"Highgate, 807","1108",-45.8583008,170.5005822,"5900_2E"
493,"Brockville Rd, 162","132",-45.8661581,170.465365,"5900_2E"
494,"Highcliff Rd, 113","419",-45.8934511,170.5388083,"5900_2A"
495,"Main South Rd, opposite Sunninghurst Drive","534",-45.8978481,170.4086469,"5900_3C"
496,"Karitane, SH1","Karitane",-45.618005,170.638157,"5900_4B"
498,"Brockville Rd, 110","131",-45.8653508,170.4690231,"5900_2E"
499,"King Edward St, 300","477",-45.8967531,170.5013186,"5900_2B"
500,"Moreau St, crn Douglas St","5017",-45.906296,170.500776,"5900_2B"
501,"Malvern St, opposite 63","559",-45.8514103,170.5063006,"5900_2F"
502,"Tomahawk Rd, opposite 181","1120",-45.9035922,170.5363469,"5900_2A"
503,"Musselburgh Rise, 1","609",-45.8980408,170.5109525,"5900_2A"
504,"SH88, 227","844",-45.8661153,170.5534286,"5900_2G"
505,"Tahuna Rd, Golf Course","959",-45.9027872,170.5289222,"5900_2A"
506,"SH88, Athol Place","852",-45.8651864,170.5592636,"5900_2G"
507,"George St, 504","292",-45.8658664,170.5083367,"5900_1"
508,"Glenmore St, 38","323",-45.8403097,170.4971367,"5900_2F"
509,"Tomahawk Rd, Lagoon","991",-45.9039344,170.5419378,"5900_2A"
509,"Tomahawk Rd, Lagoon","997",-45.9040214,170.5418467,"5900_2A"
510,"Wilkinson St, 25","1021",-45.8463258,170.5189592,"5900_2F"
511,"Pine Hill Rd, 118","688",-45.8526211,170.5116531,"5900_2F"
512,"South Rd, 36","907",-45.89172,170.4941006,"5900_1"
513,"Tahuna Rd, 109","958",-45.9027547,170.5298286,"5900_2A"
515,"Waitati","Waitati",-45.746747,170.568781,"5900_3D"
516,"Hartstonge Ave, 11","375",-45.8716353,170.3495378,"5900_3C"
517,"Signal Hill Rd, 5","890",-45.8570919,170.5272319,"5900_2F"
518,"Cumberland St, 764","1010",-45.8630281,170.5132956,"5900_1"
519,"Hillside Rd, 247","447",-45.8942986,170.4959639,"5900_2B"
