coded_id,road,intersection,severity,crash_date,movement,veh1,veh1_c,veh2,veh2_c,road_wet,road_curve,light,junction,lat,lng
1179594, LONGLANDS ROAD EAST,0,M,2019-03-06,GD,C,102-112-181,C,102,D,S,B,D,-39.669403,176.820221
1177468, RIVERSLEA ROAD SOUTH,0,S,2019-01-18,CB,M,103-420-518,,,D,S,D,N,-39.649635,176.84816
1179949,002-0483,0,M,2019-03-20,DF,C,103-121,,,D,C,D,N,-38.94841,177.803772
1195231,002-0483,0,N,2019-02-28,DE,C,103-129,,,D,C,T,N,-38.963341,177.790009
1197893,002-0483,0,N,2019-03-29,DB,C,103-132,,,W,C,O,N,-38.952271,177.789688
1208874,002-0483,0,N,2019-07-10,DB,T,102-129,,,D,C,B,N,-38.934643,177.799576
1191717,002-0483,0,N,2018-12-01,DE,C,102-123-131,,,W,C,O,N,-38.961433,177.791122
1185722,002-0483,0,N,2019-02-07,DB,C,102-195,,,W,C,D,N,-38.921432,177.804688
1195945,002-0497,0,N,2019-03-07,BC,C,111-505,T,,D,C,B,N,-39.043407,177.683044
1182635,002-0497,0,S,2019-04-22,DC,C,134,,,D,C,D,N,-39.040676,177.718735
1209416,002-0497,0,N,2019-07-13,CC,C,102-125-197,K,,D,S,O,N,-39.043983,177.669678
1206228,002-0516,0,N,2019-06-18,FA,C,181-357,C,191-357,D,S,D,N,-39.027298,177.422974
1190824,002-0516,0,N,2018-11-25,BA,K,125,U,,D,S,O,N,-39.029339,177.523254
1209706,002-0516,0,M,2019-11-23,EO,C,102-514,C,102,D,S,D,N,-39.029804,177.526093
1213951,002-0516,0,M,2020-01-04,DB,M,102-135,,,D,C,B,N,-39.02681,177.437561
1209559,002-0516,0,M,2019-09-01,DE,M,102-130-402,,,D,C,B,N,-39.026718,177.481354
1192636,002-0516,0,N,2018-12-12,DE,U,102-129-350,,,D,C,B,N,-39.017635,177.450775
1183994,002-0533,0,N,2019-01-13,AA,C,101-381,C,,D,S,B,N,-39.038074,177.412201
1204111,002-0533,0,M,2019-05-30,EO,C,102-132-341,T,102,D,C,B,N,-39.033646,177.369431
1207748,002-0533,0,N,2019-06-28,KB,B,102,C,102-308-363,D,S,B,D,-39.035496,177.417801
1178593,002-0533,0,M,2019-02-04,DB,T,129-412,,,D,C,B,N,-39.038383,177.407425
1213247,002-0533,0,N,2019-08-14,QG,T,103-660,,,W,C,D,N,-39.040352,177.391113
1198413,002-0544,0,N,2019-04-04,CB,4,103-129-412,,,W,S,D,N,-39.091141,177.277069
1207921,002-0544,0,S,2019-11-03,DA,M,102-135,,,D,C,B,N,-39.066208,177.300491
1190953,002-0544,0,N,2018-11-26,DE,4,102-118-131,,,W,C,O,N,-39.066177,177.300735
1192733,002-0544,0,N,2018-12-13,DB,C,103-412,,,D,C,O,N,-39.069557,177.298538
1200251,002-0544,0,N,2019-04-22,BB,C,102-123-410,4,,W,C,D,N,-39.077888,177.283035
1177837,002-0544,0,M,2016-08-15,FD,U,181,C,,D,S,B,N,-39.035275,177.311356
1181699,002-0544,0,M,2019-04-11,DF,H,101-121,O,,D,C,O,N,-39.065601,177.298111
1199663,002-0544,0,N,2019-04-16,DE,C,129-410,,,D,C,O,N,-39.075447,177.285278
1036237,002-0562,0,F,2015-11-07,AA,C,109-330-371-532-532,C,150,D,C,B,N,-39.064655,177.120621
1208166,002-0562,0,N,2019-07-02,AB,C,103-156,U,103,D,C,D,N,-39.064068,177.119995
1178309,002-0562,0,M,2019-01-24,DF,U,195,,,W,C,O,N,-39.090065,177.197708
1184528,002-0562,0,N,2019-01-21,CC,C,102-134-410,,,D,S,B,N,-39.083683,177.154572
1207913,002-0577,0,S,2019-10-29,DB,C,102-137-402-410,,,D,C,B,N,-39.091553,177.00882
1183843,002-0577,0,N,2019-01-11,DB,C,118-132-336,,,D,C,B,N,-39.097824,177.010284
1185348,002-0577,0,N,2019-02-02,DB,V,119-135-404,,,W,C,O,N,-39.064423,177.030289
1186288,002-0577,0,N,2016-10-22,DC,C,103-111-131-402,,,D,C,O,N,-39.056236,177.067749
1195770,002-0592,0,M,2019-07-27,DF,M,101-131,U,102,D,C,B,N,-39.148277,176.962524
1192685,002-0592,0,N,2018-12-13,CC,U,102-118-135,,,W,S,O,N,-39.148235,176.965317
1182374,002-0592,0,N,2018-12-23,DE,C,135,,,W,C,T,N,-39.147011,176.968948
1192503,002-0592,0,N,2018-12-10,FE,U,331,C,,D,C,B,N,-39.189518,176.900482
1213646,002-0592,0,S,2019-12-14,DB,M,102-111-131,,,D,C,B,N,-39.189857,176.900238
1200827,002-0592,0,M,2019-09-07,DF,C,111,,,W,C,T,N,-39.195454,176.896881
1211893,002-0592,0,N,2019-08-04,DC,C,102-118-130,,,W,C,O,N,-39.195713,176.896851
1179968,002-0592,0,M,2019-03-21,DB,C,102-116-135-336,,,D,C,O,N,-39.195625,176.896881
1144689,002-0608,0,F,2018-08-13,DH,M,102-135,,,D,C,O,N,-39.20932,176.88327
1189907,002-0608,0,N,2018-11-15,DE,U,131,,,D,C,B,N,-39.266098,176.891571
1185338,002-0608,0,N,2019-02-02,DE,4,102-118-135,,,W,C,O,N,-39.219872,176.888657
1190125,002-0608,0,N,2018-11-18,DE,U,129,,,D,C,B,N,-39.278568,176.88768
1206927,002-0608,0,M,2019-10-26,DF,C,102-121,,,D,C,B,N,-39.21434,176.886414
1202661,002-0626,0,N,2019-05-15,DB,C,103-111-131,,,D,C,D,N,-39.389988,176.882904
1185909,002-0638,0,N,2019-02-10,CA,C,412,,,D,S,B,N,-39.467987,176.875504
1203463,002-0638,0,M,2019-09-24,FD,C,103-112-331,V,,D,S,O,N,-39.411053,176.871262
1185429,002-0638,0,N,2019-02-02,DC,C,135,,,W,C,O,N,-39.400066,176.873566
1204300,002-0638,0,N,2019-05-31,DC,C,123-410,,,D,C,D,N,-39.405769,176.87175
1206086,002-0638,0,N,2019-06-16,CB,U,102-504,,,D,S,B,N,-39.47295,176.877014
1197636,002-0638,0,S,2019-08-09,BA,C,102-125,C,102,D,S,T,N,-39.427364,176.871124
1036200,002-0638,0,F,2015-09-30,NA,T,,,,D,S,B,N,-39.474308,176.877075
1192572,002-0647/1.53-I,0,N,2018-12-11,CC,C,118-133,,,W,S,O,N,-39.486401,176.890381
1196828,002-0649-D-C050,0,N,2019-03-17,MG,C,,C,103-371-407,I,S,D,N,-39.491493,176.892014
1184044,002-0650/00.08,0,S,2019-05-03,MC,C,101-181-331,U,102-312-375,D,S,D,N,-39.513588,176.917755
1186116,002-0650/00.08,0,M,2019-04-20,FD,C,102-181,C,102,D,S,B,D,-39.527046,176.91803
1184749,002-0650/00.08,0,N,2019-01-25,GE,C,102-371,C,,D,S,D,D,-39.526985,176.917984
1182349,002-0650/00.08,0,N,2018-12-23,BA,C,102-125-412,C,102,D,S,O,N,-39.504433,176.910172
1198826,002-0650/00.08,0,N,2019-04-08,FD,C,102-112-181-350,U,103,D,S,O,N,-39.512894,176.917755
1207093,002-0650/00.08,0,S,2019-10-26,EA,4,102-129-414,C,,D,S,D,N,-39.49522,176.899368
1036050,002-0650/00.08,0,F,2015-03-11,CB,T,106-359-410,,,D,S,B,N,-39.512501,176.91774
1203675,002-0650/00.08,0,N,2019-05-25,DF,C,103-131-380,,,D,S,D,D,-39.512814,176.917755
1201019,002-0650/00.08,0,N,2019-04-30,LO,S,204,4,375,,S,U,N,-39.495228,176.898315
1212580,002-0650/00.08,0,M,2019-12-14,LB,C,102,T,102-303-375,D,S,B,D,-39.550262,176.921021
1193220,002-0661,0,N,2019-01-22,AC,K,159-357,O,,,S,U,N,-39.62429,176.885635
1184475,002-0661,0,N,2019-01-19,MA,U,102,C,102-375,D,S,B,N,-39.629623,176.871323
1214366,002-0661,0,N,2019-08-19,GD,4,102-331,C,102,D,S,B,D,-39.629658,176.870651
1179933,002-0661,0,S,2019-03-24,EB,S,129,B,102,D,S,B,N,-39.629658,176.870682
1209693,002-0661,0,M,2019-11-16,LO,S,,C,102-308-375,D,S,B,D,-39.58704,176.912003
1203456,002-0661,0,M,2019-09-11,BC,C,102-121-197-330,C,102,D,C,B,N,-39.592953,176.908646
1198689,002-0661,0,N,2019-04-06,DF,C,102-118-402-632,,,W,C,O,N,-39.582294,176.916641
1203718,002-0661,0,N,2019-05-25,CB,C,102-129-195-350,,,D,S,D,N,-39.624447,176.885422
1199506,002-0661,0,N,2019-04-14,JO,C,,C,308-330-375,D,S,O,D,-39.584328,176.914444
1190787,002-0678,0,N,2018-11-25,CB,C,102-129-130,,,W,S,O,N,-39.723038,176.764252
1193130,002-0678,0,M,2019-06-23,AB,U,102-152-420,C,102,W,C,T,N,-39.740974,176.732834
1203238,002-0678,0,N,2019-05-21,DC,U,102-414,,,D,C,B,N,-39.741051,176.732742
1208046,002-0678,0,N,2019-07-01,BC,C,102-121-359,T,102,D,C,T,N,-39.741192,176.732468
1183628,002-0678,0,S,2019-04-28,AD,M,102-135,,,D,S,O,N,-39.755337,176.712158
1212398,002-0678,0,S,2019-12-10,CB,T,102-129,,,D,S,B,N,-39.759499,176.706207
1203041,002-0691,0,N,2019-05-18,DE,C,131,,,D,C,D,N,-39.786751,176.680923
1191960,002-0691,0,N,2018-12-03,GA,U,333,C,,D,S,B,D,-39.776783,176.686142
1206491,002-0691,0,S,2019-10-13,CC,C,102-125-410,,,W,S,D,N,-39.802551,176.663925
1193016,002-0691,0,M,2019-07-10,CB,U,102-130-190-402,,,D,S,D,N,-39.801399,176.66571
1186555,002-0691,0,N,2017-12-29,DC,U,102-135,,,W,C,O,N,-39.813946,176.645691
1210342,002-0691,0,N,2019-07-23,AD,U,102-150,C,,W,S,O,N,-39.810989,176.651871
1186255,002-0691,0,N,2016-08-07,EC,C,,,,W,C,D,N,-39.812393,176.647766
1206924,002-0691/07.66,0,M,2019-10-24,CC,U,103-130-410,,,D,S,D,N,-39.860435,176.629028
1188985,002-0691/07.66,0,M,2019-05-31,CB,V,102-112-129-351,,,W,S,O,N,-39.828701,176.637665
1213627,002-0691/07.66,0,S,2019-12-10,DE,T,102-129-359,,,W,C,D,N,-39.849632,176.628494
1192754,002-0691/07.66,0,N,2018-12-13,DB,C,102-129-642,,,W,C,D,N,-39.870705,176.627487
1197013,002-0691/07.66,0,N,2019-03-19,FD,C,102-181-412,C,102,D,S,O,N,-39.873932,176.627182
1199910,002-0691/07.66,0,N,2019-04-18,QG,U,102-660,T,102,D,S,T,N,-39.852646,176.628098
1209116,002-0691/07.66,0,M,2019-11-09,DF,C,101-111-131,,,D,C,D,N,-39.865643,176.629074
1206699,002-0691/07.66,0,N,2019-06-21,CB,C,129,,,D,S,O,N,-39.893013,176.621765
1195284,002-0707,0,N,2019-03-01,CC,C,125-130-630,,,D,S,T,N,-39.907455,176.604141
1208041,002-0707,0,N,2019-07-01,MC,C,110,T,371,D,C,B,N,-39.895298,176.619705
1210634,002-0707,0,N,2019-07-26,CB,C,103-130-423,,,D,S,T,N,-39.94326,176.587784
1182575,002-0707,0,N,2018-12-25,DF,C,102-118-131-402,,,W,C,O,N,-39.971817,176.569183
1194542,002-0707,0,M,2019-07-22,CC,U,125-410,,,W,S,O,N,-39.925945,176.594986
1179357,002-0707,0,M,2019-02-26,CB,U,102-129-412,,,D,S,D,N,-39.929016,176.594482
1208099,002-0707,0,N,2019-07-02,CB,C,102-129-514,C,102,D,S,D,N,-39.991402,176.557922
1196273,002-0707,0,N,2019-03-10,DB,C,102-118-130,,,W,C,O,N,-39.954006,176.585098
1177828,002-0707,0,M,2016-07-19,DF,C,121-402,,,W,C,D,N,-39.951923,176.58551
1214382,002-0707,0,N,2019-08-20,BA,U,101-125-412,T,,D,S,B,N,-39.941113,176.590271
1207444,002-0721,0,M,2019-10-30,CC,C,103-125-130,,,D,S,D,N,-39.989349,176.518127
1195797,002-0721,0,M,2019-07-11,FD,C,103-112,C,102,D,S,D,N,-39.990025,176.523697
1199585,002-0729,0,N,2019-04-15,EC,C,102-375,,,D,S,O,D,-39.997913,176.41185
1205897,002-0729,0,N,2019-06-14,CB,C,102-129-410,,,D,S,D,N,-40.004166,176.392502
1191113,002-0729,0,N,2018-11-27,CB,C,129,,,W,S,O,N,-39.996189,176.42955
1212866,002-0729,0,N,2019-08-11,BA,C,125-410,V,,W,S,O,N,-39.993206,176.457367
1200856,002-0743,0,N,2019-04-29,FF,V,102-116-336-404,C,102,W,S,O,N,-40.042114,176.251938
1187153,002-0743,0,N,2018-08-12,CB,C,102-129-412,,,D,S,D,N,-40.020054,176.273392
1191344,002-0743,0,N,2018-11-29,DB,C,103-131,,,W,C,D,N,-40.020782,176.269455
1200463,005-0169,0,M,2019-09-01,DB,4,135,,,W,C,O,N,-38.973679,176.531281
1209082,005-0169,0,M,2019-11-15,BF,4,102-134-353,C,102,W,C,O,N,-38.97229,176.529022
1188993,005-0169,0,M,2019-05-31,DF,U,102-131,,,W,C,O,N,-38.974373,176.532074
1209540,005-0169,0,S,2019-11-17,CB,C,102-129-410,,,D,S,O,N,-38.927441,176.482681
1213800,005-0169,0,M,2019-12-25,DF,C,103-133,,,W,C,O,N,-38.974815,176.532272
1213277,005-0169,0,N,2019-08-15,DD,U,181-191,C,191,D,C,O,N,-38.970383,176.527573
1179779,005-0169,0,M,2019-03-12,CC,C,102-130-354,,,D,S,O,N,-38.916275,176.467377
1205186,005-0169,0,N,2019-06-07,DC,C,102-118-135,,,W,C,O,N,-38.924969,176.480682
1182991,005-0188,0,N,2018-12-31,FD,C,102-181,C,102-181,D,S,B,N,-38.981937,176.534515
1182674,005-0188,0,N,2018-12-26,DB,4,102-129-330,,,D,C,B,N,-38.998196,176.540909
1207925,005-0190,0,N,2019-06-30,DD,C,102-135,,,I,C,B,N,-39.00753,176.55278
1208004,005-0190,0,N,2019-06-30,DE,C,102-129-135,,,I,C,B,N,-39.012878,176.559662
1187036,005-0190,0,N,2018-08-02,DC,C,102-111,,,D,C,O,N,-39.002525,176.553436
1184113,005-0190,0,M,2019-04-28,BF,4,102-131,C,102,W,C,O,N,-39.020538,176.561188
1184436,005-0190,0,N,2019-01-19,DC,C,131,,,D,C,B,N,-39.001476,176.553131
1177741,005-0190,0,S,2019-03-11,DA,T,504,,,D,C,O,N,-39.055126,176.578857
1203524,005-0190,0,N,2019-05-24,DF,T,121-632,,,W,C,D,N,-39.082535,176.57785
1207906,005-0190,0,N,2019-06-30,DC,C,102-135,,,I,C,D,N,-39.000652,176.550156
1207986,005-0190,0,N,2019-06-30,DC,C,102-135,,,I,C,B,N,-39.014282,176.556213
1188363,005-0204,0,M,2019-05-28,DF,C,135,,,W,C,O,N,-39.115143,176.591507
1036238,005-0204,0,F,2015-11-07,DH,M,111-132-402-412,,,D,C,B,N,-39.12373,176.603958
1192819,005-0204,0,N,2018-12-14,DE,U,102-131-630,,,W,C,D,N,-39.124268,176.60495
1178222,005-0204,0,M,2019-01-18,DD,V,131,,,D,C,B,N,-39.123299,176.60347
1207952,005-0204,0,N,2019-06-30,DC,U,102-118-135,,,W,C,D,N,-39.12521,176.606506
1204610,005-0204,0,N,2019-06-03,DC,U,102-131,,,W,C,D,N,-39.109894,176.579147
1209453,005-0204,0,N,2019-07-14,CC,T,102-125,,,D,S,O,N,-39.139687,176.605042
1189504,005-0204,0,M,2019-06-03,DF,V,102-131,,,W,C,D,N,-39.115051,176.591202
1185576,005-0220,0,S,2019-05-12,DB,U,102-129-412,,,W,C,O,N,-39.199093,176.663208
1189458,005-0220,0,N,2018-11-10,DB,C,102-119,,,W,C,O,N,-39.225193,176.689865
1036194,005-0220,0,F,2015-09-15,BF,C,106-137-197,T,,D,C,B,N,-39.228651,176.688134
1185933,005-0220,0,N,2019-02-10,BF,C,102-118-135-402,C,,W,C,T,N,-39.218903,176.693802
1206629,005-0220,0,M,2019-09-14,DC,C,102-132-412,,,I,C,D,N,-39.206635,176.679489
1191005,005-0220,0,N,2018-11-26,DB,C,102-135,,,W,C,O,N,-39.206322,176.679489
1196078,005-0220,0,N,2019-03-08,CC,T,102-132,,,W,S,O,N,-39.208015,176.681595
1198505,005-0220,0,N,2019-04-05,DC,C,102-118,,,W,C,D,N,-39.216175,176.693771
1183634,005-0220,0,M,2018-11-25,DB,C,102-129,,,W,C,O,N,-39.217648,176.694305
1178199,005-0220,0,M,2019-01-16,DB,C,102-119-135-402,,,W,C,O,N,-39.206223,176.679504
1183745,005-0220,0,M,2019-04-23,DB,C,102-129-131,,,W,C,O,N,-39.251442,176.691254
1182528,005-0220,0,N,2018-12-25,DB,C,102-135,,,W,C,O,N,-39.251568,176.691422
1185370,005-0220,0,N,2019-02-02,DF,C,102-118-135,,,W,C,O,N,-39.251396,176.691177
1212499,005-0220,0,M,2019-12-09,DC,C,102-130,C,102,W,C,D,N,-39.251747,176.69162
1213773,005-0220,0,M,2019-12-24,DB,C,135,,,W,C,D,N,-39.251404,176.691193
1213794,005-0220,0,M,2019-12-25,DC,C,102-118-123-375,V,102,W,C,O,N,-39.251152,176.690674
1200302,005-0220,0,S,2019-09-04,FA,V,101-112,X,102,W,S,O,N,-39.213425,176.689056
1192773,005-0220,0,N,2018-12-13,CC,U,102-133-410,,,W,S,O,N,-39.209484,176.685638
1205498,005-0220,0,N,2019-06-10,DB,C,102-131,,,D,C,D,N,-39.209728,176.686096
1206943,005-0220,0,N,2019-06-23,DB,C,111-129,,,W,C,D,N,-39.207058,176.679672
1185930,005-0220,0,N,2019-02-10,DE,C,135,,,W,C,O,N,-39.240578,176.685547
1191059,005-0220,0,M,2019-06-19,AD,C,102-135,,,I,S,B,N,-39.208408,176.682663
1205686,005-0220,0,M,2019-10-13,AD,C,102-112-130,C,102,W,S,O,N,-39.180885,176.637268
1200415,005-0220,0,N,2019-04-24,DE,M,102-129,,,W,C,O,N,-39.185467,176.638794
1181767,005-0220,0,M,2019-04-12,DC,C,101-111-131,,,D,C,D,N,-39.18576,176.638962
1214217,005-0233,0,S,2019-12-24,CB,C,102-108-130,,,D,S,O,N,-39.312935,176.728745
1211045,005-0233,0,N,2019-07-29,DC,C,101-197,,,D,C,O,N,-39.318783,176.733887
1190719,005-0233,0,N,2018-11-25,DC,C,102-135,,,W,C,O,N,-39.290565,176.708817
1208750,005-0233,0,S,2019-11-03,DE,U,102-129-410,,,D,C,B,N,-39.291142,176.708649
1199995,005-0233,0,N,2019-04-18,EC,C,375,,,D,S,D,N,-39.326958,176.736282
1199884,005-0233,0,N,2019-04-18,CB,T,102-130,,,D,S,B,N,-39.264973,176.69368
1189558,005-0249,0,N,2018-11-12,DB,C,102-131,,,D,C,O,N,-39.348503,176.778564
1183234,005-0249,0,N,2019-01-03,CB,C,103-129-130-350,,,D,S,B,N,-39.352898,176.788727
1197380,005-0249,0,N,2019-03-23,DB,C,103-129-357,,,D,C,D,N,-39.384762,176.813202
1177322,005-0249,0,M,2019-02-14,BC,C,511,T,,D,C,D,N,-39.384308,176.813019
1204346,005-0249,0,S,2019-09-27,MC,B,102,M,102-371,D,S,O,N,-39.393288,176.839966
1189280,005-0249,0,N,2018-11-08,MC,T,102,V,102-371,D,S,B,N,-39.394611,176.875183
1191017,005-0249,0,N,2018-11-27,AO,4,102-125-375,U,102,W,S,O,D,-39.388351,176.823486
1206904,02B-0000,0,N,2019-06-23,CB,C,130,,,W,S,O,N,-39.494915,176.874329
1187531,02B-0000,0,M,2019-05-15,FA,C,103-112-506,4,102,D,S,D,N,-39.486996,176.875992
1196803,02B-0000,0,N,2019-03-16,DB,4,129,,,D,C,B,N,-39.498348,176.873672
1196758,02B-0000,0,N,2019-08-04,CB,U,129-504,,,D,S,B,N,-39.507034,176.8759
1193802,02B-0000,0,N,2019-02-14,AA,T,102-371,U,102-184,D,S,B,N,-39.477074,176.877121
1185942,038-0131,0,N,2019-02-10,BD,C,123-402,U,121,W,C,O,N,-38.778946,177.128876
1206657,038-0161,0,M,2019-10-10,BC,C,301-375,C,102,D,C,B,N,-38.896122,177.275894
1193119,038-0189,0,N,2019-01-18,JO,C,,4,308,D,S,D,D,-38.998173,177.410889
1183286,038-0189,0,M,2019-04-23,DE,U,111,,,W,C,T,N,-38.996632,177.409943
1211867,038-0189,0,N,2019-08-04,GD,U,102-330-331,U,102,D,C,O,D,-38.998119,177.410843
1195621,050-0000,0,N,2019-03-04,FD,C,181-350,C,,D,S,B,N,-39.477844,176.911148
1082332,050-0000,0,N,2016-02-27,DA,C,195-402,C,,D,C,D,N,-39.480259,176.921143
1186393,050-0000,0,N,2017-06-06,DA,C,120,,,D,C,D,N,-39.482349,176.896667
1209429,050-0000,0,N,2019-07-14,DE,C,103-197,,,D,C,D,N,-39.482346,176.896667
1204844,050-0003-I,0,N,2019-06-05,DF,C,102-133,,,W,C,O,N,-39.506126,176.884521
1203292,050-0005,0,M,2019-09-05,CC,C,103-125-410,,,W,S,D,N,-39.551205,176.857193
1214160,050-0005,0,N,2019-08-17,CC,U,103-125-412,,,D,S,D,N,-39.554924,176.855698
1184790,050-0005,0,N,2019-01-25,FD,U,102-112-181,C,102,D,S,B,N,-39.552528,176.856674
1192487,050-0005,0,N,2018-12-10,FD,C,102-331,U,102,D,S,B,N,-39.539402,176.860748
1199175,050-0005,0,N,2019-04-11,CC,T,102-110-125,C,102,D,S,B,N,-39.547592,176.858643
1203404,050-0005,0,N,2019-05-23,FD,C,102-331-353,T,,D,C,D,N,-39.522106,176.877075
1203977,050-0005,0,N,2019-05-28,BF,C,102-125-410,T,102,D,C,O,N,-39.520081,176.878098
1191350,050-0005,0,N,2018-11-29,CC,C,101-130-504,,,D,S,O,N,-39.556622,176.855011
1202764,050-0005,0,N,2019-05-16,CC,C,102-125-414,,,D,S,D,N,-39.558018,176.854431
1197639,050-0005,0,M,2019-08-03,FD,U,102-112-331,U,102,D,S,B,N,-39.54985,176.857742
1201931,050-0005,0,N,2019-05-10,FD,U,103-331,C,102,D,S,D,N,-39.554489,176.855896
1185713,050-0005,0,N,2019-02-07,FD,U,102-132-181-613,C,103-108,D,S,O,N,-39.544376,176.859482
1208771,050-0005,0,N,2019-07-08,FD,C,103-181,U,102,D,S,D,N,-39.548191,176.858368
1177625,050-0005,0,S,2019-02-22,CB,C,103-125,,,D,S,D,N,-39.542915,176.859863
1198575,050-0005,0,M,2019-08-09,MC,C,102,C,102-371,D,C,B,N,-39.534481,176.862015
1208992,050-0005,0,N,2019-07-11,FD,C,102-331,U,102,D,S,D,N,-39.556419,176.855087
1210143,050-0008-R2,0,N,2019-07-20,FD,C,102-331,U,102,W,C,O,N,-39.541306,176.860428
1179973,050-0008-R3,0,M,2019-03-21,FD,C,102-110-331-350,U,102,D,S,B,N,-39.541412,176.859924
1183870,050-0012,0,N,2019-01-11,CB,C,102-129-412,,,D,S,B,N,-39.573757,176.779144
1197353,050-0012,0,N,2019-03-23,GA,C,102-331,C,102,D,S,O,D,-39.559032,176.832474
1212767,050-0012,0,N,2019-08-11,CC,C,103-130,,,W,S,D,N,-39.569828,176.790466
1179044,050-0017,0,S,2019-03-03,GD,M,101-331,C,102,D,S,B,D,-39.601128,176.753265
1204327,050-0017,0,N,2019-06-01,CC,C,125,,,D,S,D,N,-39.6129,176.736221
1207957,050-0017,0,M,2019-10-25,AD,M,102-111-131-400,,,D,C,B,N,-39.592476,176.765381
1189469,050-0017,0,N,2018-11-10,CB,C,102-129-410,,,D,S,D,N,-39.585556,176.760757
1190194,050-0017,0,N,2018-11-19,DC,C,102-118-131,,,W,C,O,N,-39.634361,176.698364
1196116,050-0017,0,N,2019-03-09,CC,C,,C,129-130-433,W,S,D,N,-39.647057,176.684265
1199701,050-0017,0,N,2019-04-16,CB,C,102-132,,,D,S,O,N,-39.643436,176.688248
1205097,050-0017,0,N,2019-06-07,EC,U,102-341,,,D,S,D,N,-39.599777,176.757355
1192944,050-0017,0,N,2018-12-15,CB,C,112-130,,,W,S,B,N,-39.598873,176.76004
1204456,050-0017,0,N,2019-06-02,CC,C,125-130-650,,,W,S,D,N,-39.615124,176.734695
1184666,050-0017,0,M,2019-04-20,QG,U,102-129-131,,,D,C,D,N,-39.649841,176.644089
1200912,050-0033,0,M,2019-09-04,DE,C,102-131,,,W,C,O,N,-39.708946,176.514282
1208043,050-0033,0,N,2019-07-01,DB,C,130,,,I,C,D,N,-39.712002,176.505127
1209050,050-0033,0,M,2019-11-11,DE,T,102-130,,,D,C,B,N,-39.717659,176.494354
1195839,050-0033,0,N,2019-03-06,DB,C,102-111-131,,,D,C,B,N,-39.708679,176.513443
1192867,050-0033,0,N,2018-12-14,DC,C,102-111-131-400,,,W,C,T,N,-39.651463,176.613266
1188619,050-0033,0,M,2019-05-29,CB,C,103-130-363,,,W,S,D,N,-39.651493,176.613022
1182350,050-0049,0,F,2019-04-04,DF,C,102-109-111-125-634,,,D,C,D,N,-39.755779,176.485291
1182147,050-0049,0,S,2019-04-20,CB,M,132,U,,D,S,B,N,-39.755344,176.485428
1198267,050-0049,0,N,2019-04-02,CB,T,102-129,,,W,S,O,N,-39.837757,176.452301
1213643,050-0049,0,M,2019-12-13,DB,4,102-129-130-403,,,D,C,B,N,-39.781921,176.471909
1198009,050-0067,0,N,2019-03-31,CB,T,102-129-412,,,D,S,D,N,-39.91748,176.392914
1210716,050-0067,0,M,2019-11-29,DC,C,102-111-134,,,D,C,B,N,-39.920403,176.383774
1182323,050-0067,0,M,2019-04-17,GD,T,102-387,U,102,D,S,O,D,-39.913231,176.405502
1177621,50A-0000,0,S,2019-02-21,FF,T,102-181-331,U,102,D,S,B,N,-39.594654,176.848099
1199000,50A-0000,0,N,2019-04-10,AA,C,184-191,C,184,D,S,D,N,-39.598,176.846512
1196019,50A-0000,0,N,2019-03-08,CC,B,102-130,,,W,S,O,N,-39.588036,176.849091
1192749,50A-0000/05.26,0,N,2018-12-13,CB,U,102-130-404,,,D,S,B,N,-39.614204,176.825989
1189063,50A-0000/07.55,0,N,2018-11-04,EC,C,102-341,C,102-341,D,S,D,N,-39.679527,176.787735
1193998,50A-0000/07.55,0,N,2019-02-16,CC,C,102-125-501,C,,D,S,B,N,-39.654617,176.795242
1210245,50A-0000/07.55,0,N,2019-07-22,CB,C,102-134-350-351,,,D,S,B,N,-39.688488,176.78891
1200340,50A-0000/07.55,0,N,2019-04-22,DB,C,102-111-131-630,,,W,C,O,N,-39.686481,176.787186
1201963,50A-0000/07.55,0,N,2019-05-10,DB,U,102-135,,,W,C,O,N,-39.687172,176.787354
1193897,50A-0000/07.55,0,M,2019-07-04,AD,C,118-130,,,W,S,D,N,-39.6847,176.787323
1183773,50A-0000/07.55,0,S,2019-02-22,BA,C,103-414,C,102,D,S,O,N,-39.629021,176.802948
1205910,ABBOTSFORD ROAD,0,N,2019-06-14,EA,U,102-129-355,C,,W,S,D,N,-39.936417,176.583832
1197977,ABBOTSFORD ROAD,0,M,2019-08-04,BC,U,102-111-121-131,C,102,D,C,B,N,-39.935986,176.592911
804345,ABBOTSFORD ROAD,0,N,1997-07-28,DH,C,,,,D,C,D,N,-39.934734,176.591721
61505,ABBOTSFORD ROAD,0,N,2001-09-21,DH,C,102-111,,,D,C,D,N,-39.935108,176.592484
98912,ABBOTSFORD ROAD,0,N,2002-09-15,DJ,C,101-131,,,D,C,D,N,-39.936024,176.593079
801884,ABBOTSFORD ROAD,0,N,1997-03-27,DH,C,,,,D,C,D,N,-39.934734,176.591721
96460,ABBOTSFORD ROAD,0,N,2002-03-25,DJ,C,103-524,,,D,C,T,N,-39.943649,176.57695
176771,ABBOTSFORD ROAD,0,N,2004-12-23,BF,C,111-120,C,,D,C,B,N,-39.943569,176.577515
655427,ABERCROMBY ST,0,S,1993-12-25,DH,C,101-111,,,D,C,D,N,-40.30481,176.610977
1149867,ABERCROMBY ST,1,M,2018-06-10,PA,V,103-129-375-609,,,D,S,D,X,-40.302422,176.611908
