coded_id,road,intersection,severity,crash_date,movement,veh1,veh1_c,veh2,veh2_c,road_wet,road_curve,light,junction,lat,lng
939513,KENNEDY ROAD,0,N,2011-08-23,MF,C,,C,371,D,S,B,N,-39.500214,176.902527
997334,KENNEDY ROAD,1,N,2013-06-21,HA,C,,C,301-375,D,S,O,X,-39.49971,176.903336
1022972,KENNEDY ROAD,0,N,2014-06-14,FD,C,181,C,,D,S,O,N,-39.499882,176.903061
1069459,KENNEDY ROAD,1,M,2016-03-03,LB,S,,C,303-309,D,S,B,T,-39.49971,176.903336
58750,KENNEDY ROAD,0,N,2001-04-20,CC,C,351,,,W,S,D,N,-39.499882,176.903061
135187,KENNEDY ROAD,0,N,2003-05-09,MF,C,371-642,V,,D,S,B,N,-39.500164,176.902618
214133,KENNEDY ROAD,1,N,2005-11-07,JA,C,,C,301-375,W,S,O,X,-39.49971,176.903336
227077,KENNEDY ROAD,0,S,2006-07-26,FA,P,181,C,,D,S,O,N,-39.499996,176.902878
265712,KENNEDY ROAD,1,S,2007-03-03,HA,V,,V,301-375,D,S,B,X,-39.49971,176.903336
579588,KENNEDY ROAD,1,N,1990-11-22,LB,C,,C,,D,S,O,X,-39.49971,176.903336
672611,KENNEDY ROAD,1,N,1993-12-03,HA,C,,V,,D,S,O,X,-39.49971,176.903336
771698,KENNEDY ROAD,1,N,1996-08-25,LB,V,,V,,D,S,D,X,-39.49971,176.903336
805305,KENNEDY ROAD,1,N,1997-09-23,HA,C,,C,,W,S,D,X,-39.49971,176.903336
838521,KENNEDY ROAD,1,N,1998-11-12,HA,C,301,V,,D,S,B,X,-39.49971,176.903336
971038,KENNEDY ROAD,0,N,2012-09-29,MO,C,330-371,V,,D,S,B,D,-39.519928,176.878952
995368,KENNEDY ROAD,0,N,2013-01-09,MO,4,371-386,C,,W,S,B,N,-39.499996,176.902878
1021134,KENNEDY ROAD,1,N,2014-05-07,LB,C,,V,303,D,S,B,X,-39.49971,176.903336
1226817,KENNEDY ROAD,1,M,2020-02-02,DF,C,423,,,D,S,B,X,-39.499825,176.903258
1294098,KENNEDY ROAD,1,N,2021-08-01,GB,C,103-112-158-208,C,102,D,S,D,X,-39.499704,176.903455
62803,KENNEDY ROAD,1,N,2001-12-24,DJ,C,131,,,D,S,D,X,-39.49971,176.903336
171812,KENNEDY ROAD,1,N,2004-03-26,KB,C,,C,301-375,D,S,B,X,-39.49971,176.903336
174136,KENNEDY ROAD,0,N,2004-08-12,MO,C,371-386,C,,D,S,B,N,-39.499882,176.903061
252349,KENNEDY ROAD,1,N,2006-09-25,HA,M,,C,301-375,D,S,B,X,-39.49971,176.903336
290071,KENNEDY ROAD,1,N,2007-05-03,KB,C,,C,301-375-507,D,S,O,X,-39.49971,176.903336
294038,KENNEDY ROAD,1,N,2007-10-23,HA,C,,C,301-375,D,S,T,X,-39.49971,176.903336
369569,KENNEDY ROAD,1,N,2009-05-08,HA,C,,C,301,W,S,O,X,-39.49971,176.903336
405788,KENNEDY ROAD,0,M,1982-04-01,NA,V,191,,,W,S,O,N,-39.499882,176.903061
432700,KENNEDY ROAD,1,M,1984-05-05,HA,C,,C,301,D,S,B,X,-39.49971,176.903336
557686,KENNEDY ROAD,0,S,1990-04-26,NA,C,,,,D,S,B,N,-39.499996,176.902878
576852,KENNEDY ROAD,1,N,1990-05-10,HA,C,,C,,D,S,B,X,-39.49971,176.903336
882978,KENNEDY ROAD,1,M,2010-04-29,HA,C,,4,301-375,D,S,D,X,-39.49971,176.903336
905447,KENNEDY ROAD,0,N,2010-05-24,MF,C,350,C,,D,S,O,X,-39.499767,176.903244
995452,KENNEDY ROAD,1,N,2013-01-23,HA,C,,T,353-402,D,S,T,X,-39.49971,176.903336
1215156,KENNEDY ROAD,1,N,2019-08-27,FA,C,331,C,,D,S,O,X,-39.49979,176.903336
133651,KENNEDY ROAD,0,N,2003-02-05,AC,C,386,C,,D,S,B,N,-39.499825,176.903152
136029,KENNEDY ROAD,1,N,2003-05-23,HA,V,,C,301,D,S,B,X,-39.49971,176.903336
208677,KENNEDY ROAD,1,N,2005-01-21,HA,C,301-375-507,V,,D,S,B,X,-39.49971,176.903336
214386,KENNEDY ROAD,0,N,2005-12-15,CC,C,410,,,D,S,D,N,-39.499996,176.902878
308236,KENNEDY ROAD,0,M,2008-06-23,NB,C,353-370,,,D,S,O,N,-39.499939,176.902969
329313,KENNEDY ROAD,1,N,2008-03-20,MO,V,370,C,,D,S,B,X,-39.49971,176.903336
418753,KENNEDY ROAD,0,M,1983-08-31,NA,C,,,,W,S,O,T,-39.499794,176.903198
469478,KENNEDY ROAD,1,M,1986-08-20,HA,V,301,S,,W,S,O,X,-39.49971,176.903336
621226,KENNEDY ROAD,0,F,1992-05-16,NA,C,112,,,D,S,B,X,-39.49968,176.903381
703298,KENNEDY ROAD,1,N,1994-07-26,KB,V,,C,,D,S,O,X,-39.49971,176.903336
749704,KENNEDY ROAD,0,S,1996-05-10,NA,C,371,,,D,S,B,N,-39.499416,176.903763
803245,KENNEDY ROAD,1,N,1997-06-13,MA,C,,C,,D,S,O,X,-39.49971,176.903336
869792,KENNEDY ROAD,0,N,1999-08-20,MF,C,,C,371-501,D,S,O,N,-39.500278,176.902435
870362,KENNEDY ROAD,1,N,1999-10-08,MA,V,,C,,D,S,O,X,-39.49971,176.903336
937343,KENNEDY ROAD,1,N,2011-03-02,LB,C,,C,303,D,S,O,X,-39.49971,176.903336
1087053,KENNEDY ROAD,0,N,2016-05-16,EE,V,,V,371-525,D,S,B,N,-39.499939,176.902969
1089556,KENNEDY ROAD,0,N,2016-06-22,MO,C,371-385,C,,D,S,O,N,-39.500042,176.902786
1149505,KENNEDY ROAD,0,M,2018-06-05,CB,C,102-130-402-421,,,W,S,D,N,-39.500156,176.902618
1002550,KENNEDY ROAD,1,N,2013-12-26,MB,C,,C,202-303,D,S,B,X,-39.49971,176.903336
919096,KENNEDY ROAD,1,M,2011-04-08,GB,C,,C,130-171-371,D,S,B,T,-39.515938,176.879196
1224217,KENNEDY ROAD,1,N,2019-11-21,KO,C,102,U,103-514,D,S,D,T,-39.515937,176.87917
905320,KENNEDY ROAD,0,N,2010-06-23,MO,C,101-371,C,,D,S,D,D,-39.637074,176.826721
937197,KENNEDY ROAD,0,N,2011-03-26,DH,C,103-133,,,D,S,D,D,-39.499168,176.904129
58422,KENNEDY ROAD,0,N,2001-04-14,FD,C,,C,,W,S,O,N,-39.496845,176.907379
1079206,KENNEDY ROAD,0,N,2016-01-30,AO,V,184,C,,D,S,B,X,-39.499199,176.904083
1215527,KENNEDY ROAD,0,M,2020-01-11,FD,C,102-423,C,102,D,S,B,N,-39.498775,176.904633
1259414,KENNEDY ROAD,0,M,2021-05-08,FD,C,102-330,C,102,D,S,O,N,-39.498687,176.90483
61600,KENNEDY ROAD,0,N,2001-09-12,FD,C,331,C,,D,S,O,N,-39.498688,176.904816
996906,KENNEDY ROAD,0,N,2013-05-10,FD,C,330-350,C,,D,C,T,N,-39.498802,176.904633
1182621,KENNEDY ROAD,1,N,2018-12-24,FE,C,331,U,,W,S,O,X,-39.499274,176.903891
1186213,KENNEDY ROAD,0,M,2019-05-10,FD,C,102-331-352,C,,D,S,B,N,-39.49891,176.90449
1225300,KENNEDY ROAD,1,M,2020-02-20,FE,C,331,C,,D,S,B,X,-39.499256,176.904108
1280965,KENNEDY ROAD,1,M,2021-10-30,HA,C,102,C,103-322,D,S,D,X,-39.499235,176.904128
25635,KENNEDY ROAD,0,N,2000-09-02,FD,C,331,C,,D,S,B,X,-39.499237,176.904037
1269921,KENNEDY ROAD,1,M,2021-07-29,LB,C,103-112-602,C,102,D,S,D,X,-39.499265,176.904106
1281606,KENNEDY ROAD,1,M,2021-11-06,LB,C,102,C,102-303,W,S,O,X,-39.499242,176.904125
884227,KENNEDY ROAD,1,M,2010-11-12,CA,C,103,,,D,S,D,X,-39.499294,176.903946
971629,KENNEDY ROAD,0,N,2012-11-22,FD,C,330-423,C,,D,S,B,X,-39.499405,176.903778
971768,KENNEDY ROAD,0,N,2012-11-06,AC,C,157-158,C,,D,S,O,X,-39.499104,176.904205
1221612,KENNEDY ROAD,1,N,2019-10-27,LO,C,375,S,,D,S,B,N,-39.499283,176.903886
1226130,KENNEDY ROAD,1,M,2020-03-21,HA,C,102-113-322-514,T,102,D,S,D,X,-39.499221,176.904109
1253032,KENNEDY ROAD,1,N,2020-08-29,HA,C,102,V,102-322,D,S,B,X,-39.499267,176.90409
1285082,KENNEDY ROAD,0,N,2021-05-26,FD,C,366,4,102,W,S,O,N,-39.499143,176.904255
1295339,KENNEDY ROAD,1,N,2021-08-14,FB,C,103,C,102,D,S,D,T,-39.499179,176.903749
1058850,KENNEDY ROAD,1,N,2015-09-01,FB,C,181-331,C,,W,S,O,X,-39.499294,176.903946
1245480,KENNEDY ROAD,1,M,2020-09-24,PO,C,102-375,,,W,C,O,M,-39.499321,176.904001
967366,KENNEDY ROAD,1,N,2012-01-06,AC,C,177-330,C,,D,S,B,X,-39.499294,176.903946
36350,KENNEDY ROAD,0,M,2001-01-04,CB,C,414,,,D,S,D,X,-39.499237,176.904037
58748,KENNEDY ROAD,0,N,2001-05-02,FD,C,181,C,,W,S,D,N,-39.499168,176.904114
1239354,KENNEDY ROAD,1,M,2020-07-12,LB,4,102,C,102-303-330,D,S,D,X,-39.499259,176.904099
837317,KENNEDY ROAD,1,N,1998-09-02,DH,C,121-352,,,D,S,O,T,-39.638432,176.824585
1029141,KENNEDY ROAD,0,N,2014-09-11,BA,C,129-386,C,,D,S,B,N,-39.637852,176.825485
736993,KENNEDY ROAD,0,N,1995-07-18,EA,S,330,C,,D,S,B,N,-39.638317,176.824753
100756,KENNEDY ROAD,1,N,2002-11-28,LB,C,303,C,,D,S,B,T,-39.496391,176.90802
213842,KENNEDY ROAD,0,N,2005-10-28,FC,T,331-352,C,,D,S,B,N,-39.496635,176.907669
684926,KENNEDY ROAD,0,M,1994-11-18,FC,M,181,C,,D,S,B,N,-39.496513,176.907852
735540,KENNEDY ROAD,1,N,1995-04-12,FD,C,,C,,W,S,O,X,-39.496391,176.90802
871764,KENNEDY ROAD,0,N,1999-12-14,FD,T,331-359,V,,D,S,O,N,-39.496693,176.907593
936663,KENNEDY ROAD,1,N,2011-02-24,KB,C,,C,301-402,W,S,O,X,-39.496391,176.90802
1078025,KENNEDY ROAD,1,M,2016-09-26,HA,C,301,S,,D,S,O,X,-39.496391,176.90802
113954,KENNEDY ROAD,0,M,2003-11-25,FD,C,331,C,,W,S,O,N,-39.496883,176.907333
213728,KENNEDY ROAD,0,N,2005-10-31,FD,C,331-350,C,,D,S,O,N,-39.496635,176.907669
347580,KENNEDY ROAD,0,M,2009-05-07,FD,C,331-350,C,,D,S,T,N,-39.496239,176.908234
702748,KENNEDY ROAD,0,N,1994-06-24,FC,C,,V,,D,S,B,N,-39.496571,176.907761
968448,KENNEDY ROAD,0,N,2012-04-01,CC,C,103-130,,,D,S,D,N,-39.496704,176.907578
149962,KENNEDY ROAD,0,S,2004-02-26,NB,V,306-358,,,D,S,B,N,-39.496815,176.907425
171822,KENNEDY ROAD,0,N,2004-04-24,CA,C,103-120,,,D,S,D,N,-39.496883,176.907333
249349,KENNEDY ROAD,0,N,2006-05-02,CB,C,103-137,,,D,S,B,N,-39.495964,176.908615
385535,KENNEDY ROAD,0,M,1980-12-18,GC,C,,S,330-371,D,S,B,N,-39.497005,176.907166
608535,KENNEDY ROAD,1,N,1991-05-18,AA,C,,C,,D,S,B,X,-39.496391,176.90802
682378,KENNEDY ROAD,0,S,1994-02-09,MA,S,,C,371,D,S,B,N,-39.496693,176.907593
771466,KENNEDY ROAD,1,N,1996-07-30,HA,C,,C,,D,S,D,X,-39.496391,176.90802
884111,KENNEDY ROAD,0,M,2010-10-08,CA,C,358,,,D,S,B,N,-39.496826,176.90741
939336,KENNEDY ROAD,0,N,2011-06-15,FD,C,181-331,C,,D,S,B,X,-39.496418,176.907974
26235,KENNEDY ROAD,0,N,2000-09-06,FC,C,351,C,,D,S,B,N,-39.496883,176.907333
60904,KENNEDY ROAD,1,N,2001-07-16,HA,C,301,V,,W,S,O,X,-39.496391,176.90802
95600,KENNEDY ROAD,0,N,2002-03-05,FC,C,352,V,,D,S,O,N,-39.496883,176.907333
98523,KENNEDY ROAD,0,N,2002-07-04,MC,C,129-331,C,,D,S,B,N,-39.496483,176.907898
227382,KENNEDY ROAD,0,M,2006-09-23,NB,C,,,,D,S,D,N,-39.496513,176.907852
254000,KENNEDY ROAD,1,N,2006-12-08,FB,C,331,C,,D,S,B,X,-39.496391,176.90802
346685,KENNEDY ROAD,1,S,2009-02-18,NA,C,,,,D,S,B,X,-39.496391,176.90802
346883,KENNEDY ROAD,1,M,2009-03-13,FD,C,331,C,,D,S,O,X,-39.496391,176.90802
407697,KENNEDY ROAD,1,M,1982-09-24,KB,S,,C,301,D,S,B,X,-39.496391,176.90802
546680,KENNEDY ROAD,1,N,1989-11-20,FC,V,,C,,W,S,O,X,-39.496391,176.90802
737179,KENNEDY ROAD,0,N,1995-07-25,FC,C,,C,,D,S,B,N,-39.496212,176.908279
26946,KENNEDY ROAD,0,N,2000-12-18,MF,C,351,C,371,D,S,B,T,-39.496449,176.907928
149687,KENNEDY ROAD,0,M,2004-01-07,FD,C,181-331,C,,D,S,B,N,-39.496571,176.907761
213543,KENNEDY ROAD,0,N,2005-10-10,FC,C,331-352,4,,D,S,B,N,-39.496571,176.907761
331576,KENNEDY ROAD,1,N,2008-06-04,GD,C,333,C,,D,S,B,X,-39.496391,176.90802
577830,KENNEDY ROAD,0,N,1990-07-23,AA,C,,C,,W,S,O,N,-39.496571,176.907761
738286,KENNEDY ROAD,0,N,1995-09-15,FD,C,,C,,D,S,B,N,-39.496635,176.907669
836205,KENNEDY ROAD,0,N,1998-07-10,FD,C,331,C,,D,S,B,N,-39.496513,176.907852
1077940,KENNEDY ROAD,0,M,2016-07-06,FC,C,331-363,C,,D,S,B,N,-39.496578,176.907761
212328,KENNEDY ROAD,1,N,2005-07-02,DH,C,,C,111-131,W,S,D,T,-39.496391,176.90802
252718,KENNEDY ROAD,1,N,2006-11-08,FA,C,181,C,191,D,S,B,X,-39.496391,176.90802
294440,KENNEDY ROAD,0,N,2007-11-08,FC,4,331,C,,D,S,B,N,-39.496635,176.907669
624048,KENNEDY ROAD,0,M,1992-10-25,GD,V,181,C,,W,S,O,D,-39.495785,176.908875
671707,KENNEDY ROAD,0,N,1993-09-14,GD,C,,C,,D,S,B,D,-39.496361,176.908066
783269,KENNEDY ROAD,0,S,1997-02-05,FB,C,,V,181,D,S,B,N,-39.496758,176.907501
870956,KENNEDY ROAD,0,N,1999-10-26,FD,C,331,C,331,D,S,B,N,-39.495785,176.908875
902246,KENNEDY ROAD,0,N,2010-01-16,FC,4,181,C,,W,S,O,N,-39.496693,176.907593
937716,KENNEDY ROAD,0,N,2011-04-16,FD,C,112-181-331,C,,W,S,O,N,-39.496086,176.908447
941254,KENNEDY ROAD,0,N,2011-12-19,FC,4,331-352-402,C,,D,S,O,N,-39.496704,176.907578
1077955,KENNEDY ROAD,1,M,2016-07-22,GB,S,,C,303-375,D,S,B,X,-39.496391,176.90802
1154787,KENNEDY ROAD,0,M,2018-11-30,FC,M,102-118-181,C,102,W,S,O,N,-39.496883,176.907333
136282,KENNEDY ROAD,0,N,2003-06-13,FC,C,181-501,V,,D,S,B,N,-39.496815,176.907425
138603,KENNEDY ROAD,0,N,2003-11-02,FC,C,331,C,,D,S,B,N,-39.496693,176.907593
251497,KENNEDY ROAD,0,N,2006-08-21,FD,C,331,C,,D,S,B,N,-39.496143,176.908356
458492,KENNEDY ROAD,1,N,1985-12-15,HA,C,,,,D,S,D,X,-39.496391,176.90802
717559,KENNEDY ROAD,0,M,1995-10-10,FC,C,181-420,C,,D,S,B,N,-39.496693,176.907593
784099,KENNEDY ROAD,0,S,1997-06-26,JA,C,,S,308,D,S,D,D,-39.496143,176.908356
848916,KENNEDY ROAD,1,M,1999-06-14,LB,C,,V,303,W,S,O,X,-39.496391,176.90802
996997,KENNEDY ROAD,0,N,2013-05-26,CA,C,103-330,,,W,S,D,N,-39.496758,176.907501
5627,KENNEDY ROAD,0,M,2000-08-29,MA,M,158-331,V,,D,S,B,N,-39.496513,176.907852
37294,KENNEDY ROAD,1,M,2001-05-21,LB,M,303,C,375,D,S,B,X,-39.496391,176.90802
59872,KENNEDY ROAD,0,N,2001-05-24,FD,C,331,C,,D,S,B,N,-39.496693,176.907593
137150,KENNEDY ROAD,0,N,2003-08-08,FD,C,331,C,,D,S,O,N,-39.496239,176.908234
212980,KENNEDY ROAD,0,N,2005-08-15,FD,C,181,T,,D,S,B,N,-39.496693,176.907593
248690,KENNEDY ROAD,1,N,2006-03-23,FD,C,181,C,,W,S,O,X,-39.496391,176.90802
291538,KENNEDY ROAD,0,N,2007-06-30,FA,C,100-386,C,,W,S,D,N,-39.496212,176.908279
370727,KENNEDY ROAD,0,N,2009-07-30,FC,C,331-402,V,,D,S,B,N,-39.496513,176.907852
440985,KENNEDY ROAD,1,N,1984-01-09,HA,C,,,,D,S,T,X,-39.496391,176.90802
576860,KENNEDY ROAD,0,N,1990-05-11,MA,C,,C,,D,S,D,N,-39.495964,176.908615
592213,KENNEDY ROAD,1,M,1991-10-31,JA,S,,C,301,D,S,B,X,-39.496391,176.90802
702489,KENNEDY ROAD,1,N,1994-06-01,FD,C,,C,,W,S,D,X,-39.496391,176.90802
952413,KENNEDY ROAD,0,M,2012-08-05,FC,P,181-331,C,181-331,D,S,O,N,-39.496815,176.90741
1087900,KENNEDY ROAD,0,N,2016-06-09,FC,C,181-331,C,,D,S,O,N,-39.496513,176.907837
1283806,KENNEDY ROAD,0,N,2021-03-12,FD,C,331,C,,,S,U,N,-39.496065,176.908491
1204731,KENNEDY ROAD,0,N,2019-06-04,MO,C,371,Z,443,,S,U,N,-39.496675,176.907618
1238144,KENNEDY ROAD,0,N,2020-02-05,FC,T,181-350,C,,D,S,B,N,-39.496838,176.907398
1130962,KENNEDY ROAD,0,N,2017-05-24,AC,C,112-133,C,,W,S,O,N,-39.516697,176.878082
309663,KENNEDY ROAD,1,M,2008-08-02,AF,C,159,C,103-137-431,D,S,D,T,-39.517178,176.877396
290965,KENNEDY ROAD,0,N,2007-05-27,EA,C,386,C,,D,S,D,N,-39.517593,176.876785
266001,KENNEDY ROAD,1,M,2007-03-23,JA,S,,C,301-375,D,C,B,T,-39.517258,176.877472
309881,KENNEDY ROAD,1,M,2008-11-27,JA,S,,V,301-375,D,S,B,T,-39.517258,176.877472
918993,KENNEDY ROAD,1,M,2011-04-06,JA,P,,C,301-375,D,S,D,T,-39.517258,176.877472
149986,KENNEDY ROAD,1,M,2004-02-11,JA,S,,V,301,D,S,B,T,-39.517258,176.877472
170993,KENNEDY ROAD,1,N,2004-03-05,JA,S,,C,301-375,D,S,B,T,-39.517254,176.877487
226812,KENNEDY ROAD,1,M,2006-07-20,JA,S,,C,301-375,W,S,O,T,-39.517258,176.877472
368059,KENNEDY ROAD,1,N,2009-03-03,FB,C,181,C,,W,C,O,T,-39.517258,176.877472
882491,KENNEDY ROAD,1,M,2010-02-04,JA,S,,C,301-830,D,S,B,T,-39.517258,176.877472
951087,KENNEDY ROAD,1,M,2012-03-15,JA,S,,T,301-330-375,D,C,B,T,-39.517258,176.877472
139026,KENNEDY ROAD,1,N,2003-11-14,JA,C,,C,301-375,D,S,B,T,-39.517258,176.877472
919565,KENNEDY ROAD,1,M,2011-06-28,JA,S,,C,301,W,S,D,T,-39.517258,176.877472
951818,KENNEDY ROAD,1,S,2012-06-25,JA,S,,C,301-375,D,S,T,T,-39.517258,176.877472
996385,KENNEDY ROAD,1,N,2013-04-01,JA,C,,C,301-375,D,S,T,T,-39.517258,176.877472
150411,KENNEDY ROAD,1,M,2004-04-06,JA,S,,C,301-375,D,S,B,T,-39.517258,176.877472
209613,KENNEDY ROAD,1,N,2005-03-02,JA,C,,C,301-375,D,C,B,T,-39.517258,176.877472
213936,KENNEDY ROAD,1,N,2005-11-09,JA,C,,C,301-355-375,D,S,B,T,-39.517258,176.877472
266532,KENNEDY ROAD,1,M,2007-06-01,JA,S,,4,301-363-375,D,S,B,T,-39.517258,176.877472
347354,KENNEDY ROAD,1,M,2009-05-26,JA,S,,C,301-330,W,S,O,T,-39.517258,176.877472
918852,KENNEDY ROAD,1,M,2011-03-11,JA,S,,C,301,D,S,O,T,-39.517258,176.877472
981557,KENNEDY ROAD,1,M,2013-09-28,KA,S,,C,301-375,D,C,B,T,-39.517178,176.877396
1154968,KENNEDY ROAD,1,M,2018-12-06,JO,S,,4,301-375,D,S,B,T,-39.517258,176.877472
187050,KENNEDY ROAD,1,M,2005-02-12,JA,V,,C,103-301,W,S,D,T,-39.517178,176.877396
1071370,KENNEDY ROAD,1,M,2016-04-24,JA,S,,C,301-375,D,S,D,T,-39.517258,176.877472
188732,KENNEDY ROAD,1,M,2005-10-26,JA,S,,C,301-375,D,S,B,T,-39.517258,176.877472
330317,KENNEDY ROAD,1,N,2008-04-19,JA,C,670,C,301-375,D,S,O,T,-39.517258,176.877472
227768,KENNEDY ROAD,1,M,2006-12-03,JA,S,,C,301-375,D,S,O,T,-39.517258,176.877472
266665,KENNEDY ROAD,1,M,2007-05-03,JA,S,,C,301-375,D,S,O,T,-39.517258,176.877472
267852,KENNEDY ROAD,1,M,2007-11-03,JA,S,,C,301-375,D,S,O,T,-39.517258,176.877472
348272,KENNEDY ROAD,1,M,2009-08-28,JA,S,,C,301,D,S,B,T,-39.517258,176.877472
980293,KENNEDY ROAD,1,M,2013-03-01,JA,S,,C,301-375,D,S,B,T,-39.517258,176.877472
151717,KENNEDY ROAD,1,S,2004-11-03,DJ,T,133-688,,,D,C,B,Y,-39.515682,176.879547
939627,KENNEDY ROAD,0,N,2011-05-27,DJ,C,103-111-131,,,D,C,D,Y,-39.515705,176.87973
865568,KENNEDY ROAD,1,N,1999-01-02,DH,C,102-110-192,,,D,C,D,Y,-39.515762,176.879654
952639,KENNEDY ROAD,1,M,2012-11-23,JA,S,,C,301-671,D,C,B,T,-39.515762,176.879654
1179146,KENNEDY ROAD,1,M,2019-02-21,JA,S,105,C,102-301-375,D,S,B,X,-39.517249,176.877484
1195803,KENNEDY ROAD,1,M,2019-07-22,JA,4,102,4,102-301-404,D,S,B,T,-39.51722,176.877573
188719,KENNEDY ROAD,0,M,2005-10-08,CA,S,130-430,P,,D,S,D,N,-39.518013,176.876404
441019,KENNEDY ROAD,1,N,1984-02-08,MD,C,,,,W,S,O,D,-39.518139,176.876099
653942,KENNEDY ROAD,0,M,1993-07-18,CB,C,358,,,D,S,B,N,-39.517624,176.87674
394229,KENNEDY ROAD,1,M,1981-02-13,JA,M,,C,614,D,S,O,T,-39.518139,176.876099
654536,KENNEDY ROAD,1,M,1993-09-17,LB,V,103,V,303,W,S,D,T,-39.518112,176.876053
1153674,KENNEDY ROAD,0,S,2018-10-29,EA,S,129,T,,D,S,O,N,-39.517811,176.87648
348463,KENNEDY ROAD,1,M,2009-09-07,LB,S,,C,303-375,D,S,O,T,-39.518112,176.876053
96245,KENNEDY ROAD,0,N,2002-03-27,CB,C,103-420,,,D,S,D,N,-39.517498,176.876923
716189,KENNEDY ROAD,0,S,1995-05-25,EA,S,358,O,,D,S,B,N,-39.51807,176.876328
749297,KENNEDY ROAD,0,M,1996-02-09,FA,C,181,S,,D,S,B,N,-39.518288,176.876022
96632,KENNEDY ROAD,0,N,2002-03-31,GB,C,158-174,C,,D,S,T,D,-39.52356,176.866119
225809,KENNEDY ROAD,0,S,2006-03-03,NA,C,,,,D,S,B,N,-39.523197,176.867554
226560,KENNEDY ROAD,0,M,2006-06-06,EA,S,363-370,C,,D,S,B,N,-39.523033,176.86821
251920,KENNEDY ROAD,1,N,2006-09-20,DJ,C,111-514,,,D,S,D,T,-39.523594,176.865997
292515,KENNEDY ROAD,0,N,2007-08-14,MB,C,371,C,,W,S,O,N,-39.523033,176.86821
330692,KENNEDY ROAD,0,N,2008-05-07,JA,C,,C,308-375,D,S,B,D,-39.523064,176.868103
419651,KENNEDY ROAD,1,M,1983-11-17,CA,M,101-402,,,D,S,D,T,-39.523594,176.865997
607445,KENNEDY ROAD,0,N,1991-02-26,AC,C,,M,,D,S,B,N,-39.523457,176.866547
703107,KENNEDY ROAD,1,N,1994-07-22,GD,C,,C,,D,S,O,T,-39.523594,176.865997
837667,KENNEDY ROAD,0,N,1998-10-12,CB,C,501,,,D,S,B,N,-39.523457,176.866547
175729,KENNEDY ROAD,0,N,2004-10-20,GD,C,112-181,C,,D,S,B,D,-39.522724,176.869308
309867,KENNEDY ROAD,0,M,2008-12-24,EA,C,358,4,,W,C,O,N,-39.522919,176.868652
700800,KENNEDY ROAD,0,N,1994-02-18,FD,V,,C,,D,S,B,T,-39.523582,176.866058
715329,KENNEDY ROAD,0,M,1995-03-13,GD,C,181-387,C,,D,S,B,D,-39.522724,176.869308
939141,KENNEDY ROAD,0,N,2011-05-19,GA,C,181,C,,D,S,B,D,-39.523033,176.86821
1007070,KENNEDY ROAD,0,M,2014-02-14,MC,C,,C,371,D,S,B,N,-39.521812,176.871002
112296,KENNEDY ROAD,0,M,2003-03-01,BA,C,132-331-642,V,,W,S,O,N,-39.523064,176.868103
137145,KENNEDY ROAD,0,N,2003-08-17,MC,C,,C,371,D,S,B,N,-39.523735,176.865448
405048,KENNEDY ROAD,0,S,1982-01-15,BA,C,101-125,C,,D,S,D,N,-39.52351,176.866333
575753,KENNEDY ROAD,0,N,1990-09-16,GB,C,,C,,D,S,B,D,-39.52356,176.866119
769799,KENNEDY ROAD,0,N,1996-05-26,FE,C,,V,,D,S,B,D,-39.522972,176.868439
767960,KENNEDY ROAD,1,N,1996-01-27,DH,C,,,,W,S,O,T,-39.523594,176.865997
210931,KENNEDY ROAD,0,N,2005-04-29,GD,V,181,C,191,D,S,B,D,-39.522003,176.870758
737715,KENNEDY ROAD,0,N,1995-08-26,QG,C,,C,,W,S,O,D,-39.52388,176.864899
904517,KENNEDY ROAD,0,N,2010-04-14,MA,V,,C,371,D,S,B,N,-39.523342,176.867004
171102,KENNEDY ROAD,0,N,2004-02-22,MC,C,,C,371-671,D,S,B,N,-39.523033,176.86821
252414,KENNEDY ROAD,0,N,2006-10-16,MC,C,,C,371,D,C,O,N,-39.522827,176.868988
428862,KENNEDY ROAD,0,F,1984-10-08,BA,C,103-112-132,M,,D,S,D,N,-39.523457,176.866547
621863,KENNEDY ROAD,0,M,1992-02-23,MB,C,,C,371,W,S,O,N,-39.523312,176.867096
716076,KENNEDY ROAD,1,M,1995-05-22,GD,C,181-330,C,,W,S,O,D,-39.523594,176.865997
1076751,KENNEDY ROAD,0,M,2016-12-08,EA,V,129,C,,D,S,O,N,-39.522736,176.869308
394202,KENNEDY ROAD,0,M,1981-01-31,JA,C,,S,303-370,W,C,O,D,-39.523479,176.866455
508528,KENNEDY ROAD,1,M,1988-12-20,GD,V,181-352,C,,D,S,B,T,-39.523594,176.865997
558636,KENNEDY ROAD,1,M,1990-08-11,GD,C,352,C,,D,S,O,T,-39.523594,176.865997
622974,KENNEDY ROAD,0,M,1992-07-08,GD,C,181,C,,W,S,O,D,-39.523033,176.86821
701407,KENNEDY ROAD,1,N,1994-03-25,GD,C,,C,,D,S,B,T,-39.523594,176.865997
1021724,KENNEDY ROAD,0,N,2014-05-07,MA,4,,C,371,D,S,B,T,-39.523571,176.866104
330644,KENNEDY ROAD,0,N,2008-04-20,FA,C,181,C,191,D,S,T,N,-39.523228,176.867432
347630,KENNEDY ROAD,0,M,2009-07-04,EE,S,,C,371-642,D,S,B,N,-39.523117,176.867889
