"segment_id","leg_name","start_pc","end_pc"
3143,"Bike","0.27906","0.27933"
3144,"Bike","0.27933","0.27957"
3145,"Bike","0.27957","0.27983"
3146,"Bike","0.27983","0.28009"
3147,"Bike","0.28009","0.28033"
3148,"Bike","0.28033","0.28057"
3149,"Bike","0.28057","0.28079"
3150,"Bike","0.28079","0.28101"
3151,"Bike","0.28101","0.28124"
3152,"Bike","0.28124","0.28144"
3153,"Bike","0.28144","0.28165"
3154,"Bike","0.28165","0.28186"
3155,"Bike","0.28186","0.28205"
3156,"Bike","0.28205","0.28225"
3157,"Bike","0.28225","0.28247"
3158,"Bike","0.28247","0.28267"
3159,"Bike","0.28267","0.28288"
3160,"Bike","0.28288","0.28309"
3161,"Bike","0.28309","0.28332"
3162,"Bike","0.28332","0.28353"
3163,"Bike","0.28353","0.28375"
3164,"Bike","0.28375","0.28398"
3165,"Bike","0.28398","0.28420"
3166,"Bike","0.28420","0.28443"
3167,"Bike","0.28443","0.28467"
3168,"Bike","0.28467","0.28491"
3169,"Bike","0.28491","0.28516"
3170,"Bike","0.28516","0.28543"
3171,"Bike","0.28543","0.28567"
3172,"Bike","0.28567","0.28593"
3173,"Bike","0.28593","0.28618"
3174,"Bike","0.28618","0.28643"
3175,"Bike","0.28643","0.28668"
3176,"Bike","0.28668","0.28691"
3177,"Bike","0.28691","0.28716"
3178,"Bike","0.28716","0.28740"
3179,"Bike","0.28740","0.28763"
3180,"Bike","0.28763","0.28788"
3181,"Bike","0.28788","0.28811"
3182,"Bike","0.28811","0.28835"
3183,"Bike","0.28835","0.28859"
3184,"Bike","0.28859","0.28883"
3185,"Bike","0.28883","0.28906"
3186,"Bike","0.28906","0.28930"
3187,"Bike","0.28930","0.28953"
3188,"Bike","0.28953","0.28976"
3189,"Bike","0.28976","0.29001"
3190,"Bike","0.29001","0.29025"
3191,"Bike","0.29025","0.29049"
3192,"Bike","0.29049","0.29074"
3193,"Bike","0.29074","0.29099"
3194,"Bike","0.29099","0.29125"
3195,"Bike","0.29125","0.29150"
3196,"Bike","0.29150","0.29173"
3197,"Bike","0.29173","0.29198"
3198,"Bike","0.29198","0.29222"
3199,"Bike","0.29222","0.29246"
3200,"Bike","0.29246","0.29269"
3201,"Bike","0.29269","0.29293"
3202,"Bike","0.29293","0.29315"
3203,"Bike","0.29315","0.29337"
3204,"Bike","0.29337","0.29361"
3205,"Bike","0.29361","0.29383"
3206,"Bike","0.29383","0.29405"
3207,"Bike","0.29405","0.29428"
3208,"Bike","0.29428","0.29449"
3209,"Bike","0.29449","0.29473"
3210,"Bike","0.29473","0.29495"
3211,"Bike","0.29495","0.29517"
3212,"Bike","0.29517","0.29540"
3213,"Bike","0.29540","0.29562"
3214,"Bike","0.29562","0.29584"
3215,"Bike","0.29584","0.29608"
3216,"Bike","0.29608","0.29630"
3217,"Bike","0.29630","0.29653"
3218,"Bike","0.29653","0.29676"
3219,"Bike","0.29676","0.29698"
3220,"Bike","0.29698","0.29722"
3221,"Bike","0.29722","0.29744"
3222,"Bike","0.29744","0.29768"
3223,"Bike","0.29768","0.29790"
3224,"Bike","0.29790","0.29814"
3225,"Bike","0.29814","0.29837"
3226,"Bike","0.29837","0.29859"
3227,"Bike","0.29859","0.29883"
3228,"Bike","0.29883","0.29906"
3229,"Bike","0.29906","0.29929"
3230,"Bike","0.29929","0.29952"
3231,"Bike","0.29952","0.29975"
3232,"Bike","0.29975","0.29998"
3233,"Bike","0.29998","0.30020"
3234,"Bike","0.30020","0.30044"
3235,"Bike","0.30044","0.30066"
3236,"Bike","0.30066","0.30090"
3237,"Bike","0.30090","0.30112"
3238,"Bike","0.30112","0.30134"
3239,"Bike","0.30134","0.30158"
3240,"Bike","0.30158","0.30180"
3241,"Bike","0.30180","0.30203"
3242,"Bike","0.30203","0.30226"
3243,"Bike","0.30226","0.30248"
3244,"Bike","0.30248","0.30271"
3245,"Bike","0.30271","0.30293"
3246,"Bike","0.30293","0.30317"
3247,"Bike","0.30317","0.30339"
3248,"Bike","0.30339","0.30362"
3249,"Bike","0.30362","0.30387"
3250,"Bike","0.30387","0.30416"
3251,"Bike","0.30416","0.30442"
3252,"Bike","0.30442","0.30472"
3253,"Bike","0.30472","0.30495"
3254,"Bike","0.30495","0.30520"
3255,"Bike","0.30520","0.30539"
3256,"Bike","0.30539","0.30564"
3257,"Bike","0.30564","0.30587"
3258,"Bike","0.30587","0.30612"
3259,"Bike","0.30612","0.30637"
3260,"Bike","0.30637","0.30662"
3261,"Bike","0.30662","0.30686"
3262,"Bike","0.30686","0.30712"
3263,"Bike","0.30712","0.30737"
3264,"Bike","0.30737","0.30760"
3265,"Bike","0.30760","0.30785"
3266,"Bike","0.30785","0.30812"
3267,"Bike","0.30812","0.30843"
3268,"Bike","0.30843","0.30873"
3269,"Bike","0.30873","0.30903"
3270,"Bike","0.30903","0.30936"
3271,"Bike","0.30936","0.30960"
3272,"Bike","0.30960","0.30984"
3273,"Bike","0.30984","0.31007"
3274,"Bike","0.31007","0.31030"
3275,"Bike","0.31030","0.31052"
3276,"Bike","0.31052","0.31074"
3277,"Bike","0.31074","0.31097"
3278,"Bike","0.31097","0.31119"
3279,"Bike","0.31119","0.31141"
3280,"Bike","0.31141","0.31165"
3281,"Bike","0.31165","0.31187"
3282,"Bike","0.31187","0.31209"
3283,"Bike","0.31209","0.31233"
3284,"Bike","0.31233","0.31258"
3285,"Bike","0.31258","0.31282"
3286,"Bike","0.31282","0.31308"
3287,"Bike","0.31308","0.31331"
3288,"Bike","0.31331","0.31357"
3289,"Bike","0.31357","0.31380"
3290,"Bike","0.31380","0.31405"
3291,"Bike","0.31405","0.31430"
3292,"Bike","0.31430","0.31453"
3293,"Bike","0.31453","0.31478"
3294,"Bike","0.31478","0.31500"
3295,"Bike","0.31500","0.31524"
3296,"Bike","0.31524","0.31547"
3297,"Bike","0.31547","0.31570"
3298,"Bike","0.31570","0.31594"
3299,"Bike","0.31594","0.31617"
3300,"Bike","0.31617","0.31641"
3301,"Bike","0.31641","0.31664"
3302,"Bike","0.31664","0.31688"
3303,"Bike","0.31688","0.31712"
3304,"Bike","0.31712","0.31735"
3305,"Bike","0.31735","0.31758"
3306,"Bike","0.31758","0.31783"
3307,"Bike","0.31783","0.31805"
3308,"Bike","0.31805","0.31829"
3309,"Bike","0.31829","0.31852"
3310,"Bike","0.31852","0.31873"
3311,"Bike","0.31873","0.31897"
3312,"Bike","0.31897","0.31919"
3313,"Bike","0.31919","0.31942"
3314,"Bike","0.31942","0.31965"
3315,"Bike","0.31965","0.31986"
3316,"Bike","0.31986","0.32007"
3317,"Bike","0.32007","0.32028"
3318,"Bike","0.32028","0.32048"
3319,"Bike","0.32048","0.32066"
3320,"Bike","0.32066","0.32085"
3321,"Bike","0.32085","0.32102"
3322,"Bike","0.32102","0.32124"
3323,"Bike","0.32124","0.32139"
3324,"Bike","0.32139","0.32161"
3325,"Bike","0.32161","0.32180"
3326,"Bike","0.32180","0.32200"
3327,"Bike","0.32200","0.32219"
3328,"Bike","0.32219","0.32237"
3329,"Bike","0.32237","0.32257"
3330,"Bike","0.32257","0.32276"
3331,"Bike","0.32276","0.32296"
3332,"Bike","0.32296","0.32315"
3333,"Bike","0.32315","0.32335"
3334,"Bike","0.32335","0.32354"
3335,"Bike","0.32354","0.32374"
3336,"Bike","0.32374","0.32394"
3337,"Bike","0.32394","0.32414"
3338,"Bike","0.32414","0.32436"
3339,"Bike","0.32436","0.32459"
3340,"Bike","0.32459","0.32481"
3341,"Bike","0.32481","0.32503"
3342,"Bike","0.32503","0.32525"
3343,"Bike","0.32525","0.32546"
3344,"Bike","0.32546","0.32566"
3345,"Bike","0.32566","0.32588"
3346,"Bike","0.32588","0.32609"
3347,"Bike","0.32609","0.32629"
3348,"Bike","0.32629","0.32648"
3349,"Bike","0.32648","0.32668"
3350,"Bike","0.32668","0.32688"
3351,"Bike","0.32688","0.32707"
3352,"Bike","0.32707","0.32728"
3353,"Bike","0.32728","0.32750"
3354,"Bike","0.32750","0.32771"
3355,"Bike","0.32771","0.32790"
3356,"Bike","0.32790","0.32812"
3357,"Bike","0.32812","0.32835"
3358,"Bike","0.32835","0.32856"
3359,"Bike","0.32856","0.32877"
3360,"Bike","0.32877","0.32898"
3361,"Bike","0.32898","0.32919"
3362,"Bike","0.32919","0.32941"
3363,"Bike","0.32941","0.32963"
3364,"Bike","0.32963","0.32984"
3365,"Bike","0.32984","0.33007"
3366,"Bike","0.33007","0.33028"
3367,"Bike","0.33028","0.33050"
3368,"Bike","0.33050","0.33071"
3369,"Bike","0.33071","0.33094"
3370,"Bike","0.33094","0.33115"
3371,"Bike","0.33115","0.33137"
3372,"Bike","0.33137","0.33161"
3373,"Bike","0.33161","0.33183"
3374,"Bike","0.33183","0.33206"
3375,"Bike","0.33206","0.33228"
3376,"Bike","0.33228","0.33250"
3377,"Bike","0.33250","0.33271"
3378,"Bike","0.33271","0.33294"
3379,"Bike","0.33294","0.33316"
3380,"Bike","0.33316","0.33337"
3381,"Bike","0.33337","0.33360"
3382,"Bike","0.33360","0.33382"
3383,"Bike","0.33382","0.33404"
3384,"Bike","0.33404","0.33427"
3385,"Bike","0.33427","0.33449"
3386,"Bike","0.33449","0.33472"
3387,"Bike","0.33472","0.33495"
3388,"Bike","0.33495","0.33518"
3389,"Bike","0.33518","0.33542"
3390,"Bike","0.33542","0.33565"
3391,"Bike","0.33565","0.33589"
3392,"Bike","0.33589","0.33612"
3393,"Bike","0.33612","0.33636"
3394,"Bike","0.33636","0.33659"
3395,"Bike","0.33659","0.33682"
3396,"Bike","0.33682","0.33704"
3397,"Bike","0.33704","0.33727"
3398,"Bike","0.33727","0.33750"
3399,"Bike","0.33750","0.33773"
3400,"Bike","0.33773","0.33796"
3401,"Bike","0.33796","0.33818"
3402,"Bike","0.33818","0.33840"
3403,"Bike","0.33840","0.33863"
3404,"Bike","0.33863","0.33885"
3405,"Bike","0.33885","0.33907"
3406,"Bike","0.33907","0.33930"
3407,"Bike","0.33930","0.33952"
3408,"Bike","0.33952","0.33974"
3409,"Bike","0.33974","0.33997"
3410,"Bike","0.33997","0.34019"
3411,"Bike","0.34019","0.34040"
3412,"Bike","0.34040","0.34062"
3413,"Bike","0.34062","0.34083"
3414,"Bike","0.34083","0.34105"
3415,"Bike","0.34105","0.34128"
3416,"Bike","0.34128","0.34149"
3417,"Bike","0.34149","0.34172"
3418,"Bike","0.34172","0.34195"
3419,"Bike","0.34195","0.34217"
3420,"Bike","0.34217","0.34239"
3421,"Bike","0.34239","0.34263"
3422,"Bike","0.34263","0.34286"
3423,"Bike","0.34286","0.34309"
3424,"Bike","0.34309","0.34333"
3425,"Bike","0.34333","0.34356"
3426,"Bike","0.34356","0.34378"
3427,"Bike","0.34378","0.34401"
3428,"Bike","0.34401","0.34424"
3429,"Bike","0.34424","0.34446"
3430,"Bike","0.34446","0.34468"
3431,"Bike","0.34468","0.34490"
3432,"Bike","0.34490","0.34512"
3433,"Bike","0.34512","0.34537"
3434,"Bike","0.34537","0.34559"
3435,"Bike","0.34559","0.34584"
3436,"Bike","0.34584","0.34608"
3437,"Bike","0.34608","0.34632"
3438,"Bike","0.34632","0.34653"
3439,"Bike","0.34653","0.34675"
3440,"Bike","0.34675","0.34696"
3441,"Bike","0.34696","0.34718"
3442,"Bike","0.34718","0.34740"
3443,"Bike","0.34740","0.34762"
3444,"Bike","0.34762","0.34784"
3445,"Bike","0.34784","0.34806"
3446,"Bike","0.34806","0.34828"
3447,"Bike","0.34828","0.34850"
3448,"Bike","0.34850","0.34871"
3449,"Bike","0.34871","0.34892"
3450,"Bike","0.34892","0.34913"
3451,"Bike","0.34913","0.34933"
3452,"Bike","0.34933","0.34955"
3453,"Bike","0.34955","0.34975"
3454,"Bike","0.34975","0.34996"
3455,"Bike","0.34996","0.35017"
3456,"Bike","0.35017","0.35038"
3457,"Bike","0.35038","0.35060"
3458,"Bike","0.35060","0.35081"
3459,"Bike","0.35081","0.35103"
3460,"Bike","0.35103","0.35126"
3461,"Bike","0.35126","0.35148"
3462,"Bike","0.35148","0.35173"
3463,"Bike","0.35173","0.35195"
3464,"Bike","0.35195","0.35217"
3465,"Bike","0.35217","0.35241"
3466,"Bike","0.35241","0.35263"
3467,"Bike","0.35263","0.35284"
3468,"Bike","0.35284","0.35308"
3469,"Bike","0.35308","0.35329"
3470,"Bike","0.35329","0.35352"
3471,"Bike","0.35352","0.35375"
3472,"Bike","0.35375","0.35397"
3473,"Bike","0.35397","0.35418"
3474,"Bike","0.35418","0.35442"
3475,"Bike","0.35442","0.35465"
3476,"Bike","0.35465","0.35489"
3477,"Bike","0.35489","0.35511"
3478,"Bike","0.35511","0.35538"
3479,"Bike","0.35538","0.35560"
3480,"Bike","0.35560","0.35583"
3481,"Bike","0.35583","0.35606"
3482,"Bike","0.35606","0.35632"
3483,"Bike","0.35632","0.35654"
3484,"Bike","0.35654","0.35673"
3485,"Bike","0.35673","0.35693"
3486,"Bike","0.35693","0.35717"
3487,"Bike","0.35717","0.35731"
3488,"Bike","0.35731","0.35747"
3489,"Bike","0.35747","0.35765"
3490,"Bike","0.35765","0.35783"
3491,"Bike","0.35783","0.35804"
3492,"Bike","0.35804","0.35826"
3493,"Bike","0.35826","0.35849"
3494,"Bike","0.35849","0.35871"
3495,"Bike","0.35871","0.35890"
3496,"Bike","0.35890","0.35912"
3497,"Bike","0.35912","0.35937"
3498,"Bike","0.35937","0.35960"
3499,"Bike","0.35960","0.35982"
3500,"Bike","0.35982","0.36006"
3501,"Bike","0.36006","0.36029"
3502,"Bike","0.36029","0.36054"
3503,"Bike","0.36054","0.36080"
3504,"Bike","0.36080","0.36108"
3505,"Bike","0.36108","0.36137"
3506,"Bike","0.36137","0.36159"
3507,"Bike","0.36159","0.36181"
3508,"Bike","0.36181","0.36203"
3509,"Bike","0.36203","0.36224"
3510,"Bike","0.36224","0.36242"
3511,"Bike","0.36242","0.36266"
3512,"Bike","0.36266","0.36291"
3513,"Bike","0.36291","0.36319"
3514,"Bike","0.36319","0.36346"
3515,"Bike","0.36346","0.36372"
3516,"Bike","0.36372","0.36397"
3517,"Bike","0.36397","0.36422"
3518,"Bike","0.36422","0.36446"
3519,"Bike","0.36446","0.36470"
3520,"Bike","0.36470","0.36494"
3521,"Bike","0.36494","0.36517"
3522,"Bike","0.36517","0.36539"
3523,"Bike","0.36539","0.36562"
3524,"Bike","0.36562","0.36585"
3525,"Bike","0.36585","0.36608"
3526,"Bike","0.36608","0.36630"
3527,"Bike","0.36630","0.36651"
3528,"Bike","0.36651","0.36674"
3529,"Bike","0.36674","0.36697"
3530,"Bike","0.36697","0.36719"
3531,"Bike","0.36719","0.36742"
3532,"Bike","0.36742","0.36764"
3533,"Bike","0.36764","0.36786"
3534,"Bike","0.36786","0.36809"
3535,"Bike","0.36809","0.36830"
3536,"Bike","0.36830","0.36852"
3537,"Bike","0.36852","0.36874"
3538,"Bike","0.36874","0.36896"
3539,"Bike","0.36896","0.36917"
3540,"Bike","0.36917","0.36938"
3541,"Bike","0.36938","0.36961"
3542,"Bike","0.36961","0.36982"
3543,"Bike","0.36982","0.37004"
3544,"Bike","0.37004","0.37027"
3545,"Bike","0.37027","0.37049"
3546,"Bike","0.37049","0.37071"
3547,"Bike","0.37071","0.37093"
3548,"Bike","0.37093","0.37115"
3549,"Bike","0.37115","0.37137"
3550,"Bike","0.37137","0.37159"
3551,"Bike","0.37159","0.37182"
3552,"Bike","0.37182","0.37206"
3553,"Bike","0.37206","0.37229"
3554,"Bike","0.37229","0.37252"
3555,"Bike","0.37252","0.37276"
3556,"Bike","0.37276","0.37299"
3557,"Bike","0.37299","0.37323"
3558,"Bike","0.37323","0.37346"
3559,"Bike","0.37346","0.37369"
3560,"Bike","0.37369","0.37392"
3561,"Bike","0.37392","0.37415"
3562,"Bike","0.37415","0.37437"
3563,"Bike","0.37437","0.37459"
3564,"Bike","0.37459","0.37480"
3565,"Bike","0.37480","0.37503"
3566,"Bike","0.37503","0.37524"
3567,"Bike","0.37524","0.37545"
3568,"Bike","0.37545","0.37565"
3569,"Bike","0.37565","0.37587"
3570,"Bike","0.37587","0.37608"
3571,"Bike","0.37608","0.37630"
3572,"Bike","0.37630","0.37651"
3573,"Bike","0.37651","0.37673"
3574,"Bike","0.37673","0.37695"
3575,"Bike","0.37695","0.37718"
3576,"Bike","0.37718","0.37742"
3577,"Bike","0.37742","0.37764"
3578,"Bike","0.37764","0.37787"
3579,"Bike","0.37787","0.37810"
3580,"Bike","0.37810","0.37834"
3581,"Bike","0.37834","0.37856"
3582,"Bike","0.37856","0.37878"
3583,"Bike","0.37878","0.37901"
3584,"Bike","0.37901","0.37923"
3585,"Bike","0.37923","0.37945"
3586,"Bike","0.37945","0.37967"
3587,"Bike","0.37967","0.37989"
3588,"Bike","0.37989","0.38011"
3589,"Bike","0.38011","0.38034"
3590,"Bike","0.38034","0.38056"
3591,"Bike","0.38056","0.38078"
3592,"Bike","0.38078","0.38101"
3593,"Bike","0.38101","0.38122"
3594,"Bike","0.38122","0.38145"
3595,"Bike","0.38145","0.38167"
3596,"Bike","0.38167","0.38188"
3597,"Bike","0.38188","0.38210"
3598,"Bike","0.38210","0.38233"
3599,"Bike","0.38233","0.38255"
3600,"Bike","0.38255","0.38276"
3601,"Bike","0.38276","0.38299"
3602,"Bike","0.38299","0.38320"
3603,"Bike","0.38320","0.38342"
3604,"Bike","0.38342","0.38363"
3605,"Bike","0.38363","0.38386"
3606,"Bike","0.38386","0.38408"
3607,"Bike","0.38408","0.38430"
3608,"Bike","0.38430","0.38451"
3609,"Bike","0.38451","0.38473"
3610,"Bike","0.38473","0.38494"
3611,"Bike","0.38494","0.38518"
3612,"Bike","0.38518","0.38540"
3613,"Bike","0.38540","0.38562"
3614,"Bike","0.38562","0.38587"
3615,"Bike","0.38587","0.38610"
3616,"Bike","0.38610","0.38633"
3617,"Bike","0.38633","0.38655"
3618,"Bike","0.38655","0.38676"
3619,"Bike","0.38676","0.38698"
3620,"Bike","0.38698","0.38720"
3621,"Bike","0.38720","0.38741"
3622,"Bike","0.38741","0.38762"
3623,"Bike","0.38762","0.38784"
3624,"Bike","0.38784","0.38805"
3625,"Bike","0.38805","0.38825"
3626,"Bike","0.38825","0.38845"
3627,"Bike","0.38845","0.38866"
3628,"Bike","0.38866","0.38888"
3629,"Bike","0.38888","0.38911"
3630,"Bike","0.38911","0.38932"
3631,"Bike","0.38932","0.38956"
3632,"Bike","0.38956","0.38981"
3633,"Bike","0.38981","0.39007"
3634,"Bike","0.39007","0.39032"
3635,"Bike","0.39032","0.39057"
3636,"Bike","0.39057","0.39081"
3637,"Bike","0.39081","0.39104"
3638,"Bike","0.39104","0.39127"
3639,"Bike","0.39127","0.39149"
3640,"Bike","0.39149","0.39171"
3641,"Bike","0.39171","0.39194"
3642,"Bike","0.39194","0.39217"
3643,"Bike","0.39217","0.39237"
3644,"Bike","0.39237","0.39259"
3645,"Bike","0.39259","0.39280"
3646,"Bike","0.39280","0.39301"
3647,"Bike","0.39301","0.39322"
3648,"Bike","0.39322","0.39344"
3649,"Bike","0.39344","0.39366"
3650,"Bike","0.39366","0.39387"
3651,"Bike","0.39387","0.39409"
3652,"Bike","0.39409","0.39431"
3653,"Bike","0.39431","0.39453"
3654,"Bike","0.39453","0.39474"
3655,"Bike","0.39474","0.39497"
3656,"Bike","0.39497","0.39519"
3657,"Bike","0.39519","0.39540"
3658,"Bike","0.39540","0.39563"
3659,"Bike","0.39563","0.39584"
3660,"Bike","0.39584","0.39606"
3661,"Bike","0.39606","0.39627"
3662,"Bike","0.39627","0.39650"
3663,"Bike","0.39650","0.39671"
3664,"Bike","0.39671","0.39693"
3665,"Bike","0.39693","0.39716"
3666,"Bike","0.39716","0.39737"
3667,"Bike","0.39737","0.39759"
3668,"Bike","0.39759","0.39780"
3669,"Bike","0.39780","0.39803"
3670,"Bike","0.39803","0.39825"
3671,"Bike","0.39825","0.39846"
3672,"Bike","0.39846","0.39869"
3673,"Bike","0.39869","0.39890"
3674,"Bike","0.39890","0.39912"
3675,"Bike","0.39912","0.39935"
3676,"Bike","0.39935","0.39956"
3677,"Bike","0.39956","0.39978"
3678,"Bike","0.39978","0.40000"
3679,"Bike","0.40000","0.40022"
3680,"Bike","0.40022","0.40044"
3681,"Bike","0.40044","0.40068"
3682,"Bike","0.40068","0.40090"
3683,"Bike","0.40090","0.40112"
3684,"Bike","0.40112","0.40135"
3685,"Bike","0.40135","0.40158"
3686,"Bike","0.40158","0.40181"
3687,"Bike","0.40181","0.40203"
3688,"Bike","0.40203","0.40226"
3689,"Bike","0.40226","0.40249"
3690,"Bike","0.40249","0.40271"
3691,"Bike","0.40271","0.40293"
3692,"Bike","0.40293","0.40317"
3693,"Bike","0.40317","0.40339"
3694,"Bike","0.40339","0.40362"
3695,"Bike","0.40362","0.40384"
3696,"Bike","0.40384","0.40407"
3697,"Bike","0.40407","0.40430"
3698,"Bike","0.40430","0.40452"
3699,"Bike","0.40452","0.40476"
3700,"Bike","0.40476","0.40498"
3701,"Bike","0.40498","0.40520"
3702,"Bike","0.40520","0.40544"
3703,"Bike","0.40544","0.40566"
3704,"Bike","0.40566","0.40589"
3705,"Bike","0.40589","0.40612"
3706,"Bike","0.40612","0.40634"
3707,"Bike","0.40634","0.40657"
3708,"Bike","0.40657","0.40679"
3709,"Bike","0.40679","0.40703"
3710,"Bike","0.40703","0.40725"
3711,"Bike","0.40725","0.40747"
3712,"Bike","0.40747","0.40770"
3713,"Bike","0.40770","0.40793"
3714,"Bike","0.40793","0.40815"
3715,"Bike","0.40815","0.40838"
3716,"Bike","0.40838","0.40860"
3717,"Bike","0.40860","0.40881"
3718,"Bike","0.40881","0.40903"
3719,"Bike","0.40903","0.40924"
3720,"Bike","0.40924","0.40947"
3721,"Bike","0.40947","0.40971"
3722,"Bike","0.40971","0.40994"
3723,"Bike","0.40994","0.41018"
3724,"Bike","0.41018","0.41040"
3725,"Bike","0.41040","0.41061"
3726,"Bike","0.41061","0.41084"
3727,"Bike","0.41084","0.41105"
3728,"Bike","0.41105","0.41127"
3729,"Bike","0.41127","0.41150"
3730,"Bike","0.41150","0.41171"
3731,"Bike","0.41171","0.41193"
3732,"Bike","0.41193","0.41216"
3733,"Bike","0.41216","0.41237"
3734,"Bike","0.41237","0.41259"
3735,"Bike","0.41259","0.41280"
3736,"Bike","0.41280","0.41303"
3737,"Bike","0.41303","0.41324"
3738,"Bike","0.41324","0.41346"
3739,"Bike","0.41346","0.41369"
3740,"Bike","0.41369","0.41391"
3741,"Bike","0.41391","0.41413"
3742,"Bike","0.41413","0.41435"
3743,"Bike","0.41435","0.41457"
3744,"Bike","0.41457","0.41479"
3745,"Bike","0.41479","0.41502"
3746,"Bike","0.41502","0.41523"
3747,"Bike","0.41523","0.41545"
3748,"Bike","0.41545","0.41568"
3749,"Bike","0.41568","0.41590"
3750,"Bike","0.41590","0.41612"
3751,"Bike","0.41612","0.41635"
3752,"Bike","0.41635","0.41656"
3753,"Bike","0.41656","0.41678"
3754,"Bike","0.41678","0.41701"
3755,"Bike","0.41701","0.41722"
3756,"Bike","0.41722","0.41744"
3757,"Bike","0.41744","0.41765"
3758,"Bike","0.41765","0.41788"
3759,"Bike","0.41788","0.41810"
3760,"Bike","0.41810","0.41831"
3761,"Bike","0.41831","0.41854"
3762,"Bike","0.41854","0.41875"
3763,"Bike","0.41875","0.41897"
3764,"Bike","0.41897","0.41919"
3765,"Bike","0.41919","0.41941"
3766,"Bike","0.41941","0.41962"
3767,"Bike","0.41962","0.41984"
3768,"Bike","0.41984","0.42006"
3769,"Bike","0.42006","0.42028"
3770,"Bike","0.42028","0.42049"
3771,"Bike","0.42049","0.42072"
3772,"Bike","0.42072","0.42093"
3773,"Bike","0.42093","0.42115"
3774,"Bike","0.42115","0.42136"
3775,"Bike","0.42136","0.42159"
3776,"Bike","0.42159","0.42181"
3777,"Bike","0.42181","0.42202"
3778,"Bike","0.42202","0.42224"
3779,"Bike","0.42224","0.42246"
3780,"Bike","0.42246","0.42267"
3781,"Bike","0.42267","0.42290"
3782,"Bike","0.42290","0.42312"
3783,"Bike","0.42312","0.42333"
3784,"Bike","0.42333","0.42355"
3785,"Bike","0.42355","0.42377"
3786,"Bike","0.42377","0.42399"
3787,"Bike","0.42399","0.42421"
3788,"Bike","0.42421","0.42443"
3789,"Bike","0.42443","0.42465"
3790,"Bike","0.42465","0.42486"
3791,"Bike","0.42486","0.42509"
3792,"Bike","0.42509","0.42530"
3793,"Bike","0.42530","0.42552"
3794,"Bike","0.42552","0.42575"
3795,"Bike","0.42575","0.42596"
3796,"Bike","0.42596","0.42618"
3797,"Bike","0.42618","0.42639"
3798,"Bike","0.42639","0.42662"
3799,"Bike","0.42662","0.42683"
3800,"Bike","0.42683","0.42705"
3801,"Bike","0.42705","0.42728"
3802,"Bike","0.42728","0.42750"
3803,"Bike","0.42750","0.42771"
3804,"Bike","0.42771","0.42794"
3805,"Bike","0.42794","0.42816"
3806,"Bike","0.42816","0.42837"
3807,"Bike","0.42837","0.42860"
3808,"Bike","0.42860","0.42882"
3809,"Bike","0.42882","0.42903"
3810,"Bike","0.42903","0.42925"
3811,"Bike","0.42925","0.42948"
3812,"Bike","0.42948","0.42970"
3813,"Bike","0.42970","0.42993"
3814,"Bike","0.42993","0.43015"
3815,"Bike","0.43015","0.43037"
3816,"Bike","0.43037","0.43060"
3817,"Bike","0.43060","0.43081"
3818,"Bike","0.43081","0.43103"
3819,"Bike","0.43103","0.43126"
3820,"Bike","0.43126","0.43148"
3821,"Bike","0.43148","0.43169"
3822,"Bike","0.43169","0.43191"
3823,"Bike","0.43191","0.43214"
3824,"Bike","0.43214","0.43236"
3825,"Bike","0.43236","0.43259"
3826,"Bike","0.43259","0.43281"
3827,"Bike","0.43281","0.43304"
3828,"Bike","0.43304","0.43327"
3829,"Bike","0.43327","0.43349"
3830,"Bike","0.43349","0.43371"
3831,"Bike","0.43371","0.43394"
3832,"Bike","0.43394","0.43416"
3833,"Bike","0.43416","0.43440"
3834,"Bike","0.43440","0.43462"
3835,"Bike","0.43462","0.43484"
3836,"Bike","0.43484","0.43507"
3837,"Bike","0.43507","0.43529"
3838,"Bike","0.43529","0.43551"
3839,"Bike","0.43551","0.43574"
3840,"Bike","0.43574","0.43596"
3841,"Bike","0.43596","0.43618"
3842,"Bike","0.43618","0.43641"
3843,"Bike","0.43641","0.43664"
3844,"Bike","0.43664","0.43687"
3845,"Bike","0.43687","0.43709"
3846,"Bike","0.43709","0.43731"
3847,"Bike","0.43731","0.43754"
3848,"Bike","0.43754","0.43776"
3849,"Bike","0.43776","0.43797"
3850,"Bike","0.43797","0.43820"
3851,"Bike","0.43820","0.43841"
3852,"Bike","0.43841","0.43863"
3853,"Bike","0.43863","0.43884"
3854,"Bike","0.43884","0.43907"
3855,"Bike","0.43907","0.43928"
3856,"Bike","0.43928","0.43950"
3857,"Bike","0.43950","0.43973"
3858,"Bike","0.43973","0.43994"
3859,"Bike","0.43994","0.44016"
3860,"Bike","0.44016","0.44039"
3861,"Bike","0.44039","0.44061"
3862,"Bike","0.44061","0.44084"
3863,"Bike","0.44084","0.44107"
3864,"Bike","0.44107","0.44129"
3865,"Bike","0.44129","0.44152"
3866,"Bike","0.44152","0.44174"
3867,"Bike","0.44174","0.44196"
3868,"Bike","0.44196","0.44219"
3869,"Bike","0.44219","0.44241"
3870,"Bike","0.44241","0.44263"
3871,"Bike","0.44263","0.44286"
3872,"Bike","0.44286","0.44308"
3873,"Bike","0.44308","0.44329"
3874,"Bike","0.44329","0.44352"
3875,"Bike","0.44352","0.44374"
3876,"Bike","0.44374","0.44396"
3877,"Bike","0.44396","0.44419"
