"main_pack","sub_pack","stage","month","forecast","baseline","actuals"
"Schools To Pool","Stage 4 - SH84 Crossing","Feasability Stage",2022-11-01,7207,3659,0
"Schools To Pool","Stage 4 - SH84 Crossing","Feasability Stage",2022-12-01,7448,3780,0
"Schools To Pool","Stage 4 - SH84 Crossing","Feasability Stage",2023-01-01,7448,3780,0
"Schools To Pool","Stage 4 - SH84 Crossing","Feasability Stage",2023-02-01,6727,3415,0
"Schools To Pool","Stage 4 - SH84 Crossing","Feasability Stage",2023-03-01,7448,3780,0
"Schools To Pool","Stage 4 - SH84 Crossing","Feasability Stage",2023-04-01,7207,3659,0
"Schools To Pool","Stage 4 - SH84 Crossing","Feasability Stage",2023-05-01,6006,3049,0
"Schools To Pool","Stage 4 - SH84 Crossing","MSQA",2024-04-01,7164,0,0
"Schools To Pool","Stage 4 - SH84 Crossing","MSQA",2024-05-01,27761,0,0
"Schools To Pool","Stage 4 - SH84 Crossing","MSQA",2024-06-01,25075,0,0
"Schools To Pool","Stage 5 - Ballantyne Road","Construction",2024-04-01,266998,193333,0
"Schools To Pool","Stage 5 - Ballantyne Road","Construction",2024-05-01,285411,206667,0
"Schools To Pool","Stage 5 - Ballantyne Road","Construction",2024-06-01,193343,140000,0
"Schools To Pool","Stage 5 - Ballantyne Road","Detailed Design including tender",2023-09-01,2642,2642,0
"Schools To Pool","Stage 5 - Ballantyne Road","Detailed Design including tender",2023-10-01,6826,6826,0
"Schools To Pool","Stage 5 - Ballantyne Road","Detailed Design including tender",2023-11-01,6606,6606,0
"Schools To Pool","Stage 5 - Ballantyne Road","Detailed Design including tender",2023-12-01,6826,6826,0
"Schools To Pool","Stage 5 - Ballantyne Road","Detailed Design including tender",2024-01-01,1101,1101,0
"Schools To Pool","Stage 5 - Ballantyne Road","Feasability Stage",2022-07-01,0,1098,0
"Schools To Pool","Stage 5 - Ballantyne Road","Feasability Stage",2022-08-01,0,1134,0
"Schools To Pool","Stage 5 - Ballantyne Road","Feasability Stage",2022-09-01,0,1098,0
"Schools To Pool","Stage 5 - Ballantyne Road","Feasability Stage",2022-10-01,0,1134,0
"Schools To Pool","Stage 5 - Ballantyne Road","Feasability Stage",2022-11-01,0,1098,0
"Schools To Pool","Stage 5 - Ballantyne Road","Feasability Stage",2022-12-01,0,1134,0
"Schools To Pool","Stage 5 - Ballantyne Road","Feasability Stage",2023-01-01,0,1134,0
"Schools To Pool","Stage 5 - Ballantyne Road","Feasability Stage",2023-02-01,0,1024,0
"Schools To Pool","Stage 5 - Ballantyne Road","Feasability Stage",2023-03-01,0,1134,0
"Schools To Pool","Stage 5 - Ballantyne Road","Feasability Stage",2023-04-01,0,1098,0
"Schools To Pool","Stage 5 - Ballantyne Road","Feasability Stage",2023-05-01,0,915,0
"Schools To Pool","Stage 5 - Ballantyne Road","MSQA",2024-04-01,0,0,0
"Schools To Pool","Stage 5 - Ballantyne Road","MSQA",2024-05-01,0,0,0
"Schools To Pool","Stage 5 - Ballantyne Road","MSQA",2024-06-01,0,0,0
"Tuohys Gully and Ski Resort IS","Tuohys Gully and Ski Resort IS","Concept Design including investigations and consultations where applicable",2022-06-01,1385,1662,0
"Tuohys Gully and Ski Resort IS","Tuohys Gully and Ski Resort IS","Concept Design including investigations and consultations where applicable",2022-07-01,1590,1908,0
"Tuohys Gully and Ski Resort IS","Tuohys Gully and Ski Resort IS","Concept Design including investigations and consultations where applicable",2022-08-01,1590,1908,0
"Tuohys Gully and Ski Resort IS","Tuohys Gully and Ski Resort IS","Concept Design including investigations and consultations where applicable",2022-09-01,1538,1846,0
"Tuohys Gully and Ski Resort IS","Tuohys Gully and Ski Resort IS","Concept Design including investigations and consultations where applicable",2022-10-01,1590,1908,0
"Tuohys Gully and Ski Resort IS","Tuohys Gully and Ski Resort IS","Concept Design including investigations and consultations where applicable",2022-11-01,1538,1846,0
"Tuohys Gully and Ski Resort IS","Tuohys Gully and Ski Resort IS","Concept Design including investigations and consultations where applicable",2022-12-01,769,923,0
"Tuohys Gully and Ski Resort IS","Tuohys Gully and Ski Resort IS","Construction",2024-04-01,44389,67004,0
"Tuohys Gully and Ski Resort IS","Tuohys Gully and Ski Resort IS","Construction",2024-05-01,91737,138475,0
"Tuohys Gully and Ski Resort IS","Tuohys Gully and Ski Resort IS","Construction",2024-06-01,20715,31269,0
"Tuohys Gully and Ski Resort IS","Tuohys Gully and Ski Resort IS","Detailed Design",2023-02-01,21,46,0
"Tuohys Gully and Ski Resort IS","Tuohys Gully and Ski Resort IS","Detailed Design",2023-03-01,643,1418,0
"Tuohys Gully and Ski Resort IS","Tuohys Gully and Ski Resort IS","Detailed Design",2023-04-01,622,1373,0
"Tuohys Gully and Ski Resort IS","Tuohys Gully and Ski Resort IS","Detailed Design",2023-05-01,643,1418,0
"Tuohys Gully and Ski Resort IS","Tuohys Gully and Ski Resort IS","Detailed Design",2023-06-01,622,1373,0
"Tuohys Gully and Ski Resort IS","Tuohys Gully and Ski Resort IS","Detailed Design",2023-07-01,643,1418,0
"Tuohys Gully and Ski Resort IS","Tuohys Gully and Ski Resort IS","Detailed Design",2023-08-01,643,1418,0
"Tuohys Gully and Ski Resort IS","Tuohys Gully and Ski Resort IS","Detailed Design",2023-09-01,622,1373,0
"Tuohys Gully and Ski Resort IS","Tuohys Gully and Ski Resort IS","Detailed Design",2023-10-01,643,1418,0
"Tuohys Gully and Ski Resort IS","Tuohys Gully and Ski Resort IS","Detailed Design",2023-11-01,622,1373,0
"Tuohys Gully and Ski Resort IS","Tuohys Gully and Ski Resort IS","Detailed Design",2023-12-01,643,1418,0
"Tuohys Gully and Ski Resort IS","Tuohys Gully and Ski Resort IS","Detailed Design",2024-01-01,643,1418,0
"Tuohys Gully and Ski Resort IS","Tuohys Gully and Ski Resort IS","Detailed Design",2024-02-01,187,412,0
"Tuohys Gully and Ski Resort IS","Tuohys Gully and Ski Resort IS","MSQA",2024-04-01,1415,0,0
"Tuohys Gully and Ski Resort IS","Tuohys Gully and Ski Resort IS","MSQA",2024-05-01,2925,0,0
"Tuohys Gully and Ski Resort IS","Tuohys Gully and Ski Resort IS","MSQA",2024-06-01,660,0,0
"Tuohys Gully and Ski Resort IS","Tuohys Gully and Ski Resort IS","Tender (maintenance)",2024-02-01,0,0,0
"Tuohys Gully and Ski Resort IS","Tuohys Gully and Ski Resort IS","Tender (maintenance)",2024-03-01,0,0,0
"Wanaka Maintenance '21","Wanaka Maintenance '21","Concept Design including investigations and consultations where applicable",2022-02-01,0,12000,0
"Wanaka Maintenance '21","Wanaka Maintenance '21","Construction - Maintenance",2022-02-01,0,14320,0
"Wanaka Maintenance '21","Wanaka Maintenance '21","Detailed Design",2022-02-01,0,1680,0
"Wanaka Maintenance '21","Wanaka Maintenance '21","MSQA",2022-03-01,0,0,0
"Wanaka Maintenance '22","Wanaka Maintenance '22","Concept Design including investigations and consultations where applicable",2022-11-01,3600,7200,0
"Wanaka Maintenance '22","Wanaka Maintenance '22","Concept Design including investigations and consultations where applicable",2022-12-01,2400,4800,0
"Wanaka Maintenance '22","Wanaka Maintenance '22","Construction - Maintenance",2023-08-01,0,0,21227
"Wanaka Maintenance '22","Wanaka Maintenance '22","Construction - Maintenance",2023-09-01,29480,2669,52
"Wanaka Maintenance '22","Wanaka Maintenance '22","Construction - Maintenance",2023-10-01,6700,606,14545
"Wanaka Maintenance '22","Wanaka Maintenance '22","Detailed Design",2022-12-01,0,975,0
"Wanaka Maintenance '22","Wanaka Maintenance '22","MSQA",2023-09-01,0,0,0
"Wanaka Maintenance '22","Wanaka Maintenance '22","MSQA",2023-10-01,0,0,0
